Graph Number,precision overall,recall overall,tp_overall,fp_overall,tn_overall,fn_overall,precision oo,recall oo,tp_oo,fp_oo,tn_oo,fn_oo,precision oon,recall oon,tp_oon,fp_oon,tn_oon,fn_oon,precision on,recall on,tp_on,fp_on,tn_on,fn_on,precision nn,recall nn,tp_nn,fp_nn,tn_nn,fn_nn,Correct Node IDs,Correct Old Node IDs,Precision Old IDs,Recall Old IDs,Correct New Node IDs,Precision New IDs,Recall New IDs,Correct Overall IDs,Precision Overall IDs,Recall Overall IDs
2,0.010714285714285714,0.010714285714285714,3,277,23313,277,0.008695652173913044,1.0,1,114,3791,0,0.0,0.0,0,0,3855,51,0.012121212121212121,0.012578616352201259,2,163,23548,157,0.0,0.0,0,0,8303,69,0.9872611464968153,63,0.9692307692307692,1.0,92,1.0,0.9787234042553191,155,0.9872611464968153,0.9872611464968153
3,0.008602150537634409,0.008602150537634409,4,461,45514,461,0.007042253521126761,1.0,1,141,3518,0,0.0,0.0,0,0,3599,61,0.007017543859649123,0.00851063829787234,2,283,45922,233,0.0,0.0,0,0,17687,135,0.9908256880733946,61,0.8714285714285714,0.8133333333333334,134,0.9054054054054054,0.9370629370629371,216,0.9908256880733946,0.9908256880733946
4,0.008547008547008548,0.008576329331046312,5,580,57643,578,0.005952380952380952,0.5,1,167,3613,1,0.0,0.0,0,0,3714,68,0.006472491909385114,0.006269592476489028,2,307,58180,317,0.0,0.0,0,0,14901,105,0.9918367346938776,62,0.8051948051948052,0.5794392523364486,123,0.7321428571428571,0.8913043478260869,243,0.9918367346938776,0.9918367346938776
5,0.008275862068965517,0.008207934336525308,6,719,82940,725,0.011428571428571429,0.6666666666666666,2,173,3730,1,0.0,0.0,0,0,3834,72,0.004866180048661801,0.005154639175257732,2,409,83593,386,0.0,0.0,0,0,23717,153,0.9864406779661017,63,0.7777777777777778,0.5163934426229508,155,0.7242990654205608,0.8959537572254336,291,0.9864406779661017,0.9864406779661017
6,0.006674082313681869,0.006211180124223602,6,893,103441,960,0.011235955056179775,1.0,2,176,3014,0,0.0,0.0,0,0,3125,67,0.0036036036036036037,0.00425531914893617,2,553,104277,468,0.0,0.0,0,0,27455,267,0.9643916913946587,57,0.7125,0.38513513513513514,167,0.6498054474708171,0.8835978835978836,325,0.9643916913946587,0.9643916913946587
7,0.00580046403712297,0.004533091568449683,5,857,123002,1098,0.00975609756097561,1.0,2,203,2765,0,0.0,0.0,0,0,2902,68,0.0,0.0,0,471,123946,545,0.0,0.0,0,0,26492,240,0.944,55,0.6875,0.2972972972972973,164,0.5559322033898305,0.8631578947368421,354,0.944,0.944
8,0.006211180124223602,0.004310344827586207,5,800,123710,1155,0.009569377990430622,1.0,2,207,2443,0,0.0,0.0,0,0,2594,58,0.0,0.0,0,452,124620,598,0.0,0.0,0,0,20091,215,0.9056122448979592,52,0.5652173913043478,0.24528301886792453,143,0.4766666666666667,0.7944444444444444,355,0.9056122448979592,0.9056122448979592
9,0.004541326067211626,0.0037593984962406013,5,1096,175236,1325,0.004310344827586207,1.0,1,231,1838,0,0.0,0.0,0,0,2031,39,0.0,0.0,0,677,176308,677,0.0,0.0,0,0,37174,268,0.9094827586206896,46,0.5411764705882353,0.19574468085106383,194,0.5118733509234829,0.8471615720524017,422,0.9094827586206896,0.9094827586206896
10,0.0022026431718061676,0.0016129032258064516,2,906,163910,1238,0.0,0.0,0,135,1271,0,0.0,0.0,0,0,1388,18,0.0015923566878980893,0.0016611295681063123,1,627,164827,601,0.0,0.0,0,0,28168,224,0.864406779661017,38,0.4935064935064935,0.1444866920152091,169,0.4278481012658228,0.8086124401913876,408,0.864406779661017,0.864406779661017
11,0.005108556832694764,0.0030627871362940277,4,779,162345,1302,0.009708737864077669,1.0,1,102,889,0,0.0,0.0,0,0,975,17,0.0019083969465648854,0.0015873015873015873,1,523,163277,629,0.0,0.0,0,0,21289,173,0.8601694915254238,32,0.4,0.11469534050179211,147,0.375,0.7616580310880829,406,0.8601694915254238,0.8601694915254238
12,0.008637236084452975,0.0062413314840499305,9,1033,179427,1433,0.008403361344537815,1.0,1,118,693,0,0.0,0.0,0,0,805,7,0.0015151515151515152,0.00145985401459854,1,659,180558,684,0.0,0.0,0,0,27841,215,0.850597609561753,29,0.4084507042253521,0.10247349823321555,168,0.38979118329466356,0.7671232876712328,427,0.850597609561753,0.850597609561753
13,0.006901840490797546,0.005160550458715597,9,1295,228803,1735,0.0,0.0,0,84,566,0,0.0,0.0,0,0,641,9,0.002081165452653486,0.0024875621890547263,2,959,230079,802,0.0,0.0,0,0,37595,235,0.8441330998248686,26,0.38235294117647056,0.08150470219435736,195,0.38767395626242546,0.7738095238095238,482,0.8441330998248686,0.8441330998248686
14,0.013043478260869565,0.01005586592178771,18,1362,259504,1772,0.0,0.0,0,67,583,0,0.0,0.0,0,0,646,4,0.00791295746785361,0.010498687664041995,8,1003,260891,754,0.0,0.0,0,0,34604,178,0.839607201309329,26,0.38235294117647056,0.07202216066481995,187,0.3443830570902394,0.748,513,0.839607201309329,0.839607201309329
15,0.014538558786346398,0.011143410852713179,23,1559,282067,2041,0.0,0.0,0,98,364,0,0.0,0.0,0,0,455,7,0.008204193254329991,0.01,9,1088,283702,891,0.0,0.0,0,0,38368,244,0.8333333333333334,22,0.36666666666666664,0.057291666666666664,197,0.3384879725085911,0.7635658914728682,535,0.8333333333333334,0.8333333333333334
16,0.015616585891222402,0.013672795851013672,29,1828,302413,2092,0.0,0.0,0,113,267,0,0.0,0.0,0,0,375,5,0.008746355685131196,0.013377926421404682,12,1360,304105,885,0.0,0.0,0,0,41628,192,0.8099415204678363,20,0.3389830508474576,0.04854368932038835,205,0.328,0.7536764705882353,554,0.8099415204678363,0.8099415204678363
17,0.015144344533838144,0.01335559265442404,32,2081,357325,2364,0.0,0.0,0,154,446,0,0.0,0.0,0,0,591,9,0.010723860589812333,0.01606425702811245,16,1476,359330,980,0.0,0.0,0,0,44145,165,0.7931488801054019,25,0.43103448275862066,0.05353319057815846,211,0.30099857346647646,0.7226027397260274,602,0.7931488801054019,0.7931488801054019
18,0.014582412726469289,0.013513513513513514,33,2230,397918,2409,0.0,0.0,0,211,439,0,0.0,0.0,0,0,640,10,0.008360128617363344,0.013078470824949699,13,1542,400054,981,0.0,0.0,0,0,49779,173,0.8017676767676768,26,0.45614035087719296,0.053061224489795916,224,0.3047619047619048,0.7417218543046358,635,0.8017676767676768,0.8017676767676768
19,0.016574585635359115,0.014993752603082049,36,2136,387965,2365,0.0,0.0,0,189,567,0,0.0,0.0,0,0,746,10,0.010666666666666666,0.016771488469601678,16,1484,390064,938,0.0,0.0,0,0,40843,163,0.7769516728624535,28,0.4,0.05511811023622047,203,0.27544097693351427,0.6789297658862876,627,0.7769516728624535,0.7769516728624535
20,0.016821345707656612,0.014363546310054482,29,1695,330948,1990,0.0,0.0,0,112,268,0,0.0,0.0,0,0,375,5,0.01171303074670571,0.019753086419753086,16,1350,332502,794,0.0,0.0,0,0,34655,127,0.7404092071611253,20,0.38461538461538464,0.0398406374501992,187,0.25616438356164384,0.6678571428571428,579,0.7404092071611253,0.7404092071611253
21,0.013657056145675266,0.014423076923076924,27,1950,308100,1845,0.0,0.0,0,194,1066,0,0.0,0.0,0,0,1231,29,0.009635237439779766,0.017721518987341773,14,1439,309693,776,0.0,0.0,0,0,36918,138,0.7075949367088608,36,0.2903225806451613,0.072,193,0.2897897897897898,0.6655172413793103,559,0.7075949367088608,0.7075949367088608
22,0.01147842056932966,0.014068655036578503,25,2153,304650,1752,0.0,0.0,0,300,1339,1,0.0,0.0,0,0,1607,33,0.00823045267489712,0.016643550624133148,12,1446,306413,709,0.0,0.0,0,0,28641,89,0.6984924623115578,41,0.3228346456692913,0.08070866141732283,170,0.25411061285500747,0.5902777777777778,556,0.6984924623115578,0.6984924623115578
23,0.008875739644970414,0.013404825737265416,15,1675,257816,1104,0.0,0.0,0,117,938,1,0.0,0.0,0,0,1055,1,0.008461538461538461,0.022587268993839837,11,1289,258834,476,0.0,0.0,0,0,22576,74,0.6610608020698577,33,0.308411214953271,0.06639839034205232,151,0.22672672672672672,0.5471014492753623,511,0.6610608020698577,0.6610608020698577
24,0.013539651837524178,0.016184971098265895,14,1020,161735,851,0.0,0.0,0,195,4497,0,0.0,0.0,0,0,4644,48,0.009787928221859706,0.016172506738544475,6,607,162642,365,0.0,0.0,0,0,8342,30,0.5769230769230769,69,0.375,0.1513157894736842,92,0.1776061776061776,0.37398373983739835,405,0.5769230769230769,0.5769230769230769
25,0.013282732447817837,0.01818181818181818,14,1040,151462,756,0.0,0.0,0,196,4226,0,0.0,0.0,0,0,4381,41,0.004594180704441042,0.009345794392523364,3,650,152301,318,0.0,0.0,0,0,10890,30,0.5672937771345875,67,0.432258064516129,0.14660831509846828,105,0.1958955223880597,0.44871794871794873,392,0.5672937771345875,0.5672937771345875
26,0.012684989429175475,0.016830294530154277,12,934,150843,701,0.0,0.0,0,139,4415,2,0.0,0.0,0,0,4511,45,0.0051635111876075735,0.009966777408637873,3,578,151611,298,0.0,0.0,0,0,9304,8,0.5585714285714286,68,0.3469387755102041,0.1459227467811159,97,0.19246031746031747,0.41452991452991456,391,0.5585714285714286,0.5585714285714286
27,0.008986928104575163,0.014686248331108143,11,1213,176544,738,0.0,0.0,0,245,7063,2,0.0,0.0,0,0,7258,52,0.009671179883945842,0.016778523489932886,5,512,177696,293,0.0,0.0,0,0,8545,11,0.5739484396200815,86,0.3659574468085106,0.17954070981210857,93,0.1852589641434263,0.36046511627906974,423,0.5739484396200815,0.5739484396200815
28,0.0057692307692307696,0.00881057268722467,6,1034,153915,675,0.0,0.0,0,268,7042,0,0.0,0.0,0,0,7267,43,0.006993006993006993,0.010948905109489052,3,426,154930,271,0.0,0.0,0,0,6148,14,0.5302013422818792,86,0.2529411764705882,0.17954070981210857,79,0.19506172839506172,0.29699248120300753,395,0.5302013422818792,0.5302013422818792
29,0.0053523639607493305,0.009022556390977444,6,1115,160226,659,0.0,0.0,0,323,8797,0,0.0,0.0,0,0,9059,61,0.004597701149425287,0.00684931506849315,2,433,161281,290,0.0,0.0,0,0,9681,21,0.5153452685421995,96,0.25196850393700787,0.19753086419753085,99,0.24688279301745636,0.3344594594594595,403,0.5153452685421995,0.5153452685421995
30,0.005285412262156448,0.0078125,5,941,171059,635,0.0,0.0,0,288,16482,0,0.0,0.0,0,0,16688,82,0.005420054200542005,0.007751937984496124,2,367,172015,256,0.0,0.0,0,0,7293,17,0.5006016847172082,130,0.3080568720379147,0.24528301886792453,86,0.21026894865525672,0.2857142857142857,416,0.5006016847172082,0.5006016847172082
31,0.0072992700729927005,0.0141287284144427,9,1224,158539,628,0.0,0.0,0,473,14289,0,0.0,0.0,0,0,14676,86,0.004866180048661801,0.00784313725490196,2,409,159736,253,0.0,0.0,0,0,5689,11,0.4825511432009627,122,0.2961165048543689,0.2222222222222222,76,0.18138424821002386,0.2695035460992908,401,0.4825511432009627,0.4825511432009627
32,0.004421518054532056,0.009022556390977444,6,1351,161604,659,0.0,0.0,0,530,13990,0,0.0,0.0,0,0,14431,89,0.00510204081632653,0.0071174377224199285,2,390,162949,279,0.0,0.0,0,0,4547,9,0.4809976247030879,121,0.2965686274509804,0.21568627450980393,68,0.15668202764976957,0.24199288256227758,405,0.4809976247030879,0.4809976247030879
33,0.006782215523737754,0.015228426395939087,9,1318,159293,582,0.0,0.0,0,583,18049,0,0.0,0.0,0,0,18531,101,0.006369426751592357,0.007352941176470588,2,312,160618,270,0.0,0.0,0,0,3895,11,0.4696261682242991,137,0.30176211453744495,0.23992994746059546,63,0.15671641791044777,0.22105263157894736,402,0.4696261682242991,0.4696261682242991
34,0.0035511363636363635,0.009140767824497258,5,1403,142830,542,0.0,0.0,0,548,19192,0,0.0,0.0,0,0,19657,83,0.0,0.0,0,275,144246,259,0.0,0.0,0,0,3067,13,0.43894009216589863,141,0.3190045248868778,0.24394463667820068,56,0.13145539906103287,0.19310344827586207,381,0.43894009216589863,0.43894009216589863
