Graph_Num,Precision_New,Recall_New,F1_New,Accuracy_New,Precision_Old,Recall_Old,F1_Old,Accuracy_Old,Precision_All,Recall_All,F1_All
0,1.0,1.0,1.0,1.0,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.7786885245901639,0.7786885245901639,0.7786885245901639
1,1.0,1.0,1.0,1.0,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.9073614557485525,0.9073614557485525,0.9073614557485525
2,1.0,1.0,1.0,1.0,0.23983739837398374,0.23983739837398374,0.23983739837398374,0.23983739837398374,0.8511146496815286,0.8511146496815286,0.8511146496815286
3,1.0,1.0,1.0,1.0,0.14634146341463414,0.14634146341463414,0.14634146341463414,0.14634146341463414,0.7485632183908046,0.7485632183908046,0.7485632183908046
4,1.0,1.0,1.0,1.0,0.1676300578034682,0.1676300578034682,0.1676300578034682,0.1676300578034682,0.7181996086105675,0.7181996086105675,0.7181996086105675
5,0.9835390946502057,1.0,0.9917012448132779,1.0,0.14074074074074075,0.1366906474820144,0.1386861313868613,0.1366906474820144,0.6825396825396826,0.6825396825396826,0.6825396825396826
6,0.9795918367346939,1.0,0.9896907216494846,1.0,0.1,0.09615384615384616,0.09803921568627451,0.09615384615384616,0.6824324324324325,0.6824324324324325,0.6824324324324325
7,0.9617224880382775,1.0,0.9804878048780488,1.0,0.1511627906976744,0.13829787234042554,0.14444444444444446,0.13829787234042554,0.7254237288135593,0.7254237288135593,0.7254237288135594
8,0.895910780669145,1.0,0.9450980392156862,1.0,0.13043478260869565,0.09278350515463918,0.10843373493975904,0.09278350515463918,0.7396449704142012,0.7396449704142012,0.7396449704142012
9,0.8634686346863468,1.0,0.9267326732673268,1.0,0.102803738317757,0.0763888888888889,0.08764940239043824,0.0763888888888889,0.6481481481481481,0.6481481481481481,0.6481481481481481
10,0.8100558659217877,1.0,0.8950617283950617,1.0,0.08333333333333333,0.05319148936170213,0.06493506493506493,0.05319148936170213,0.6276150627615062,0.6276150627615062,0.6276150627615062
11,0.8414634146341463,1.0,0.9139072847682119,1.0,0.10975609756097561,0.08333333333333333,0.09473684210526316,0.08333333333333333,0.5975609756097561,0.5975609756097561,0.5975609756097561
12,0.8163265306122449,1.0,0.898876404494382,1.0,0.09090909090909091,0.06451612903225806,0.07547169811320754,0.06451612903225806,0.5915492957746479,0.5915492957746479,0.5915492957746479
13,0.8961038961038961,1.0,0.9452054794520548,1.0,0.075,0.05357142857142857,0.0625,0.05357142857142857,0.7268041237113402,0.7268041237113402,0.7268041237113402
14,0.7923076923076923,1.0,0.8841201716738197,1.0,0.0784313725490196,0.05128205128205128,0.06201550387596899,0.05128205128205128,0.5911602209944752,0.5911602209944752,0.5911602209944752
15,0.8117647058823529,1.0,0.8961038961038961,1.0,0.025,0.013888888888888888,0.017857142857142856,0.013888888888888888,0.6619047619047619,0.6619047619047619,0.6619047619047619
16,0.7815126050420168,1.0,0.8773584905660378,1.0,0.06666666666666667,0.03571428571428571,0.046511627906976744,0.03571428571428571,0.6375838926174496,0.6375838926174496,0.6375838926174496
17,0.7407407407407407,1.0,0.851063829787234,1.0,0.1,0.046153846153846156,0.06315789473684211,0.046153846153846156,0.6242424242424243,0.6242424242424243,0.6242424242424243
18,0.7741935483870968,1.0,0.8727272727272727,1.0,0.07692307692307693,0.0425531914893617,0.0547945205479452,0.0425531914893617,0.6218487394957983,0.6218487394957983,0.6218487394957983
19,0.7311827956989247,1.0,0.84472049689441,1.0,0.08333333333333333,0.02702702702702703,0.04081632653061225,0.02702702702702703,0.6571428571428571,0.6571428571428571,0.6571428571428571
20,0.711340206185567,1.0,0.8313253012048193,1.0,0.043478260869565216,0.0196078431372549,0.02702702702702703,0.0196078431372549,0.5833333333333334,0.5833333333333334,0.5833333333333334
21,0.7638888888888888,1.0,0.8661417322834646,1.0,0.0625,0.030303030303030304,0.04081632653061225,0.030303030303030304,0.6363636363636364,0.6363636363636364,0.6363636363636364
22,0.6917293233082706,1.0,0.8177777777777777,1.0,0.17647058823529413,0.05172413793103448,0.08,0.05172413793103448,0.6333333333333333,0.6333333333333333,0.6333333333333333
23,0.5543478260869565,1.0,0.7132867132867133,1.0,0.10526315789473684,0.03333333333333333,0.05063291139240506,0.03333333333333333,0.4774774774774775,0.4774774774774775,0.4774774774774775
24,0.7560975609756098,1.0,0.8611111111111112,1.0,0.125,0.05555555555555555,0.07692307692307691,0.05555555555555555,0.6530612244897959,0.6530612244897959,0.6530612244897959
25,0.41379310344827586,1.0,0.5853658536585366,1.0,0.05357142857142857,0.0189873417721519,0.028037383177570097,0.0189873417721519,0.32608695652173914,0.32608695652173914,0.32608695652173914
26,0.7318840579710145,1.0,0.8451882845188284,1.0,0.1724137931034483,0.07575757575757576,0.10526315789473685,0.07575757575757576,0.6347305389221557,0.6347305389221557,0.6347305389221557
27,0.7058823529411765,1.0,0.8275862068965517,1.0,0.1724137931034483,0.07246376811594203,0.10204081632653061,0.07246376811594203,0.6121212121212121,0.6121212121212121,0.6121212121212121
28,0.7039473684210527,1.0,0.8262548262548263,1.0,0.16071428571428573,0.0891089108910891,0.11464968152866242,0.0891089108910891,0.5576923076923077,0.5576923076923077,0.5576923076923077
29,0.6781609195402298,1.0,0.8082191780821918,1.0,0.0625,0.03333333333333333,0.04347826086956522,0.03333333333333333,0.5126050420168067,0.5126050420168067,0.5126050420168067
