Graph Number,precision overall,recall overall,tp_overall,fp_overall,tn_overall,fn_overall,precision oo,recall oo,tp_oo,fp_oo,tn_oo,fn_oo,precision oon,recall oon,tp_oon,fp_oon,tn_oon,fn_oon,precision on,recall on,tp_on,fp_on,tn_on,fn_on,precision nn,recall nn,tp_nn,fp_nn,tn_nn,fn_nn,Correct Node IDs,Correct Old Node IDs,Precision Old IDs,Recall Old IDs,Correct New Node IDs,Precision New IDs,Recall New IDs,Correct Overall IDs,Precision Overall IDs,Recall Overall IDs
2,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
3,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
4,0.0,0.0,0,0,6,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,6,0,0.0,0.0,0,0,6,0,0.000939261114589856,0,0.0,0.0,3,0.0010420284821118443,0.0009398496240601503,3,0.000939261114589856,0.000939261114589856
5,0.0,0.0,0,0,108,3,0.0,0.0,0,0,2,0,0.0,0.0,0,0,2,1,0.0,0.0,0,0,109,1,0.0,0.0,0,0,20,0,0.001915041782729805,2,0.0024449877750611247,0.25,5,0.0010150223304912708,0.0008716875871687587,11,0.001915041782729805,0.001915041782729805
6,0.0,0.0,0,0,237,4,0.0,0.0,0,0,2,0,0.0,0.0,0,0,2,1,0.0,0.0,0,0,238,2,0.0,0.0,0,0,30,0,0.002399160293897136,2,0.0024390243902439024,0.18181818181818182,6,0.0010258163788681826,0.0009011715229798738,16,0.002399160293897136,0.002399160293897136
7,0.0,0.0,0,0,236,5,0.0,0.0,0,0,2,0,0.0,0.0,0,0,2,1,0.0,0.0,0,0,237,3,0.0,0.0,0,0,56,0,0.0021819173598799945,2,0.00243605359317905,0.18181818181818182,8,0.0012285012285012285,0.0010925976509150504,16,0.0021819173598799945,0.0021819173598799945
8,0.0,0.0,0,0,458,5,0.0,0.0,0,0,2,0,0.0,0.0,0,0,2,1,0.0,0.0,0,0,460,2,0.0,0.0,0,0,72,0,0.002830310047600669,2,0.002430133657351154,0.15384615384615385,9,0.0012949640287769784,0.0011597938144329897,22,0.002830310047600669,0.002830310047600669
9,0.0,0.0,0,0,339,4,0.0,0.0,0,0,2,0,0.0,0.0,0,0,2,1,0.0,0.0,0,0,341,1,0.0,0.0,0,0,42,0,0.002335299901671583,2,0.0024271844660194173,0.14285714285714285,7,0.0009573304157549234,0.0008618566855454322,19,0.002335299901671583,0.002335299901671583
10,0.0,0.0,0,0,500,7,0.0,0.0,0,0,2,0,0.0,0.0,0,0,2,1,0.0,0.0,0,0,502,4,0.0,0.0,0,0,110,0,0.0026577305292350356,2,0.0024242424242424242,0.13333333333333333,11,0.0014050325712096053,0.0012732955203148513,23,0.0026577305292350356,0.0026577305292350356
11,0.0,0.0,0,0,374,7,0.0,0.0,0,0,2,0,0.0,0.0,0,0,2,1,0.0,0.0,0,0,378,2,0.0,0.0,0,0,56,0,0.0028260562385191467,2,0.002421307506053269,0.13333333333333333,8,0.0012797952327627579,0.0011328235627301047,20,0.0028260562385191467,0.0028260562385191467
12,0.0,0.0,0,0,152,4,0.0,0.0,0,0,2,0,0.0,0.0,0,0,2,0,0.0,0.0,0,0,154,2,0.0,0.0,0,0,42,0,0.002583979328165375,2,0.0032,0.18181818181818182,7,0.0015887426236949613,0.0013944223107569722,13,0.002583979328165375,0.002583979328165375
13,0.0,0.0,0,0,132,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,132,0,0.0,0.0,0,0,42,0,0.0027739251040221915,1,0.0026954177897574125,0.08333333333333333,7,0.0017699115044247787,0.0016226240148354196,12,0.0027739251040221915,0.0027739251040221915
14,0.0,0.0,0,0,72,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,72,0,0.0,0.0,0,0,12,0,0.0023554043444124575,0,0.0,0.0,4,0.0011270780501549732,0.0010501443948542925,9,0.0023554043444124575,0.0023554043444124575
15,0.0,0.0,0,0,72,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,72,0,0.0,0.0,0,0,6,0,0.002536640360766629,0,0.0,0.0,3,0.0009017132551848512,0.0008484162895927602,9,0.002536640360766629,0.002536640360766629
