Graph Number,precision overall,recall overall,tp_overall,fp_overall,tn_overall,fn_overall,precision oo,recall oo,tp_oo,fp_oo,tn_oo,fn_oo,precision oon,recall oon,tp_oon,fp_oon,tn_oon,fn_oon,precision on,recall on,tp_on,fp_on,tn_on,fn_on,precision nn,recall nn,tp_nn,fp_nn,tn_nn,fn_nn,Correct Node IDs,Correct Old Node IDs,Precision Old IDs,Recall Old IDs,Correct New Node IDs,Precision New IDs,Recall New IDs,Correct Overall IDs,Precision Overall IDs,Recall Overall IDs
0,0.0,0.0,0,0,457,5,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,462,0,0.0,0.0,0,0,457,5,0.013033175355450236,0,0.0,0.0,22,0.013033175355450236,0.013033175355450236,22,0.013033175355450236,0.013033175355450236
1,0.0,0.0,0,0,502,4,0.0,0.0,0,0,110,0,0.0,0.0,0,0,110,0,0.0,0.0,0,0,506,0,0.0,0.0,0,0,2,0,0.013356562137049941,11,0.012304250559284116,0.55,2,0.0024154589371980675,0.0011750881316098707,23,0.013356562137049941,0.013356562137049941
2,0.0,0.0,0,0,505,1,0.0,0.0,0,0,210,0,0.0,0.0,0,0,209,1,0.0,0.0,0,0,506,0,0.0,0.0,0,0,0,0,0.013973268529769137,15,0.015136226034308779,0.6,1,0.0015267175572519084,0.0006169031462060457,23,0.013973268529769137,0.013973268529769137
3,0.0,0.0,0,0,418,2,0.0,0.0,0,0,132,0,0.0,0.0,0,0,131,1,0.0,0.0,0,0,419,1,0.0,0.0,0,0,2,0,0.01293103448275862,12,0.011310084825636193,0.46153846153846156,2,0.003552397868561279,0.0012515644555694619,21,0.01293103448275862,0.01293103448275862
4,0.0,0.0,0,0,2430,20,0.0,0.0,0,0,272,0,0.0,0.0,0,0,269,3,0.0,0.0,0,0,2435,15,0.0,0.0,0,0,419,1,0.016886187098953058,17,0.015625,0.5862068965517241,21,0.011211959423384944,0.007162346521145975,50,0.016886187098953058,0.016886187098953058
5,0.0,0.0,0,0,2529,21,0.0,0.0,0,0,272,0,0.0,0.0,0,0,269,3,0.0,0.0,0,0,2534,16,0.0,0.0,0,0,72,0,0.01637239165329053,17,0.008686765457332652,0.5483870967741935,9,0.007772020725388601,0.0029182879377431907,51,0.01637239165329053,0.01637239165329053
6,0.0,0.0,0,0,3079,1,0.0,0.0,0,0,342,0,0.0,0.0,0,0,342,0,0.0,0.0,0,0,3079,1,0.0,0.0,0,0,210,0,0.015313098167897183,19,0.009332023575638507,0.5277777777777778,15,0.009253547193090685,0.004142502071251036,56,0.015313098167897183,0.015313098167897183
7,0.0,0.0,0,1,2946,23,0.0,0.0,0,0,342,0,0.0,0.0,0,0,335,7,0.0,0.0,0,0,2955,15,0.0,0.0,0,0,30,0,0.014773032500671501,19,0.007563694267515924,0.5135135135135135,6,0.00495458298926507,0.0016277807921866521,55,0.014773032500671501,0.014773032500671501
8,0.0,0.0,0,1,3639,20,0.0,0.0,0,0,506,0,0.0,0.0,0,0,498,8,0.0,0.0,0,0,3649,11,0.0,0.0,0,0,30,0,0.016517736257785,23,0.008421823507872574,0.5476190476190477,6,0.006237006237006237,0.0016433853738701725,61,0.016517736257785,0.016517736257785
9,0.0,0.0,0,0,2842,20,0.0,0.0,0,0,342,0,0.0,0.0,0,0,336,6,0.0,0.0,0,0,2850,12,0.0,0.0,0,0,2,0,0.014614343707713126,19,0.00662020905923345,0.4523809523809524,2,0.0024242424242424242,0.0005474952094169176,54,0.014614343707713126,0.014614343707713126
10,0.0,0.0,0,0,3418,4,0.0,0.0,0,0,506,0,0.0,0.0,0,0,505,1,0.0,0.0,0,0,3420,2,0.0,0.0,0,0,20,0,0.015898679601185663,23,0.007833787465940054,0.5609756097560976,5,0.0064516129032258064,0.0013623978201634877,59,0.015898679601185663,0.015898679601185663
