model_type,lr,feature_dim,hidden_dim,num_layers,dropout,batch_size,trained_epochs,predictor_type,train_loss,valid_loss,test_loss,train_aucroc,valid_aucroc,test_aucroc,train_precision,valid_precision,test_precision,train_recall,valid_recall,test_recall,train_f1,valid_f1,test_f1
GCN_binary_lr0.001,0.01,64,32,3,0.2,32,180,MLP,0.6734042446618962,0.6750764165605817,0.6861882408459982,0.594144241595647,0.5931927935203379,0.5439769976631278,0.6017611645251145,0.6194690265486725,0.5490483162518301,0.49644180874722016,0.47032474804031354,0.36162005785920925,0.5440513424590763,0.5346912794398472,0.436046511627907
GCN_binary_lr0.001,0.01,64,32,1,0.3,32,249,MLP,0.7170356850700356,0.7388356689895902,0.7491022149721781,0.5722426518064337,0.6029426333220056,0.5110878219476291,0.5631100358721949,0.5838068181818182,0.5128205128205128,0.5003706449221645,0.46024636058230683,0.44358727097396333,0.5298897044392982,0.514715090795241,0.4756980351602896
GCN_binary_lr0.001,0.01,64,32,2,0.3,32,86,MLP,0.6752245412053655,0.6663736190114703,0.6860612269603845,0.5883112109510875,0.586297681732625,0.5308070997025207,0.6095423563777994,0.6017857142857143,0.5610328638497653,0.41764269829503337,0.37737961926091823,0.2304725168756027,0.495667091892843,0.4638678596008259,0.3267259056732741
GCN_binary_lr0.001,0.01,64,32,3,0.3,32,124,MLP,0.6802473593662135,0.6765667710985456,0.6827460581606085,0.5714586869663221,0.6000891593067395,0.5498159236503934,0.5867284242366954,0.6105398457583547,0.5522388059701493,0.46011860637509266,0.5319148936170213,0.46383799421407906,0.5157671693880095,0.5685218432076601,0.5041928721174004
GCN_binary_lr0.001,0.01,64,64,1,0,32,58,MLP,0.6979853854783903,0.6886433639696666,0.7049160238468286,0.5662483040728079,0.6014622878704469,0.5489334358717798,0.5428211586901763,0.5590230664857531,0.5255623721881391,0.5750926612305411,0.46136618141097424,0.4956605593056895,0.5584911093513786,0.505521472392638,0.5101736972704715
GCN_binary_lr0.001,0.01,64,64,2,0,32,226,MLP,0.6677078454274137,0.7508394356284823,0.7817069743618821,0.607047570036504,0.5926516930863289,0.5437496338466145,0.6133226645329066,0.5825958702064897,0.5490196078431373,0.45455893254262414,0.4423292273236282,0.2700096432015429,0.5221389645776566,0.5028644175684277,0.36199095022624433
GCN_binary_lr0.001,0.01,64,64,3,0,32,228,MLP,0.6322109393457666,0.7018896618059703,0.8367677475466873,0.6660768732405358,0.622305627068314,0.5417461355125543,0.578018018018018,0.5516154452324665,0.5024526979677646,0.8323202372127502,0.7838745800671892,0.6914175506268081,0.6822421388424731,0.6475485661424607,0.5819805194805194
GCN_binary_lr0.001,0.01,64,64,1,0.1,32,15,MLP,0.7426228987944634,0.6833243604217257,0.7165513435999552,0.5115210866462871,0.5978300806697358,0.5084264099113885,0.5112136933698272,0.566003616636528,0.5104659014179609,0.9276501111934766,0.7010078387458006,0.7290260366441659,0.6591693223419105,0.6263131565782891,0.6004765687053217
GCN_binary_lr0.001,0.01,64,64,2,0.1,32,172,MLP,0.6654364785170668,0.6603769872869764,0.6845235860708988,0.6068346401612045,0.6081103619165614,0.5495992538375198,0.6105969021533811,0.6180981595092024,0.5684803001876173,0.4792438843587843,0.45128779395296753,0.29218900675024106,0.5370047346125093,0.5216828478964401,0.38598726114649684
GCN_binary_lr0.001,0.01,64,64,3,0.1,32,75,MLP,0.6590679321808838,0.7248687616416386,0.761189908692331,0.6256032445305834,0.5961911043841048,0.5376917132630752,0.5927973911810577,0.5979381443298969,0.536697247706422,0.6198665678280207,0.5195968645016797,0.4513018322082932,0.606029859399913,0.5560215698022768,0.4903090623363017
