dataset,decay_factor,alpha,beta,mean_precision,std_precision,mode_precision,min_precision,max_precision,mean_recall,std_recall,mode_recall,min_recall,max_recall,mean_f1,std_f1,mode_f1,min_f1,max_f1
networkaragon,0,0,0.1,0.04130170086448351,0.031166954788508828,0.0,0.0,0.15037593984962405,0.007892219122254822,0.007838382917046038,0.0,0.0,0.06546644844517185,0.013047104745498458,0.011937567210239588,0.0,0.0,0.09122006841505131
networkaragon,0,0,0.25,0.04452001655891872,0.033730575707041424,0.0,0.0,0.16666666666666666,0.008551086169927955,0.008461056071897467,0.0,0.0,0.061046511627906974,0.014130924819442161,0.012931982925654815,0.0,0.0,0.08936170212765956
networkaragon,0,0,0.5,0.04602737776030803,0.0340133676399866,0.0,0.0,0.14634146341463414,0.008706810699934429,0.008458927025064391,0.0,0.0,0.062193126022913256,0.014418002241128805,0.01286077443798051,0.0,0.0,0.08665906499429873
networkaragon,0,0,0.75,0.05419205925962227,0.0347987124174675,0.0,0.0,0.15555555555555556,0.010174058674868038,0.008601862649840458,0.0,0.0,0.054009819967266774,0.01688436720865545,0.013160240296158403,0.0,0.0,0.07659574468085106
networkaragon,0,0,1.0,0.058972272992284344,0.03976331371385235,0.0,0.0,0.2631578947368421,0.010990232218299359,0.00915674730063363,0.0,0.0,0.062193126022913256,0.0182685862771209,0.014233725011072404,0.0,0.0,0.08665906499429873
networkaragon,0,0,2.0,0.10782591350706398,0.0572251741366601,0.0,0.0,0.3157894736842105,0.019362981264157215,0.011859485773072899,0.0,0.0,0.078125,0.03244844808749398,0.01877232439903839,0.0,0.0,0.125
networkaragon,0,0,3.0,0.18046915622401632,0.0715336981050569,0.25,0.045454545454545456,0.4375,0.031217259226633855,0.01343685055043154,0.041666666666666664,0.005917159763313609,0.08695652173913043,0.0526403817839423,0.021484510044190105,0.049586776859504134,0.010471204188481674,0.14035087719298245
networkaragon,0,0,5.0,0.23401813499268545,0.08978608914247563,0.16666666666666666,0.08653846153846154,0.7142857142857143,0.040074960137579246,0.015286414124372977,0.029850746268656716,0.008849557522123894,0.109375,0.0677036424991279,0.02475649370699758,0.0625,0.016551724137931035,0.175
networkaragon,0,0.1,0,0.04286498155534332,0.03497958118186277,0.0,0.0,0.15384615384615385,0.00824246622316547,0.00857955953579286,0.0,0.0,0.06546644844517185,0.013608897567076433,0.013168138614996197,0.0,0.0,0.09122006841505131
networkaragon,0,0.1,0.1,0.0419510991917581,0.03329704032485516,0.0,0.0,0.16574585635359115,0.008046254428103746,0.008006078191687718,0.0,0.0,0.06912442396313365,0.013320929986548128,0.012397172325279112,0.0,0.0,0.0975609756097561
networkaragon,0,0.1,0.25,0.044296675058194394,0.03380010961038139,0.0,0.0,0.15384615384615385,0.008479783361939656,0.008133052253889245,0.0,0.0,0.05991735537190083,0.014030228896572195,0.012568708875784769,0.0,0.0,0.0838150289017341
networkaragon,0,0.1,0.5,0.04758272512441705,0.036290576688313224,0.0,0.0,0.17293233082706766,0.008846932910526375,0.008466186410135084,0.0,0.0,0.07528641571194762,0.014689829476745863,0.012958746055297784,0.0,0.0,0.10490307867730901
networkaragon,0,0.1,0.75,0.05223838470221004,0.0372306594383605,0.0,0.0,0.25,0.009762010693974746,0.008663361689133089,0.0,0.0,0.06682027649769585,0.016206615572741594,0.013391835746024528,0.0,0.0,0.09430894308943089
networkaragon,0,0.1,1.0,0.06385970068639889,0.041543928175138384,0.0,0.0,0.2857142857142857,0.01176601801189181,0.009262119248336587,0.0,0.0,0.06611570247933884,0.01957174213951384,0.014337469823366143,0.0,0.0,0.09248554913294797
networkaragon,0,0.1,2.0,0.11997206803042619,0.054539321051961985,0.14285714285714285,0.0,0.3333333333333333,0.021374853502057218,0.011769905322806572,0.01282051282051282,0.0,0.07201309328968904,0.03583964309077343,0.01845872995794112,0.018779342723004695,0.0,0.10344827586206896
networkaragon,0,0.1,3.0,0.18333563458598143,0.06929958974246228,0.25,0.058823529411764705,0.42857142857142855,0.0316628226973306,0.0129055167728936,0.02127659574468085,0.00819672131147541,0.09375,0.0534095178431408,0.020676933478370067,0.04444444444444444,0.014447884416924664,0.15
networkaragon,0,0.1,5.0,0.233013580780167,0.0873263041470173,0.25,0.06722689075630252,0.7142857142857143,0.039978211937979624,0.015388208413266144,0.030303030303030304,0.011799410029498525,0.109375,0.06751430684567548,0.024773024703814116,0.0975609756097561,0.02197802197802198,0.175
