dataset,decay_factor,alpha,beta,mean_precision,std_precision,mode_precision,min_precision,max_precision,mean_recall,std_recall,mode_recall,min_recall,max_recall,mean_f1,std_f1,mode_f1,min_f1,max_f1
networkcentra,0,0,0.1,0.06266991579194725,0.05349787357544238,0.0,0.0,0.3230769230769231,0.016686810591778005,0.017622834013658398,0.0,0.0,0.16342412451361868,0.025748104804200322,0.025145918084663585,0.0,0.0,0.21705426356589147
networkcentra,0,0,0.25,0.06666231986235775,0.05398903580125053,0.0,0.0,0.3157894736842105,0.01843207783348098,0.018430600744789083,0.0,0.0,0.15369649805447472,0.028272504152408572,0.026373761723613755,0.0,0.0,0.20413436692506462
networkcentra,0,0,0.5,0.07477273361875998,0.056112630081259426,0.0,0.0,0.28076923076923077,0.020269228401957322,0.0191086601497429,0.0,0.0,0.14202334630350194,0.031230518788338008,0.02739184174925011,0.0,0.0,0.18863049095607234
networkcentra,0,0,0.75,0.09084122521520786,0.05991516994706342,0.0,0.0,0.2823529411764706,0.024311752707663357,0.020378402873768492,0.0,0.0,0.14007782101167315,0.037562490683183104,0.029486439058045502,0.0,0.0,0.18604651162790697
networkcentra,0,0,1.0,0.0992452712794294,0.06602098758277707,0.0,0.0,0.38823529411764707,0.026538619513331,0.022090179941974347,0.0,0.0,0.1546692607003891,0.041046047053130114,0.03186406581842681,0.0,0.0,0.2054263565891473
networkcentra,0,0,2.0,0.18259291057486995,0.10639139679682157,0.0,0.0,0.6363636363636364,0.04856737010398434,0.03601499355419611,0.0,0.0,0.25925925925925924,0.07540687661883763,0.05279926618707329,0.0,0.0,0.368421052631579
networkcentra,0,0,3.0,0.2608484915817011,0.12717849813919724,0.1875,0.0,0.6111111111111112,0.06730791212388747,0.040910388240492285,0.05263157894736842,0.0,0.23214285714285715,0.1051641383873166,0.060399627921341646,0.06896551724137931,0.0,0.30952380952380953
networkcentra,0,0,5.0,0.3319124464933882,0.15129105347662453,0.5,0.0,0.8181818181818182,0.0845000958209608,0.04867734736256783,0.07692307692307693,0.0,0.3333333333333333,0.13225097289602794,0.07166836991758581,0.0,0.0,0.4736842105263157
networkcentra,0,0.1,0,0.06295837653877376,0.052708923205337245,0.0,0.0,0.3076923076923077,0.01727320903710017,0.01834900784066664,0.0,0.0,0.14980544747081712,0.026512859032396124,0.026151102370145247,0.0,0.0,0.19896640826873388
networkcentra,0,0.1,0.1,0.06567032350012332,0.052046061272773746,0.0,0.0,0.3384615384615385,0.018044332038798173,0.01842198791147704,0.0,0.0,0.17120622568093385,0.027679292748597033,0.025957519081459223,0.0,0.0,0.227390180878553
networkcentra,0,0.1,0.25,0.0686081537446659,0.05778330275911859,0.0,0.0,0.391304347826087,0.01868488140395351,0.020325186451921298,0.0,0.0,0.16363636363636364,0.02870474418590498,0.028944186494533227,0.0,0.0,0.23076923076923078
networkcentra,0,0.1,0.5,0.07849260279196119,0.05493725512186696,0.0,0.0,0.3411764705882353,0.020638463478576917,0.01776427565494475,0.0,0.0,0.14105058365758755,0.031938024780728116,0.02550897551948746,0.0,0.0,0.18733850129198965
networkcentra,0,0.1,0.75,0.09891475021411394,0.0655059281237075,0.0,0.0,0.3333333333333333,0.02657217573373483,0.02234033042013831,0.0,0.0,0.1566147859922179,0.04101480624791446,0.0319951346499481,0.0,0.0,0.20801033591731266
