model_type,lr,feature_dim,hidden_dim,num_layers,dropout,batch_size,trained_epochs,predictor_type,train_loss,valid_loss,test_loss,train_aucroc,valid_aucroc,test_aucroc,train_precision,valid_precision,test_precision,train_recall,valid_recall,test_recall,train_f1,valid_f1,test_f1
GCN_binary_lr0.001,0.001,64,64,2,0.2,32,14,MLP,0.6352636976547151,0.6450657099485397,0.6948149168130123,0.684838704891359,0.6669692983501139,0.5716567987360617,0.6380922199334496,0.6243961352657005,0.5493612078977933,0.5970348406226834,0.5789473684210527,0.4561234329797493,0.6168811274509803,0.600813480534573,0.49841938883034775
GCN_binary_lr0.001,0.001,64,64,3,0.2,32,16,MLP,0.6237405933686907,0.650622369987624,0.7270591412529801,0.6998602072424402,0.6578439498952284,0.5461027796040243,0.6299752562743018,0.6158463385354142,0.5309090909090909,0.6605633802816901,0.574468085106383,0.4223722275795564,0.6449068210602497,0.5944380069524913,0.47046186895810954
GCN_binary_lr0.001,0.001,64,64,1,0.3,32,129,MLP,0.5717358821517483,0.7416663872344154,0.8220620263706554,0.7612733727478993,0.6388897597213113,0.5921130328287314,0.6643375436710561,0.582741116751269,0.5416248746238717,0.7329873980726465,0.6427771556550952,0.5207328833172613,0.6969761048847537,0.6112886048988285,0.5309734513274337
GCN_binary_lr0.001,0.001,64,64,2,0.3,32,211,MLP,0.555491850839407,0.7249542645045689,0.9635300654353518,0.7781624199569075,0.6604535211656168,0.5583088223670201,0.6828581243558914,0.6080760095011877,0.5257352941176471,0.736767976278725,0.5733482642777156,0.4136933461909354,0.7087894455339633,0.5902017291066283,0.46303291958985426
GCN_binary_lr0.001,0.001,64,64,3,0.3,32,234,MLP,0.5422153907576444,0.7578690328768322,0.8601895462382924,0.7911045740715605,0.6785424522445949,0.6114691794165538,0.7100999394306481,0.6267379679144385,0.6071019473081328,0.6952557449962935,0.6562150055991042,0.5110896817743491,0.7025994456513597,0.6411378555798687,0.5549738219895288
GCN_binary_lr0.001,0.001,64,128,1,0,32,91,MLP,0.5359981345692517,0.7353383004665375,0.8706568949150316,0.7952636332214348,0.6763291445597148,0.5946489065613756,0.6893703452945159,0.6073619631901841,0.5527065527065527,0.7547813194959229,0.6651735722284434,0.5612343297974928,0.7205944798301486,0.6349545697487974,0.5569377990430622
GCN_binary_lr0.001,0.001,64,128,2,0,32,43,MLP,0.5615165598372712,0.6810293846896717,0.7968595316915801,0.7731246987994841,0.6842004943262829,0.5966603091589957,0.671391837542032,0.6393063583815028,0.5637663885578069,0.7548554484803558,0.6192609182530795,0.4561234329797493,0.7106815088809016,0.6291240045506257,0.5042643923240938
GCN_binary_lr0.001,0.001,64,128,3,0,32,176,MLP,0.49428931062255427,0.910652332007885,1.0709185500939686,0.8322314775077055,0.6689167583130708,0.594807456789251,0.7426263524529421,0.6684073107049608,0.6060606060606061,0.7428465530022239,0.5733482642777156,0.3857280617164899,0.7427364364067596,0.6172393007836046,0.4714201532115498
GCN_binary_lr0.001,0.001,64,128,1,0.1,32,17,MLP,0.6122238461228343,0.6526121433292117,0.7090933882828915,0.7171158110145011,0.6580972576302685,0.6114570905428741,0.6521156138259833,0.6114421930870083,0.5891141942369263,0.6489251297257228,0.574468085106383,0.532304725168756,0.6505164598350301,0.5923787528868361,0.5592705167173252
GCN_binary_lr0.001,0.001,64,128,2,0.1,32,176,MLP,0.5015172611268776,0.8836183611835752,1.1427195144422126,0.825652738953325,0.6711915119336784,0.5652199384583338,0.7233026749982447,0.6498708010335917,0.5723114956736712,0.7636767976278726,0.5632698768197089,0.446480231436837,0.742941621894494,0.6034793041391722,0.5016251354279523
GCN_binary_lr0.001,0.001,64,128,3,0.1,32,65,MLP,0.5529206392677475,0.7352734059095383,0.863921557412003,0.7815056508925975,0.668739944498018,0.5862211017799472,0.6682143305308069,0.5968841285296982,0.54510556621881,0.7894736842105263,0.6864501679731243,0.5477338476374156,0.723800462144896,0.6385416666666667,0.5464165464165465
GCN_binary_lr0.001,0.001,64,128,1,0.2,32,188,MLP,0.49199815610008785,0.9062311798334122,1.1981328211047433,0.8332343728792324,0.6729007121458551,0.5522983273648394,0.7374936284861283,0.6558363417569194,0.5455555555555556,0.7507783543365456,0.6103023516237402,0.4734811957569913,0.7440766998493921,0.6322505800464037,0.5069695405265875
GCN_binary_lr0.001,0.001,64,128,2,0.2,32,70,MLP,0.546582582190421,0.8506622846637454,1.0463107905604623,0.7883434177693055,0.6559240779034146,0.5646192144277917,0.709665086404649,0.6424090338770388,0.591776798825257,0.6879911045218681,0.5733482642777156,0.38862102217936356,0.6986600421559771,0.6059171597633136,0.4691501746216531
GCN_binary_lr0.001,0.001,64,128,3,0.2,32,125,MLP,0.529302514701093,0.8231143738542285,0.9893596280704845,0.8061440976238612,0.6831433734320314,0.5818319107208781,0.6854941416199695,0.5887681159420289,0.5412044374009509,0.7979985174203114,0.7278835386338186,0.6586306653809064,0.7374803041720902,0.6509764646970456,0.5941713788603741
GCN_binary_lr0.001,0.001,64,128,1,0.3,32,249,MLP,0.478758282818218,0.9549250283411571,1.2962087139938816,0.8418325959816486,0.6646280827990254,0.5731665130759767,0.7218380103737199,0.6270207852193995,0.5716019417475728,0.8046701260192736,0.6080627099664053,0.4541947926711668,0.7610067302299495,0.6173962478681069,0.5061794734013971
GCN_binary_lr0.001,0.001,64,128,2,0.3,32,196,MLP,0.5077370160493241,0.856170790536063,1.1434440377986792,0.8228546692742779,0.6673793559211936,0.5685462385469545,0.6924371843631149,0.5912961210974456,0.54510556621881,0.8232765011119347,0.6998880179171333,0.5477338476374156,0.7522096921670223,0.6410256410256411,0.5464165464165465
GCN_binary_lr0.001,0.001,64,128,3,0.3,32,100,MLP,0.5287209812075041,0.7657848415630204,0.961314963571953,0.8044633918763645,0.6860702063705643,0.580999638263703,0.6954718747909839,0.6197183098591549,0.5596244131455399,0.7707931801334321,0.6405375139977604,0.5747348119575699,0.7311979184979431,0.6299559471365639,0.5670789724072313
GCN_binary_lr0.001,0.0001,64,16,1,0,32,239,MLP,0.641889911197938,0.6723349392414093,0.7067871689796448,0.6702525303590887,0.613794737970704,0.5475450752253412,0.6126691781777591,0.5871559633027523,0.5357852882703777,0.6510007412898443,0.5733482642777156,0.5197685631629702,0.6312535940195515,0.5801699716713881,0.5276554087126775
GCN_binary_lr0.001,0.0001,64,16,2,0,32,233,MLP,0.6413734656233359,0.6642337547881263,0.7139289586833029,0.6731569275981275,0.6358801628693497,0.5691088361297378,0.6184588209317731,0.6187845303867403,0.5513905683192262,0.6229058561897702,0.5016797312430011,0.43972999035679844,0.6206743730841674,0.5541125541125541,0.4892703862660944
GCN_binary_lr0.001,0.0001,64,16,3,0,32,221,MLP,0.6460901254796869,0.6702719692673001,0.7168620617100687,0.6632804960542389,0.6277617753611829,0.5512303218709113,0.6017898574743122,0.5844421699078812,0.531496062992126,0.6729429206819867,0.6394176931690929,0.5207328833172613,0.6353805774278215,0.6106951871657754,0.5260594252313687
GCN_binary_lr0.001,0.0001,64,16,1,0.1,32,234,MLP,0.6399856952341247,0.6623123203005109,0.6962424823732087,0.6745260196032423,0.6373811992992655,0.5838600517589776,0.6107400480897676,0.5953947368421053,0.5476429287863591,0.6778354336545589,0.6080627099664053,0.5265188042430087,0.642540931768674,0.6016620498614959,0.5368731563421829
GCN_binary_lr0.001,0.0001,64,16,2,0.1,32,177,MLP,0.646916314606418,0.6779067537614277,0.7007283658692331,0.6619340026739188,0.6137358000323532,0.5766783308799119,0.6125544376032437,0.6153846153846154,0.5752212389380531,0.6047442550037064,0.4748040313549832,0.43876567020250723,0.6086242912563414,0.5360303413400759,0.49781181619256015
GCN_binary_lr0.001,0.0001,64,16,3,0.1,32,95,MLP,0.6526716867046899,0.6719678789377213,0.6925930742061499,0.6490044460905341,0.6126636311538418,0.5604504128350362,0.589253967208797,0.576536312849162,0.5428840716305372,0.6633802816901408,0.5778275475923852,0.5554484088717454,0.6241238623286954,0.5771812080536913,0.5490943755958055
GCN_binary_lr0.001,0.0001,64,16,1,0.2,32,221,MLP,0.6399354735539423,0.6581169196537563,0.6917076815258373,0.6746699062150203,0.6331527157222594,0.5862815461483454,0.6142107105355268,0.5831485587583148,0.5671140939597316,0.650407709414381,0.5890257558790594,0.4889103182256509,0.6317911791179118,0.5860724233983287,0.525116519937856
GCN_binary_lr0.001,0.0001,64,16,2,0.2,32,184,MLP,0.6422151147048055,0.6630868762731552,0.6928158763683203,0.668259081624859,0.6289004061701752,0.5708775313404051,0.6080016583747927,0.5871446229913473,0.5466666666666666,0.6522609340252039,0.5319148936170213,0.5139826422372228,0.629354123453258,0.5581668625146886,0.5298210735586482
GCN_binary_lr0.001,0.0001,64,16,3,0.2,32,241,MLP,0.6464321906391478,0.6884278846638543,0.7238315614787015,0.663355336654942,0.6077905922510405,0.5424882063738121,0.6102989308313332,0.5924050632911393,0.5272145144076841,0.6220163083765753,0.5240761478163494,0.476374156219865,0.6161019126987041,0.5561497326203209,0.5005065856129686
GCN_binary_lr0.001,0.0001,64,16,1,0.3,32,231,MLP,0.6420569578759479,0.6628624690430505,0.7090719053239534,0.6687804875368241,0.6288765801950971,0.5304355993152118,0.6090523534728499,0.5838852097130243,0.5144076840981857,0.6493699036323203,0.5923852183650616,0.4648023143683703,0.6285652782262404,0.5881045025013897,0.48834853090172237
GCN_binary_lr0.001,0.0001,64,16,2,0.3,32,2,MLP,0.6821776007024033,0.6806909825120654,0.6980926647330775,0.5834255723565379,0.5859797930651365,0.5341757108490202,0.5522748375116063,0.5818965517241379,0.5025773195876289,0.6613787991104522,0.6047032474804032,0.5641272902603665,0.6019227525721033,0.5930807248764415,0.5315765561108587
GCN_binary_lr0.001,0.0001,64,16,3,0.3,32,218,MLP,0.642117368030887,0.6722829278026309,0.7376759675416079,0.6692934584605679,0.6250255502232744,0.533044006289934,0.6066621346023113,0.5873893805309734,0.5139484978540773,0.661527057079318,0.5946248600223965,0.46190935390549664,0.6329078014184397,0.5909849749582637,0.4865413915693245
GCN_binary_lr0.001,0.0001,64,32,1,0,32,135,MLP,0.6311732441610635,0.6784285115344184,0.6801829500631853,0.6875835462229113,0.6298095552192053,0.6100389726689165,0.6280709405436836,0.5831533477321814,0.5573419078242229,0.6405485544848035,0.6047032474804032,0.5014464802314368,0.6342483852025836,0.5937328202308961,0.5279187817258884
GCN_binary_lr0.001,0.0001,64,32,2,0,32,245,MLP,0.625111252669757,0.6544075501816613,0.7020883758862814,0.6968636295946644,0.6590615826215845,0.5892828415176558,0.6265703093340538,0.6222707423580786,0.566468253968254,0.6876945885841363,0.6382978723404256,0.5506268081002893,0.6557110545660164,0.6301824212271974,0.5584352078239608
GCN_binary_lr0.001,0.0001,64,32,3,0,32,8,MLP,0.6720047341703803,0.6696523576974869,0.6824200496529088,0.6131431486189973,0.6130724347262333,0.5709305364019235,0.564044407305718,0.5777310924369747,0.5524534686971235,0.7005189028910304,0.6159014557670772,0.6297010607521697,0.6249173389763258,0.5962059620596206,0.5885534024335286
GCN_binary_lr0.001,0.0001,64,32,1,0.1,32,217,MLP,0.6223041413448999,0.6860372338976178,0.755370473319834,0.7019216276944567,0.6376056650644744,0.5535318574368426,0.6312056737588653,0.602996254681648,0.5460358056265985,0.6729429206819867,0.5408734602463606,0.4117647058823529,0.6514064293915041,0.5702479338842975,0.46948873007146785
GCN_binary_lr0.001,0.0001,64,32,2,0.1,32,236,MLP,0.625887489467153,0.687477171421051,0.7251228229566054,0.6970452208785467,0.6243772329014143,0.5546263654615299,0.6337747401395415,0.5977443609022557,0.5156431054461182,0.6598962194217939,0.5341545352743561,0.42912246865959497,0.6465717606042998,0.5641632170313424,0.46842105263157896
GCN_binary_lr0.001,0.0001,64,32,3,0.1,32,236,MLP,0.623372792809213,0.6765776191438947,0.7071402361898711,0.6999643340123454,0.6335025813562999,0.5911989279958787,0.6229518940883471,0.5972073039742213,0.5621181262729125,0.7045959970348407,0.6226203807390818,0.532304725168756,0.6612633922359816,0.6096491228070176,0.5468053491827637
GCN_binary_lr0.001,0.0001,64,32,1,0.2,32,249,MLP,0.6210191742433191,0.6901150792837143,0.7245238278851365,0.7037607656001947,0.6327903101013357,0.5898989091186374,0.6177321922980116,0.589041095890411,0.5339321357285429,0.7277242401779096,0.5778275475923852,0.5159112825458052,0.6682322510380505,0.5833804409270774,0.5247670426679745
GCN_binary_lr0.001,0.0001,64,32,2,0.2,32,137,MLP,0.6311708375882198,0.6789118754012244,0.7099863814585137,0.6890631255835116,0.6187417627961163,0.5773274104051725,0.6192330938150561,0.5836216839677048,0.5491024287222809,0.6835433654558932,0.5666293393057111,0.5014464802314368,0.6498009231528135,0.575,0.5241935483870968
GCN_binary_lr0.001,0.0001,64,32,3,0.2,32,246,MLP,0.6179577364317049,0.679994027529444,0.7294366883509087,0.7091285255915345,0.6420924723712739,0.573088865310419,0.6453652730248475,0.619500594530321,0.5491266375545851,0.6430689399555226,0.5834266517357223,0.485053037608486,0.6442150601514927,0.6009227220299884,0.51510496671787
GCN_binary_lr0.001,0.0001,64,32,1,0.3,32,170,MLP,0.6308133891690964,0.6873925264392581,0.7209537860118982,0.6880681678930828,0.6287386403393822,0.5676511969379813,0.6266990985834884,0.6122177954847278,0.5463087248322148,0.6493699036323203,0.5162374020156775,0.39247830279652846,0.6378331148973351,0.560145808019441,0.4567901234567901
GCN_binary_lr0.001,0.0001,64,32,2,0.3,32,243,MLP,0.6194808862714971,0.6892893250499453,0.7413775397069526,0.7057078631125052,0.6276012635290784,0.5591782913585942,0.6221447928765002,0.5820568927789934,0.5320197044334976,0.7147516679021497,0.5957446808510638,0.5207328833172613,0.6652407892921208,0.5888212506917543,0.5263157894736842
GCN_binary_lr0.001,0.0001,64,32,3,0.3,32,249,MLP,0.6259572854468608,0.6832107497113091,0.7111432678771742,0.695801823935694,0.6317557611834738,0.5924059555371226,0.6184941237246545,0.5982905982905983,0.5689851767388826,0.7100074128984433,0.5487122060470325,0.4811957569913211,0.6610988404196576,0.572429906542056,0.5214211076280042
GCN_binary_lr0.001,0.0001,64,64,1,0,32,169,MLP,0.6041918122584786,0.7020006115947451,0.75293788765416,0.7257554479857963,0.6141157616349133,0.5516246051355395,0.6485124256212811,0.5774111675126904,0.5294117647058824,0.6867309117865086,0.509518477043673,0.4513018322082932,0.667074707470747,0.5413444378346223,0.4872462259239979
GCN_binary_lr0.001,0.0001,64,64,2,0,32,241,MLP,0.5913882724128628,0.7157125834907804,0.7416408549655568,0.7439301055445073,0.6185649489810634,0.5902336779282273,0.6577397260273973,0.5846153846153846,0.5717171717171717,0.7118606375092661,0.6382978723404256,0.5458052073288332,0.6837308650765397,0.6102783725910065,0.5584607794770597
GCN_binary_lr0.001,0.0001,64,64,3,0,32,114,MLP,0.6199415550342103,0.6608636400529316,0.7006913197763038,0.7103650728843429,0.6468551593895033,0.6074547434415535,0.6283419023136246,0.6060267857142857,0.5913410770855333,0.724759080800593,0.6080627099664053,0.5400192864030858,0.6731153184165233,0.607043040804919,0.5645161290322581
GCN_binary_lr0.001,0.0001,64,64,1,0.1,32,156,MLP,0.6056607371257945,0.6604416455541339,0.7184184301983226,0.7248405567421933,0.6591694265087799,0.5985694212870187,0.6443103214431032,0.6099447513812155,0.5529411764705883,0.7042994810971089,0.6181410974244121,0.5438765670202508,0.6729706757331066,0.6140155728587319,0.5483714146815751
GCN_binary_lr0.001,0.0001,64,64,2,0.1,32,233,MLP,0.5985029152289951,0.7004079989024571,0.7704988844466932,0.7366990126942452,0.6575354662179023,0.5698174301100367,0.6692125563278087,0.646978021978022,0.5609418282548476,0.649518161601186,0.5274356103023516,0.390549662487946,0.659218297408118,0.581122763726095,0.4604889141557703
GCN_binary_lr0.001,0.0001,64,64,3,0.1,32,41,MLP,0.6414144551160776,0.6572644284793309,0.6869483969428323,0.6723559636465746,0.6350086337809691,0.5776352117273233,0.6081887201735358,0.5916473317865429,0.5535224153705398,0.6650852483320978,0.5711086226203808,0.583413693346191,0.6353657672969336,0.5811965811965812,0.568075117370892
GCN_binary_lr0.001,0.0001,64,64,1,0.2,32,218,MLP,0.5967271538777938,0.6713036320039204,0.7198758938095786,0.735789251132404,0.6465228497370992,0.5922683283598468,0.6545429401189323,0.6061643835616438,0.5712616822429907,0.701704966641957,0.5946248600223965,0.47155255544840885,0.6773039496279336,0.6003391746749576,0.5166402535657686
GCN_binary_lr0.001,0.0001,64,64,2,0.2,32,199,MLP,0.6003053603932191,0.6742401378495353,0.7143402930462,0.7329071969957155,0.6552632205946713,0.6131290747641043,0.6490503715937241,0.6104033970276008,0.5960264900662252,0.6991845811712379,0.6438969764837627,0.5207328833172613,0.673185354364428,0.6267029972752044,0.5558414822439527
GCN_binary_lr0.001,0.0001,64,64,3,0.2,32,212,MLP,0.5968167825968345,0.679579611335482,0.7540376041874741,0.7374855574867801,0.6487430544147651,0.573560331383925,0.65177726719827,0.6121546961325967,0.5613839285714286,0.7149740548554485,0.620380739081747,0.485053037608486,0.681914592760181,0.6162402669632926,0.520434557682359
GCN_binary_lr0.001,0.0001,64,64,1,0.3,32,203,MLP,0.5995574223839841,0.6876903751066753,0.7635049332271923,0.7330204703701119,0.6388283137855837,0.5677269848768189,0.6606826241134752,0.6056910569105691,0.5631868131868132,0.6629355077835434,0.5005599104143337,0.39537126325940214,0.6618071486716495,0.5481299816063765,0.46458923512747874
GCN_binary_lr0.001,0.0001,64,64,2,0.3,32,216,MLP,0.595300609819697,0.7129478326865605,0.8222261721437628,0.7364697348776048,0.6459334703535901,0.5630467309360787,0.6495996770503936,0.6087990487514863,0.5502890173410404,0.7157153446997776,0.5733482642777156,0.45901639344262296,0.6810566783056466,0.5905420991926182,0.5005257623554153
GCN_binary_lr0.001,0.0001,64,64,3,0.3,32,207,MLP,0.595849419657088,0.6837814322539738,0.7491232265125621,0.7385865542441179,0.6441741101938807,0.5874025567037919,0.6413652572592969,0.6062639821029083,0.5647840531561462,0.7466271312083025,0.606942889137738,0.4918032786885246,0.6900047955059259,0.6066032456631225,0.5257731958762887
GCN_binary_lr0.001,0.0001,64,128,1,0,32,169,MLP,0.5732582050124051,0.6850122788122722,0.7597716848055521,0.7647566107502963,0.6581875455358274,0.5798790926649364,0.6804313892436498,0.6077777777777778,0.5471153846153847,0.7108969607116382,0.6125419932810751,0.5486981677917069,0.695330626450116,0.6101505856107083,0.5479056331246991
GCN_binary_lr0.001,0.0001,64,128,2,0,32,243,MLP,0.5515345110076864,0.7393441072532109,0.8463707177927999,0.7859376602166941,0.6487311414272261,0.5713787546414302,0.6874439771081845,0.59400826446281,0.554006968641115,0.7390659747961453,0.6438969764837627,0.45998071359691417,0.7123209373772015,0.6179473401397099,0.5026343519494204
GCN_binary_lr0.001,0.0001,64,128,3,0,32,244,MLP,0.5470479009981969,0.7412279567548207,0.813555536848126,0.7899295582319166,0.6451773091445345,0.5784693440112185,0.6796778593232448,0.5993690851735016,0.5476439790575917,0.7757598220904374,0.6382978723404256,0.5043394406943105,0.7245473742513934,0.6182212581344902,0.5251004016064257
GCN_binary_lr0.001,0.0001,64,128,1,0.1,32,114,MLP,0.5893404230969777,0.685344649212701,0.7591066830085985,0.7498776679428135,0.6398277507401727,0.5706459829137719,0.6759667888398534,0.6042183622828784,0.5432639649507119,0.6699036323202372,0.5453527435610303,0.4783027965284474,0.6729215532968464,0.5732783990582696,0.5087179487179487
GCN_binary_lr0.001,0.0001,64,128,2,0.1,32,210,MLP,0.5612562228153102,0.7456278162343162,0.8182773192723592,0.7764197376526334,0.6501406359528948,0.5624673949128158,0.6894675758015378,0.6363636363636364,0.5594900849858357,0.7045959970348407,0.49384098544232924,0.3809064609450338,0.696949699369409,0.5561160151324086,0.45324153757888697
GCN_binary_lr0.001,0.0001,64,128,3,0.1,32,138,MLP,0.5812703460737427,0.6930925867387226,0.7304724310383652,0.755910154461944,0.6540480958656918,0.5964873452740409,0.6570627729613454,0.6014568158168574,0.5648312611012434,0.7472201630837657,0.6472564389697648,0.6133076181292189,0.6992473379348618,0.6235167206040992,0.5880721220527045
GCN_binary_lr0.001,0.0001,64,128,1,0.2,32,105,MLP,0.6000996840438007,0.6586475095578602,0.7137484974933394,0.732982260148225,0.6707287864176894,0.5942518335566676,0.6598504837291117,0.6236686390532544,0.5714285714285714,0.6673832468495181,0.5901455767077267,0.5014464802314368,0.663595489054323,0.6064441887226697,0.5341551104262968
GCN_binary_lr0.001,0.0001,64,128,2,0.2,32,185,MLP,0.5659930702139981,0.6697047054767609,0.7520380543939995,0.7737755391935711,0.6588684668235837,0.5772678959501343,0.6830995792426368,0.6021164021164022,0.5493951612903226,0.7220904373610082,0.6371780515117581,0.5255544840887174,0.7020540540540541,0.6191512513601741,0.5372104484967964
GCN_binary_lr0.001,0.0001,64,128,3,0.2,32,94,MLP,0.5961614688990805,0.671163912330355,0.7196501981128346,0.7399809154957053,0.6492703608632026,0.5660782484895882,0.6485771012574454,0.5968688845401174,0.5348399246704332,0.72646404744255,0.683090705487122,0.5477338476374156,0.6853146853146853,0.6370757180156658,0.5412101000476417
GCN_binary_lr0.001,0.0001,64,128,1,0.3,32,232,MLP,0.5569517270295541,0.7409142745392663,0.7961024154316295,0.78117052633777,0.663054314445187,0.5806946266816322,0.6964285714285714,0.6338199513381995,0.5669856459330144,0.6938472942920682,0.5834266517357223,0.4570877531340405,0.695135536576309,0.6075801749271137,0.5061398825413774
GCN_binary_lr0.001,0.0001,64,128,2,0.3,32,232,MLP,0.5532112138531219,0.7397109419107437,0.7797158342419248,0.7855799205517526,0.6577850119568774,0.5978952341010387,0.6983199942317398,0.6338383838383839,0.5700483091787439,0.717939214232765,0.5621500559910414,0.45515911282545807,0.7079937132205124,0.5958456973293769,0.5061662198391421
GCN_binary_lr0.001,0.0001,64,128,3,0.3,32,218,MLP,0.5561271633652715,0.7089846006461552,0.7770607796582308,0.7809624843595537,0.6668840264393083,0.5965245418084397,0.6829116549149731,0.6228571428571429,0.577922077922078,0.7323202372127502,0.6103023516237402,0.5149469623915139,0.70675346973816,0.6165158371040724,0.5446200917899031
