model_type,lr,feature_dim,hidden_dim,num_layers,dropout,batch_size,trained_epochs,predictor_type,train_loss,valid_loss,test_loss,train_aucroc,valid_aucroc,test_aucroc,train_precision,valid_precision,test_precision,train_recall,valid_recall,test_recall,train_f1,valid_f1,test_f1
GCN_binary_lr0.001,0.01,64,128,2,0.2,32,163,MLP,0.6600936308715015,0.6693608824695859,0.7145938530112758,0.6156607398281462,0.613233573557682,0.5446093387479088,0.61574029476929,0.6176024279210925,0.55810147299509,0.4738324684951816,0.45576707726763716,0.32883317261330763,0.5355452222361862,0.5244845360824743,0.41383495145631066
GCN_binary_lr0.001,0.01,64,128,3,0.2,32,15,MLP,0.6793376736307596,0.6746846267155239,0.6943820552392439,0.6052945294567922,0.6033182059291566,0.5380748375673838,0.5903508771929824,0.5825503355704698,0.5323529411764706,0.548776871756857,0.48600223964165734,0.3490838958534233,0.5688052247406838,0.5299145299145299,0.42166569598136283
GCN_binary_lr0.001,0.01,64,128,1,0.3,32,157,MLP,0.6691132430781686,0.6981312675135476,0.7131530461889325,0.6094098722882337,0.599894162510706,0.5484210536104351,0.6110595657821488,0.5854922279792746,0.5675675675675675,0.4882134914751668,0.5061590145576708,0.3240115718418515,0.5427723751442228,0.542942942942943,0.4125230202578269
GCN_binary_lr0.001,0.01,64,128,2,0.3,32,68,MLP,0.6672330206321879,0.6663409109626498,0.6899056100484097,0.614817337170383,0.61024654868211,0.5498112740835936,0.6859197907585004,0.7254237288135593,0.673728813559322,0.23328391401037807,0.23964165733482642,0.15332690453230471,0.34815798207766346,0.3602693602693603,0.2498036135113904
GCN_binary_lr0.001,0.01,64,128,3,0.3,32,213,MLP,0.6660347393762444,0.6939671082156045,0.7207015770854373,0.6085327076971602,0.599965013436596,0.5412983822297276,0.6361143752448101,0.6430155210643016,0.6332378223495702,0.36115641215715344,0.3247480403135498,0.21311475409836064,0.46073100382996834,0.43154761904761907,0.3189033189033189
GCN_binary_lr0.001,0.001,64,16,1,0,32,126,MLP,0.6342845047819671,0.6608635442597526,0.7144439491358671,0.6822028040428596,0.6561228366955129,0.5721756903909263,0.6151897000410903,0.6003976143141153,0.5459715639810426,0.6659006671608599,0.6763717805151176,0.5554484088717454,0.6395415064787128,0.6361242759347024,0.5506692160611855
GCN_binary_lr0.001,0.001,64,16,2,0,32,89,MLP,0.637146134935849,0.6594213949782508,0.7002733837474476,0.6752871907422844,0.6565886972082227,0.5970629616438636,0.6209738394072282,0.6164705882352941,0.5625,0.6088213491475167,0.5867861142217246,0.48601735776277727,0.6148375505315167,0.6012621916236374,0.5214692188308329
GCN_binary_lr0.001,0.001,64,16,3,0,32,141,MLP,0.632739629472884,0.663028923528535,0.7107582146471197,0.6820604697986208,0.6436511927408524,0.5709588987594025,0.621654501216545,0.5923632610939112,0.5265748031496063,0.6439584877687176,0.6427771556550952,0.5159112825458052,0.6326099621322459,0.6165413533834586,0.5211885046273745
GCN_binary_lr0.001,0.001,64,16,1,0.1,32,151,MLP,0.6289799128310375,0.6689843577998025,0.7156893502582203,0.688236529708468,0.6359328308142589,0.5706576068307716,0.6181318681318682,0.5935550935550935,0.5424476295479603,0.683839881393625,0.6394176931690929,0.47444551591128253,0.6493277961568241,0.615633423180593,0.5061728395061729
GCN_binary_lr0.001,0.001,64,16,2,0.1,32,111,MLP,0.6326048671846142,0.6886844422136035,0.7268748373696299,0.6859180316968723,0.6129670988364146,0.561225495620573,0.6080188079806838,0.5750273822562979,0.5393374741200828,0.7093402520385471,0.5879059350503919,0.502410800385728,0.6547830847132886,0.5813953488372093,0.5202196704942587
