dataset,decay_factor,alpha,beta,mean_precision,std_precision,mode_precision,min_precision,max_precision,mean_recall,std_recall,mode_recall,min_recall,max_recall,mean_f1,std_f1,mode_f1,min_f1,max_f1
networkbancor,0,0,0.1,0.05834449098318871,0.04169579192831903,0.0,0.0,0.3474178403755869,0.013586169013338319,0.010479117818529502,0.0,0.0,0.050359712230215826,0.02179391249572929,0.01613540787260889,0.0,0.0,0.07894736842105264
networkbancor,0,0,0.25,0.05969889174111614,0.04169736441716481,0.0,0.0,0.3474178403755869,0.013909914892953769,0.010883522058186238,0.0,0.0,0.06611570247933884,0.022316013549732422,0.016711733914510862,0.0,0.0,0.09696969696969697
networkbancor,0,0,0.5,0.0704849994414226,0.04657744718100158,0.0,0.0,0.352112676056338,0.016750417827011817,0.013119003910556802,0.0,0.0,0.0784313725490196,0.026781218665396164,0.019869243633817767,0.0,0.0,0.11347517730496454
networkbancor,0,0,0.75,0.08491943762225787,0.049927568741199385,0.0,0.0,0.3615023474178404,0.019786311422569296,0.013674836899965131,0.0,0.0,0.09090909090909091,0.03176135864726564,0.020817356742691445,0.0,0.0,0.1340782122905028
networkbancor,0,0,1.0,0.10078416564395683,0.05353389602136501,0.07692307692307693,0.0,0.37777777777777777,0.023496657676338597,0.015942704144022928,0.0,0.0,0.1223021582733813,0.03770827113723462,0.02397135146281134,0.0,0.0,0.18478260869565216
networkbancor,0,0,2.0,0.21101210361349065,0.0718936741423728,0.2,0.0,0.4222222222222222,0.04836814812453986,0.02355666191653785,0.038461538461538464,0.0,0.15492957746478872,0.07792223512279933,0.03476379567816063,0.05,0.0,0.22564102564102562
networkbancor,0,0,3.0,0.32871313907955224,0.09381062028047335,0.3333333333333333,0.0,0.5909090909090909,0.0746236324374249,0.0320033075234425,0.0625,0.0,0.21487603305785125,0.12045263715272543,0.04668518343601138,0.0,0.0,0.3151515151515151
networkbancor,0,0,5.0,0.4105444953870369,0.10379649197206936,0.5,0.034482758620689655,0.7,0.0925915363000146,0.03473642170541451,0.08695652173913043,0.010050251256281407,0.23140495867768596,0.14967108199270546,0.050450578363631704,0.1,0.016260162601626015,0.33939393939393936
networkbancor,0,0.1,0,0.05305522010508963,0.03880075311222766,0.0,0.0,0.3615023474178404,0.012268230028914476,0.009495560086786517,0.0,0.0,0.05583756345177665,0.019707687429235055,0.014674168870672478,0.0,0.0,0.0846153846153846
networkbancor,0,0.1,0.1,0.0544883050409943,0.040197850085404906,0.0,0.0,0.3145539906103286,0.012705844311424097,0.01032144150457387,0.0,0.0,0.07042253521126761,0.020376886557130804,0.015871256917341404,0.0,0.0,0.10256410256410256
networkbancor,0,0.1,0.25,0.0645386151429008,0.044156602178963625,0.0,0.0,0.39436619718309857,0.014912820500560673,0.01091063916269762,0.0,0.0,0.05154639175257732,0.023970143517934132,0.016857231415030736,0.0,0.0,0.07874015748031495
