graph_num,l2_norm,cosine_similarity,g/s_pred_label,g/s_true_label,node_diff_1,edge_diff_1,node_diff_2,edge_diff_2,node_diff_3,edge_diff_3,node_diff_4,edge_diff_4,node_diff_5,edge_diff_5,node_diff_6,edge_diff_6,node_diff_7,edge_diff_7,node_diff_8,edge_diff_8,node_diff_9,edge_diff_9,node_diff_10,edge_diff_10
23,1861.854720433364,0.9733750445122802,0,0,70,-36,70,-36,70,-36,70,-36,70,-36,70,-36,70,-36,25,970,25,970,0,-1241
24,1110.0968426223003,0.9826152968102632,0,0,44,17,44,17,44,17,44,17,44,17,44,17,44,17,17,573,17,573,0,-748
25,1010.9169105322158,0.9825730962979579,0,0,69,17,69,17,69,17,69,17,69,17,69,17,69,17,21,490,21,490,0,-711
26,838.2183486419275,0.9852824926537912,0,0,74,14,74,14,74,14,74,14,74,14,74,14,74,14,14,395,14,395,0,-592
27,804.8322806647358,0.9842021146740708,0,0,63,38,63,38,63,38,63,38,63,38,63,38,63,38,21,397,21,397,0,-542
28,722.2347263874813,0.9856411866619917,0,0,52,5,52,5,52,5,52,5,52,5,52,5,52,5,19,359,19,359,0,-494
29,762.760119565778,0.9841090010942118,0,1,81,26,81,26,81,26,81,26,81,26,81,26,81,26,21,347,21,347,0,-538
30,804.9664589285693,0.9821999949305182,1,1,66,37,66,37,66,37,66,37,66,37,66,37,66,37,21,393,21,393,0,-546
31,818.0898483663026,0.9822267954709124,1,1,61,52,61,52,61,52,61,52,61,52,61,52,61,52,21,395,21,395,0,-558
32,767.5936424958195,0.9831720396544046,1,0,43,68,43,68,43,68,43,68,43,68,43,68,43,68,22,374,22,374,0,-513
33,774.3455301091367,0.9828712672884282,1,1,51,60,51,60,51,60,51,60,51,60,51,60,51,60,22,376,22,376,0,-522
34,819.4235778887498,0.9824423969668737,1,1,61,67,61,67,61,67,61,67,61,67,61,67,61,67,18,382,18,382,0,-567
35,838.7490685538793,0.9816004744510414,1,1,57,83,57,83,57,83,57,83,57,83,57,83,57,83,20,403,20,403,0,-554
36,1425.3613576914452,0.9760862118724398,1,1,191,141,191,141,191,141,191,141,191,141,191,141,191,141,34,408,34,408,0,-1141
37,2175.466386777787,0.9709378170670652,1,1,206,332,206,332,206,332,206,332,206,332,206,332,206,332,28,751,28,751,0,-1592
38,2898.3227908568088,0.9630351977205521,1,1,174,510,174,510,174,510,174,510,174,510,174,510,174,510,25,1178,25,1178,0,-1895
39,3227.3740099343927,0.9590124041967945,1,1,131,528,131,528,131,528,131,528,131,528,131,528,131,528,21,1499,21,1499,0,-1962
40,3722.5003693754015,0.9586196130931594,1,1,198,576,198,576,198,576,198,576,198,576,198,576,198,576,29,1653,29,1653,0,-2407
41,4230.225171311806,0.9556090897090334,1,1,203,662,203,662,203,662,203,662,203,662,203,662,203,662,27,1926,27,1926,0,-2668
42,4636.114644829224,0.9507020835229304,1,1,154,756,154,756,154,756,154,756,154,756,154,756,154,756,41,2216,41,2216,0,-2739
43,4077.760414737482,0.9538429336382702,0,0,132,648,132,648,132,648,132,648,132,648,132,648,132,648,13,1956,13,1956,0,-2432
44,3457.64515241226,0.9564654891550142,0,0,113,527,113,527,113,527,113,527,113,527,113,527,113,527,22,1670,22,1670,0,-2084
45,2953.7225665251635,0.9575568451491984,0,0,110,460,110,460,110,460,110,460,110,460,110,460,110,460,24,1440,24,1440,0,-1735
46,2754.332768566645,0.9578633187059151,0,0,95,452,95,452,95,452,95,452,95,452,95,452,95,452,12,1323,12,1323,0,-1610
47,2392.5287877055944,0.9596129859865312,0,0,129,399,129,399,129,399,129,399,129,399,129,399,129,399,11,1073,11,1073,0,-1480
48,2113.3298370107777,0.9610364785104802,0,0,114,373,114,373,114,373,114,373,114,373,114,373,114,373,11,915,11,915,0,-1314
49,2256.616272209345,0.9604468881477836,1,1,130,432,130,432,130,432,130,432,130,432,130,432,130,432,12,914,12,914,0,-1413
50,2705.4321281451507,0.9579519084935122,1,1,141,564,141,564,141,564,141,564,141,564,141,564,141,564,17,1045,17,1045,0,-1664
51,3137.704734355991,0.9522438257005885,1,1,124,722,124,722,124,722,124,722,124,722,124,722,124,722,21,1222,21,1222,0,-1761
52,3419.378306066762,0.9477549150128755,1,1,85,839,85,839,85,839,85,839,85,839,85,839,85,839,17,1374,17,1374,0,-1714
53,3600.739507379005,0.9432388247935006,0,1,86,901,86,901,86,901,86,901,86,901,86,901,86,901,20,1435,20,1435,0,-1764
54,3425.825302025776,0.9430128203864272,0,0,71,871,71,871,71,871,71,871,71,871,71,871,71,871,18,1362,18,1362,0,-1637
55,3227.453795176625,0.942359679430511,0,0,67,823,67,823,67,823,67,823,67,823,67,823,67,823,15,1279,15,1279,0,-1540
56,2761.975017989844,0.9431949774006999,0,0,50,706,50,706,50,706,50,706,50,706,50,706,50,706,12,1105,12,1105,0,-1296
57,2044.9882640250041,0.9498571121809056,0,0,47,528,47,528,47,528,47,528,47,528,47,528,47,528,7,792,7,792,0,-980
58,1609.9099353690567,0.9524844710895299,0,0,52,417,52,417,52,417,52,417,52,417,52,417,52,417,15,618,15,618,0,-769
59,1447.469861516985,0.9566006431831557,0,0,50,366,50,366,50,366,50,366,50,366,50,366,50,366,12,558,12,558,0,-719
60,1311.5467967251493,0.9648096339776864,1,0,46,321,46,321,46,321,46,321,46,321,46,321,46,321,17,517,17,517,0,-670
61,1208.5689885149295,0.9697374975986993,0,0,51,299,51,299,51,299,51,299,51,299,51,299,51,299,14,464,14,464,0,-621
62,1101.4563087113352,0.9728531587660925,1,0,38,256,38,256,38,256,38,256,38,256,38,256,38,256,13,454,13,454,0,-576
63,995.6836847111637,0.9774957447629532,1,1,40,220,40,220,40,220,40,220,40,220,40,220,40,220,13,418,13,418,0,-540
64,893.7085654731077,0.9798705801840004,0,0,37,195,37,195,37,195,37,195,37,195,37,195,37,195,15,379,15,379,0,-485
65,771.1711872210994,0.9823676224774716,0,0,42,167,42,167,42,167,42,167,42,167,42,167,42,167,14,323,14,323,0,-422
66,644.0861743586801,0.9851812837580126,0,0,30,137,30,137,30,137,30,137,30,137,30,137,30,137,18,280,18,280,0,-346
67,488.1034726366941,0.9880029767675693,0,0,24,98,24,98,24,98,24,98,24,98,24,98,24,98,18,218,18,218,0,-267
68,373.94384605178357,0.9915656885468724,0,0,28,71,28,71,28,71,28,71,28,71,28,71,28,71,7,154,7,154,0,-227
69,298.7758357029564,0.9935679413350508,0,0,29,44,29,44,29,44,29,44,29,44,29,44,29,44,9,125,9,125,0,-196
70,285.68864170631633,0.9931506018263804,0,0,20,62,20,62,20,62,20,62,20,62,20,62,20,62,8,113,8,113,0,-162
71,273.52147996089815,0.9928279474487892,0,0,13,50,13,50,13,50,13,50,13,50,13,50,13,50,7,124,7,124,0,-159
72,362.4044701711059,0.9901755091828389,1,1,28,78,28,78,28,78,28,78,28,78,28,78,28,78,7,139,7,139,0,-211
73,387.42095968081026,0.9899291461041332,1,1,23,73,23,73,23,73,23,73,23,73,23,73,23,73,6,164,6,164,0,-235
74,464.60090400256433,0.9867089973616539,1,1,25,102,25,102,25,102,25,102,25,102,25,102,25,102,8,189,8,189,0,-259
75,435.5238225401683,0.9888926377040745,1,1,26,80,26,80,26,80,26,80,26,80,26,80,26,80,7,181,7,181,0,-273
76,507.41797366668044,0.9851298893643959,0,1,32,115,32,115,32,115,32,115,32,115,32,115,32,115,8,199,8,199,0,-280
77,509.64105015196725,0.9858001903508768,1,1,23,107,23,107,23,107,23,107,23,107,23,107,23,107,6,210,6,210,0,-296
78,508.1367926060856,0.9856325723033185,1,0,22,114,22,114,22,114,22,114,22,114,22,114,22,114,3,210,3,210,0,-275
79,458.56297277473243,0.9865041809010938,0,0,20,88,20,88,20,88,20,88,20,88,20,88,20,88,7,203,7,203,0,-266
80,451.3867521316947,0.9863120298178453,0,0,27,93,27,93,27,93,27,93,27,93,27,93,27,93,7,189,7,189,0,-258
81,412.09950254762504,0.9888858371016247,1,0,24,69,24,69,24,69,24,69,24,69,24,69,24,69,11,190,11,190,0,-245
82,303.75318928366823,0.9926864664606752,0,0,23,36,23,36,23,36,23,36,23,36,23,36,23,36,8,141,8,141,0,-199
83,261.2336119261838,0.9940424680739662,0,0,21,30,21,30,21,30,21,30,21,30,21,30,21,30,4,118,4,118,0,-176
84,207.12315177207978,0.9954046523224084,0,0,24,13,24,13,24,13,24,13,24,13,24,13,24,13,7,91,7,91,0,-145
