dataset,seed,hidden_dim_1,hidden_dim_2,mlp_dim,dropout,learning_rate,num_layers_LSTM,num_layers_GRU,trained_epochs,valid_loss,train_loss
CollegeMsg,7,64,256,32,0.0001,0.5,3,3,208,98156.61047363281,1342.8499145507812
CollegeMsg,7,64,256,32,0.001,0.5,3,3,126,56909.82214355469,11124.189453125
CollegeMsg,7,64,256,64,0.0001,0.5,3,3,150,94750.4256439209,1696.5878295898438
CollegeMsg,7,64,256,64,0.001,0.5,3,3,194,12276.046966552734,1726.91650390625
CollegeMsg,7,128,32,32,0.0001,0.5,3,3,510,104492.96810913086,1026.2859497070312
CollegeMsg,7,128,32,32,0.001,0.5,3,3,126,69731.24926757812,15574.52978515625
CollegeMsg,7,128,32,64,0.0001,0.5,3,3,337,103207.5637512207,1104.9694213867188
CollegeMsg,7,128,32,64,0.001,0.5,3,3,126,65998.23608398438,25108.2080078125
CollegeMsg,7,128,64,32,0.0001,0.5,3,3,399,100996.89385986328,1111.7406616210938
CollegeMsg,7,128,64,32,0.001,0.5,3,3,126,68473.806640625,21845.833984375
CollegeMsg,7,128,64,64,0.0001,0.5,3,3,260,101852.41929626465,1150.1575317382812
CollegeMsg,7,128,64,64,0.001,0.5,3,3,126,64436.79443359375,30450.2109375
CollegeMsg,7,128,128,32,0.0001,0.5,3,3,300,98486.80856323242,1084.7982788085938
CollegeMsg,7,128,128,32,0.001,0.5,3,3,126,65643.86206054688,28154.4208984375
CollegeMsg,7,128,128,64,0.0001,0.5,3,3,208,97699.26179504395,1242.4191589355469
CollegeMsg,7,128,128,64,0.001,0.5,3,3,126,62762.163818359375,35268.06640625
CollegeMsg,7,128,256,32,0.0001,0.5,3,3,191,98488.75750732422,1286.2778930664062
CollegeMsg,7,128,256,32,0.001,0.5,3,3,126,79744.412109375,12805.3486328125
CollegeMsg,7,128,256,64,0.0001,0.5,3,3,148,95226.97032165527,1597.8182373046875
CollegeMsg,7,128,256,64,0.001,0.5,3,3,127,16941.644927978516,2842.6044311523438
CollegeMsg,7,256,32,32,0.0001,0.5,3,3,497,103558.5333404541,1072.1477661132812
CollegeMsg,7,256,32,32,0.001,0.5,3,3,126,72754.39892578125,16184.37060546875
CollegeMsg,7,256,32,64,0.0001,0.5,3,3,340,102762.88168334961,1109.6270751953125
CollegeMsg,7,256,32,64,0.001,0.5,3,3,126,67161.39697265625,24931.81640625
CollegeMsg,7,256,64,32,0.0001,0.5,3,3,352,102879.52709960938,998.8150634765625
CollegeMsg,7,256,64,32,0.001,0.5,3,3,126,67425.79174804688,21672.2568359375
CollegeMsg,7,256,64,64,0.0001,0.5,3,3,257,100908.49627685547,1152.0111694335938
CollegeMsg,7,256,64,64,0.001,0.5,3,3,126,61051.120849609375,30962.060546875
CollegeMsg,7,256,128,32,0.0001,0.5,3,3,304,102295.29699707031,1050.9818115234375
CollegeMsg,7,256,128,32,0.001,0.5,3,3,126,66552.78369140625,28526.177734375
CollegeMsg,7,256,128,64,0.0001,0.5,3,3,189,96119.32843017578,1318.372802734375
CollegeMsg,7,256,128,64,0.001,0.5,3,3,126,59452.15869140625,36096.72265625
CollegeMsg,7,256,256,32,0.0001,0.5,3,3,221,98927.51884460449,1152.8329772949219
CollegeMsg,7,256,256,32,0.001,0.5,3,3,126,66290.9521484375,31361.4140625
CollegeMsg,7,256,256,64,0.0001,0.5,3,3,155,97632.42958831787,1499.0326538085938
CollegeMsg,7,256,256,64,0.001,0.5,3,3,139,63375.302001953125,36867.283203125
CollegeMsg,7,512,32,32,0.0001,0.5,3,3,509,104897.08839416504,1056.7536926269531
CollegeMsg,7,512,32,32,0.001,0.5,3,3,126,70774.00915527344,16871.640625
CollegeMsg,7,512,32,64,0.0001,0.5,3,3,343,101986.94467926025,1134.5526733398438
CollegeMsg,7,512,32,64,0.001,0.5,3,3,126,61542.459716796875,25721.873046875
CollegeMsg,7,512,64,32,0.0001,0.5,3,3,369,101891.24000549316,1094.4293518066406
CollegeMsg,7,512,64,32,0.001,0.5,3,3,126,64941.51208496094,21404.591796875
CollegeMsg,7,512,64,64,0.0001,0.5,3,3,278,101766.34985351562,1133.2879943847656
CollegeMsg,7,512,64,64,0.001,0.5,3,3,126,63897.45068359375,31153.2705078125
CollegeMsg,7,512,128,32,0.0001,0.5,3,3,305,101415.14831542969,1098.03173828125
CollegeMsg,7,512,128,32,0.001,0.5,3,3,126,67797.75610351562,27344.6533203125
CollegeMsg,7,512,128,64,0.0001,0.5,3,3,195,97895.9680480957,1297.7606811523438
CollegeMsg,7,512,128,64,0.001,0.5,3,3,126,59358.62744140625,35313.486328125
CollegeMsg,7,512,256,32,0.0001,0.5,3,3,220,100271.17526245117,1201.527587890625
CollegeMsg,7,512,256,32,0.001,0.5,3,3,126,67470.12548828125,31271.673828125
CollegeMsg,7,512,256,64,0.0001,0.5,3,3,157,95564.4125213623,1588.4554443359375
CollegeMsg,7,512,256,64,0.001,0.5,3,3,126,62214.36279296875,36265.134765625
CollegeMsg,7,64,32,32,0.0001,0,2,2,598,102514.0043182373,1060.6944580078125
CollegeMsg,7,64,32,32,0.001,0,2,2,126,72447.7978515625,15229.86083984375
CollegeMsg,7,64,32,64,0.0001,0,2,2,441,102393.13509368896,1130.029541015625
CollegeMsg,7,64,32,64,0.001,0,2,2,126,65064.910888671875,23269.921875
CollegeMsg,7,64,64,32,0.0001,0,2,2,446,100976.31042480469,971.4117431640625
CollegeMsg,7,64,64,32,0.001,0,2,2,126,64150.623779296875,24454.75390625
CollegeMsg,7,64,64,64,0.0001,0,2,2,312,100901.73877716064,1203.9860229492188
CollegeMsg,7,64,64,64,0.001,0,2,2,126,60691.139404296875,32069.490234375
CollegeMsg,7,64,128,32,0.0001,0,2,2,296,98913.34926605225,1044.9436950683594
CollegeMsg,7,64,128,32,0.001,0,2,2,154,30461.190063476562,3608.809814453125
CollegeMsg,7,64,128,64,0.0001,0,2,2,222,98561.66886901855,1293.1101379394531
CollegeMsg,7,64,128,64,0.001,0,2,2,171,6576.281215667725,1051.02197265625
CollegeMsg,7,64,256,32,0.0001,0,2,2,216,97208.8851776123,1216.2388916015625
CollegeMsg,7,64,256,32,0.001,0,2,2,141,16857.624481201172,2404.7703247070312
CollegeMsg,7,64,256,64,0.0001,0,2,2,189,96381.76368713379,1343.9111022949219
CollegeMsg,7,64,256,64,0.001,0,2,2,126,21430.13818359375,5785.605712890625
CollegeMsg,7,128,32,32,0.0001,0,2,2,652,101869.41616821289,1047.9701843261719
CollegeMsg,7,128,32,32,0.001,0,2,2,126,71383.9027709961,16234.44677734375
CollegeMsg,7,128,32,64,0.0001,0,2,2,441,102162.37781524658,1056.6846923828125
CollegeMsg,7,128,32,64,0.001,0,2,2,126,67906.70336914062,19911.095703125
CollegeMsg,7,128,64,32,0.0001,0,2,2,467,101321.93354797363,1024.3254089355469
CollegeMsg,7,128,64,32,0.001,0,2,2,126,69413.78210449219,18140.08154296875
CollegeMsg,7,128,64,64,0.0001,0,2,2,332,100340.21410369873,1078.05126953125
CollegeMsg,7,128,64,64,0.001,0,2,2,164,26129.52114868164,6176.396484375
CollegeMsg,7,128,128,32,0.0001,0,2,2,329,100153.6701965332,1201.07421875
CollegeMsg,7,128,128,32,0.001,0,2,2,126,61425.098388671875,29888.5498046875
CollegeMsg,7,128,128,64,0.0001,0,2,2,224,98363.72919464111,1217.0127868652344
CollegeMsg,7,128,128,64,0.001,0,2,2,136,33415.9206237793,6181.33642578125
CollegeMsg,7,128,256,32,0.0001,0,2,2,222,97573.04245758057,1153.5865478515625
CollegeMsg,7,128,256,32,0.001,0,2,2,227,12821.019523620605,2488.933349609375
CollegeMsg,7,128,256,64,0.0001,0,2,2,150,95577.11515045166,1690.2110595703125
CollegeMsg,7,128,256,64,0.001,0,2,2,130,12161.15234375,4807.78369140625
CollegeMsg,7,256,32,32,0.0001,0,2,2,603,102328.00874328613,1032.3685607910156
CollegeMsg,7,256,32,32,0.001,0,2,2,126,73501.85607910156,15029.29638671875
CollegeMsg,7,256,32,64,0.0001,0,2,2,436,101875.09233093262,1046.5377197265625
CollegeMsg,7,256,32,64,0.001,0,2,2,126,65260.093017578125,23017.888671875
CollegeMsg,7,256,64,32,0.0001,0,2,2,485,101620.60604858398,1074.46435546875
CollegeMsg,7,256,64,32,0.001,0,2,2,126,71781.42181396484,16485.111328125
CollegeMsg,7,256,64,64,0.0001,0,2,2,327,100096.18859863281,1019.4245910644531
CollegeMsg,7,256,64,64,0.001,0,2,2,126,62577.32958984375,27206.9150390625
CollegeMsg,7,256,128,32,0.0001,0,2,2,319,99078.13743591309,966.6208190917969
CollegeMsg,7,256,128,32,0.001,0,2,2,126,64277.79968261719,24441.3232421875
CollegeMsg,7,256,128,64,0.0001,0,2,2,218,98340.7431640625,1181.8497314453125
CollegeMsg,7,256,128,64,0.001,0,2,2,163,24439.943145751953,4030.530029296875
CollegeMsg,7,256,256,32,0.0001,0,2,2,231,96148.00218200684,1231.1671752929688
CollegeMsg,7,256,256,32,0.001,0,2,2,171,19531.82650756836,3288.8509521484375
CollegeMsg,7,256,256,64,0.0001,0,2,2,157,94905.13822937012,1544.8241882324219
CollegeMsg,7,256,256,64,0.001,0,2,2,163,24603.21795654297,9033.335205078125
CollegeMsg,7,512,32,32,0.0001,0,2,2,650,101890.29549407959,1052.102294921875
CollegeMsg,7,512,32,32,0.001,0,2,2,126,70838.39221191406,17049.7822265625
CollegeMsg,7,512,32,64,0.0001,0,2,2,504,101714.94189453125,1028.8603820800781
CollegeMsg,7,512,32,64,0.001,0,2,2,157,62768.391845703125,35432.767578125
CollegeMsg,7,512,64,32,0.0001,0,2,2,533,101247.99669647217,1007.7542419433594
CollegeMsg,7,512,64,32,0.001,0,2,2,126,69695.22204589844,18216.47607421875
CollegeMsg,7,512,64,64,0.0001,0,2,2,321,100548.91241455078,1076.5046691894531
CollegeMsg,7,512,64,64,0.001,0,2,2,126,61731.51123046875,29072.4306640625
CollegeMsg,7,512,128,32,0.0001,0,2,2,296,100210.32879638672,1147.6322021484375
CollegeMsg,7,512,128,32,0.001,0,2,2,126,61259.23681640625,30298.521484375
CollegeMsg,7,512,128,64,0.0001,0,2,2,234,98829.68103027344,1212.734619140625
CollegeMsg,7,512,128,64,0.001,0,2,2,253,5812.661735534668,725.2359008789062
CollegeMsg,7,512,256,32,0.0001,0,2,2,239,96462.43505859375,1213.4093017578125
CollegeMsg,7,512,256,32,0.001,0,2,2,146,28063.95379638672,7666.385009765625
CollegeMsg,7,512,256,64,0.0001,0,2,2,204,97329.58113861084,1368.1514892578125
CollegeMsg,7,512,256,64,0.001,0,2,2,130,17465.62481689453,4628.053955078125
CollegeMsg,7,64,32,32,0.0001,0.2,2,2,474,100474.06996917725,1013.2864074707031
CollegeMsg,7,64,32,32,0.001,0.2,2,2,126,69136.79711914062,18337.50732421875
CollegeMsg,7,64,32,64,0.0001,0.2,2,2,367,102125.3671798706,1117.2634887695312
CollegeMsg,7,64,32,64,0.001,0.2,2,2,126,62252.979248046875,27362.9287109375
CollegeMsg,7,64,64,32,0.0001,0.2,2,2,403,100523.48017120361,1052.242431640625
CollegeMsg,7,64,64,32,0.001,0.2,2,2,126,64518.81286621094,27121.5888671875
CollegeMsg,7,64,64,64,0.0001,0.2,2,2,253,100869.38461303711,1213.23828125
CollegeMsg,7,64,64,64,0.001,0.2,2,2,126,60567.580810546875,32589.736328125
CollegeMsg,7,64,128,32,0.0001,0.2,2,2,291,101085.52919006348,1105.2851867675781
CollegeMsg,7,64,128,32,0.001,0.2,2,2,126,64563.238037109375,29447.7060546875
CollegeMsg,7,64,128,64,0.0001,0.2,2,2,201,99290.42576599121,1378.5537109375
CollegeMsg,7,64,128,64,0.001,0.2,2,2,184,17201.59588623047,4571.7333984375
CollegeMsg,7,64,256,32,0.0001,0.2,2,2,221,97327.06286621094,1258.2744140625
CollegeMsg,7,64,256,32,0.001,0.2,2,2,127,18566.747680664062,4076.0479736328125
CollegeMsg,7,64,256,64,0.0001,0.2,2,2,150,96357.14079284668,1588.418701171875
CollegeMsg,7,64,256,64,0.001,0.2,2,2,152,12709.285339355469,3928.3458251953125
CollegeMsg,7,128,32,32,0.0001,0.2,2,2,494,104302.5853729248,1152.60888671875
CollegeMsg,7,128,32,32,0.001,0.2,2,2,126,70718.99194335938,18736.9716796875
CollegeMsg,7,128,32,64,0.0001,0.2,2,2,360,101510.96684265137,1065.9006042480469
CollegeMsg,7,128,32,64,0.001,0.2,2,2,126,64888.654052734375,26723.9736328125
CollegeMsg,7,128,64,32,0.0001,0.2,2,2,431,101891.57624816895,1057.9417114257812
CollegeMsg,7,128,64,32,0.001,0.2,2,2,126,66873.19311523438,24774.0986328125
CollegeMsg,7,128,64,64,0.0001,0.2,2,2,254,99970.46562957764,1276.8303833007812
CollegeMsg,7,128,64,64,0.001,0.2,2,2,126,60079.667236328125,34356.8154296875
CollegeMsg,7,128,128,32,0.0001,0.2,2,2,287,100416.36863708496,1261.757080078125
CollegeMsg,7,128,128,32,0.001,0.2,2,2,126,64284.251220703125,27096.42578125
CollegeMsg,7,128,128,64,0.0001,0.2,2,2,201,97391.02731323242,1305.8152770996094
CollegeMsg,7,128,128,64,0.001,0.2,2,2,159,19351.501525878906,8388.30712890625
CollegeMsg,7,128,256,32,0.0001,0.2,2,2,211,97211.47700500488,1344.1521606445312
CollegeMsg,7,128,256,32,0.001,0.2,2,2,137,22614.15185546875,4897.10205078125
CollegeMsg,7,128,256,64,0.0001,0.2,2,2,149,93046.50991821289,1652.6546630859375
CollegeMsg,7,128,256,64,0.001,0.2,2,2,259,6470.457710266113,979.5883483886719
CollegeMsg,7,256,32,32,0.0001,0.2,2,2,551,101489.67178344727,1007.1940002441406
CollegeMsg,7,256,32,32,0.001,0.2,2,2,126,72077.04846191406,16965.09326171875
CollegeMsg,7,256,32,64,0.0001,0.2,2,2,324,101144.00325012207,1124.923828125
CollegeMsg,7,256,32,64,0.001,0.2,2,2,269,11656.574798583984,1408.6243896484375
CollegeMsg,7,256,64,32,0.0001,0.2,2,2,325,100947.8099822998,1057.8469848632812
CollegeMsg,7,256,64,32,0.001,0.2,2,2,126,62937.737548828125,24856.9833984375
CollegeMsg,7,256,64,64,0.0001,0.2,2,2,278,100312.63248443604,1134.9845581054688
CollegeMsg,7,256,64,64,0.001,0.2,2,2,163,60588.068359375,38374.166015625
CollegeMsg,7,256,128,32,0.0001,0.2,2,2,261,98150.42197418213,1109.0436401367188
CollegeMsg,7,256,128,32,0.001,0.2,2,2,126,64018.103515625,29008.3955078125
CollegeMsg,7,256,128,64,0.0001,0.2,2,2,195,98468.65808105469,1363.5823059082031
CollegeMsg,7,256,128,64,0.001,0.2,2,2,162,13649.584350585938,2531.9273071289062
CollegeMsg,7,256,256,32,0.0001,0.2,2,2,212,96855.28695678711,1266.5597229003906
CollegeMsg,7,256,256,32,0.001,0.2,2,2,126,75467.68518066406,16472.97509765625
CollegeMsg,7,256,256,64,0.0001,0.2,2,2,155,96072.28163146973,1589.5897216796875
CollegeMsg,7,256,256,64,0.001,0.2,2,2,131,14341.450988769531,7719.144775390625
CollegeMsg,7,512,32,32,0.0001,0.2,2,2,485,102735.40641784668,991.1127319335938
CollegeMsg,7,512,32,32,0.001,0.2,2,2,126,69881.74523925781,17670.44580078125
CollegeMsg,7,512,32,64,0.0001,0.2,2,2,353,101070.51628112793,1095.4888305664062
CollegeMsg,7,512,32,64,0.001,0.2,2,2,148,61320.4482421875,30729.2333984375
CollegeMsg,7,512,64,32,0.0001,0.2,2,2,383,101065.06629943848,1076.5271301269531
CollegeMsg,7,512,64,32,0.001,0.2,2,2,126,64841.462890625,24399.04296875
CollegeMsg,7,512,64,64,0.0001,0.2,2,2,254,99219.34559631348,1143.2727355957031
CollegeMsg,7,512,64,64,0.001,0.2,2,2,182,29208.192626953125,11062.34423828125
CollegeMsg,7,512,128,32,0.0001,0.2,2,2,273,99389.0189819336,1159.6867065429688
CollegeMsg,7,512,128,32,0.001,0.2,2,2,126,61824.113037109375,29510.40625
CollegeMsg,7,512,128,64,0.0001,0.2,2,2,189,97117.26766967773,1400.603515625
CollegeMsg,7,512,128,64,0.001,0.2,2,2,126,68141.89501953125,18210.357421875
CollegeMsg,7,512,256,32,0.0001,0.2,2,2,203,97570.9806060791,1298.1910400390625
CollegeMsg,7,512,256,32,0.001,0.2,2,2,153,58670.212005615234,3301.08154296875
CollegeMsg,7,512,256,64,0.0001,0.2,2,2,155,94599.39218139648,1584.2017211914062
CollegeMsg,7,512,256,64,0.001,0.2,2,2,126,18585.31411743164,3622.328857421875
CollegeMsg,7,64,32,32,0.0001,0.35,2,2,510,101742.9722442627,1055.0494995117188
CollegeMsg,7,64,32,32,0.001,0.35,2,2,126,68742.14526367188,19148.81005859375
CollegeMsg,7,64,32,64,0.0001,0.35,2,2,346,100523.8896408081,1078.4627990722656
CollegeMsg,7,64,32,64,0.001,0.35,2,2,126,65523.638671875,27112.669921875
CollegeMsg,7,64,64,32,0.0001,0.35,2,2,362,101701.75660705566,1092.7501831054688
CollegeMsg,7,64,64,32,0.001,0.35,2,2,126,66591.45935058594,25181.1015625
CollegeMsg,7,64,64,64,0.0001,0.35,2,2,258,100195.99980163574,1176.6191101074219
CollegeMsg,7,64,64,64,0.001,0.35,2,2,126,61635.392578125,31129.75390625
CollegeMsg,7,64,128,32,0.0001,0.35,2,2,271,99230.76126098633,1055.2300415039062
CollegeMsg,7,64,128,32,0.001,0.35,2,2,126,63136.858154296875,32520.5693359375
CollegeMsg,7,64,128,64,0.0001,0.35,2,2,190,98901.31910705566,1403.2640075683594
CollegeMsg,7,64,128,64,0.001,0.35,2,2,168,22765.513092041016,4428.2877197265625
CollegeMsg,7,64,256,32,0.0001,0.35,2,2,219,98485.86158752441,1278.1012573242188
CollegeMsg,7,64,256,32,0.001,0.35,2,2,152,20252.047790527344,3647.767333984375
CollegeMsg,7,64,256,64,0.0001,0.35,2,2,147,95469.27185058594,1677.0787963867188
CollegeMsg,7,64,256,64,0.001,0.35,2,2,149,12609.60562133789,3083.8194580078125
CollegeMsg,7,128,32,32,0.0001,0.35,2,2,553,103464.96492004395,1018.9858093261719
CollegeMsg,7,128,32,32,0.001,0.35,2,2,126,70608.17297363281,18649.373046875
CollegeMsg,7,128,32,64,0.0001,0.35,2,2,343,102459.36724853516,1196.33203125
CollegeMsg,7,128,32,64,0.001,0.35,2,2,126,62087.748291015625,26228.2626953125
CollegeMsg,7,128,64,32,0.0001,0.35,2,2,362,102788.40771484375,1174.54931640625
CollegeMsg,7,128,64,32,0.001,0.35,2,2,126,68484.25610351562,23817.18359375
CollegeMsg,7,128,64,64,0.0001,0.35,2,2,259,99699.65173339844,1207.2182006835938
CollegeMsg,7,128,64,64,0.001,0.35,2,2,126,63739.476806640625,33454.0927734375
CollegeMsg,7,128,128,32,0.0001,0.35,2,2,267,99018.97850036621,1062.0977478027344
CollegeMsg,7,128,128,32,0.001,0.35,2,2,126,63892.8115234375,29976.5654296875
CollegeMsg,7,128,128,64,0.0001,0.35,2,2,192,97438.61030578613,1314.8233947753906
CollegeMsg,7,128,128,64,0.001,0.35,2,2,129,26381.617431640625,6699.207763671875
CollegeMsg,7,128,256,32,0.0001,0.35,2,2,196,95100.18266296387,1278.4458923339844
CollegeMsg,7,128,256,32,0.001,0.35,2,2,175,12077.395599365234,1410.8129272460938
CollegeMsg,7,128,256,64,0.0001,0.35,2,2,147,96935.73239898682,1606.66064453125
CollegeMsg,7,128,256,64,0.001,0.35,2,2,126,17860.382385253906,4751.931884765625
CollegeMsg,7,256,32,32,0.0001,0.35,2,2,525,102175.43801879883,1149.974365234375
CollegeMsg,7,256,32,32,0.001,0.35,2,2,126,73350.15197753906,17773.3125
CollegeMsg,7,256,32,64,0.0001,0.35,2,2,340,101666.14246368408,1100.8433837890625
CollegeMsg,7,256,32,64,0.001,0.35,2,2,169,31343.134399414062,2992.412109375
CollegeMsg,7,256,64,32,0.0001,0.35,2,2,366,101180.94023895264,1007.5363464355469
CollegeMsg,7,256,64,32,0.001,0.35,2,2,126,60950.80041503906,25157.3291015625
CollegeMsg,7,256,64,64,0.0001,0.35,2,2,266,100881.18472290039,1163.8443603515625
CollegeMsg,7,256,64,64,0.001,0.35,2,2,126,62191.1005859375,31905.681640625
CollegeMsg,7,256,128,32,0.0001,0.35,2,2,294,100373.88279724121,1141.3780822753906
CollegeMsg,7,256,128,32,0.001,0.35,2,2,165,56003.398193359375,7754.64013671875
CollegeMsg,7,256,128,64,0.0001,0.35,2,2,189,98725.82955169678,1410.0555725097656
CollegeMsg,7,256,128,64,0.001,0.35,2,2,192,14260.937255859375,3739.9892578125
CollegeMsg,7,256,256,32,0.0001,0.35,2,2,200,99735.19564819336,1332.107421875
CollegeMsg,7,256,256,32,0.001,0.35,2,2,126,71947.10778808594,16743.9228515625
CollegeMsg,7,256,256,64,0.0001,0.35,2,2,157,96186.93176269531,1610.336181640625
CollegeMsg,7,256,256,64,0.001,0.35,2,2,166,9149.754486083984,1444.0857543945312
CollegeMsg,7,512,32,32,0.0001,0.35,2,2,510,103512.3598022461,1112.7196044921875
CollegeMsg,7,512,32,32,0.001,0.35,2,2,126,68129.23254394531,18420.95751953125
CollegeMsg,7,512,32,64,0.0001,0.35,2,2,343,101185.12773132324,1086.7115783691406
CollegeMsg,7,512,32,64,0.001,0.35,2,2,143,41914.71697998047,3307.3126220703125
CollegeMsg,7,512,64,32,0.0001,0.35,2,2,412,100511.00048828125,1065.2625122070312
CollegeMsg,7,512,64,32,0.001,0.35,2,2,126,63220.21936035156,25906.8759765625
CollegeMsg,7,512,64,64,0.0001,0.35,2,2,243,99650.01406860352,1231.2008666992188
CollegeMsg,7,512,64,64,0.001,0.35,2,2,200,13202.099517822266,1703.1783447265625
CollegeMsg,7,512,128,32,0.0001,0.35,2,2,287,99123.27391052246,986.8283996582031
CollegeMsg,7,512,128,32,0.001,0.35,2,2,157,35470.13586425781,3534.8983154296875
CollegeMsg,7,512,128,64,0.0001,0.35,2,2,196,96886.12870788574,1240.8079528808594
CollegeMsg,7,512,128,64,0.001,0.35,2,2,188,7376.576965332031,1293.1162719726562
CollegeMsg,7,512,256,32,0.0001,0.35,2,2,192,98320.9031829834,1453.9124145507812
CollegeMsg,7,512,256,32,0.001,0.35,2,2,257,9979.4873046875,675.4597473144531
CollegeMsg,7,512,256,64,0.0001,0.35,2,2,147,95293.45236968994,1771.764892578125
CollegeMsg,7,512,256,64,0.001,0.35,2,2,155,24130.616760253906,6902.37939453125
CollegeMsg,7,64,32,32,0.0001,0.5,2,2,499,100819.02426147461,1011.9907531738281
CollegeMsg,7,64,32,32,0.001,0.5,2,2,126,68717.23815917969,17047.95166015625
CollegeMsg,7,64,32,64,0.0001,0.5,2,2,346,102396.38690185547,1147.0776977539062
CollegeMsg,7,64,32,64,0.001,0.5,2,2,126,64885.58361816406,24058.71484375
CollegeMsg,7,64,64,32,0.0001,0.5,2,2,392,101415.81278991699,1044.8464050292969
CollegeMsg,7,64,64,32,0.001,0.5,2,2,126,67476.7041015625,23873.177734375
CollegeMsg,7,64,64,64,0.0001,0.5,2,2,253,100472.31935119629,1176.7324523925781
CollegeMsg,7,64,64,64,0.001,0.5,2,2,126,62133.36120605469,29587.4033203125
CollegeMsg,7,64,128,32,0.0001,0.5,2,2,284,101319.05598449707,1121.633544921875
CollegeMsg,7,64,128,32,0.001,0.5,2,2,126,63709.342041015625,26895.16796875
CollegeMsg,7,64,128,64,0.0001,0.5,2,2,202,98305.23793029785,1309.9117736816406
CollegeMsg,7,64,128,64,0.001,0.5,2,2,128,56486.685791015625,36512.4609375
CollegeMsg,7,64,256,32,0.0001,0.5,2,2,213,97679.90167236328,1183.2304992675781
CollegeMsg,7,64,256,32,0.001,0.5,2,2,126,66453.54931640625,33708.513671875
CollegeMsg,7,64,256,64,0.0001,0.5,2,2,150,97883.77587890625,1627.56103515625
CollegeMsg,7,64,256,64,0.001,0.5,2,2,135,13483.083618164062,3656.6293334960938
CollegeMsg,7,128,32,32,0.0001,0.5,2,2,487,101217.45071411133,989.2531433105469
CollegeMsg,7,128,32,32,0.001,0.5,2,2,126,69953.70361328125,16498.6103515625
CollegeMsg,7,128,32,64,0.0001,0.5,2,2,348,104349.81190490723,1091.0490112304688
CollegeMsg,7,128,32,64,0.001,0.5,2,2,126,61646.109375,24907.7626953125
CollegeMsg,7,128,64,32,0.0001,0.5,2,2,369,103724.41664123535,1099.0899658203125
CollegeMsg,7,128,64,32,0.001,0.5,2,2,126,66982.75915527344,21788.8212890625
CollegeMsg,7,128,64,64,0.0001,0.5,2,2,265,99321.3212814331,1137.8464965820312
CollegeMsg,7,128,64,64,0.001,0.5,2,2,126,30012.011596679688,3773.4747314453125
CollegeMsg,7,128,128,32,0.0001,0.5,2,2,273,100116.72499084473,1058.7132873535156
CollegeMsg,7,128,128,32,0.001,0.5,2,2,140,36931.806060791016,2870.414794921875
CollegeMsg,7,128,128,64,0.0001,0.5,2,2,192,99345.33391571045,1333.1434326171875
CollegeMsg,7,128,128,64,0.001,0.5,2,2,207,11379.65087890625,869.1104125976562
CollegeMsg,7,128,256,32,0.0001,0.5,2,2,198,97572.27095031738,1247.7255554199219
CollegeMsg,7,128,256,32,0.001,0.5,2,2,126,75190.36694335938,10728.48828125
CollegeMsg,7,128,256,64,0.0001,0.5,2,2,148,96476.90502929688,1606.4068603515625
CollegeMsg,7,128,256,64,0.001,0.5,2,2,136,12527.395431518555,1710.7174682617188
CollegeMsg,7,256,32,32,0.0001,0.5,2,2,561,100886.89364624023,971.9136962890625
CollegeMsg,7,256,32,32,0.001,0.5,2,2,126,73189.71252441406,16179.5146484375
CollegeMsg,7,256,32,64,0.0001,0.5,2,2,343,101465.83186340332,1157.2220458984375
CollegeMsg,7,256,32,64,0.001,0.5,2,2,126,66235.99389648438,24001.07421875
CollegeMsg,7,256,64,32,0.0001,0.5,2,2,374,102777.45544433594,995.1329956054688
CollegeMsg,7,256,64,32,0.001,0.5,2,2,126,65345.59619140625,22042.5400390625
CollegeMsg,7,256,64,64,0.0001,0.5,2,2,259,100290.22987365723,1187.5745544433594
CollegeMsg,7,256,64,64,0.001,0.5,2,2,126,65262.029541015625,29590.5966796875
CollegeMsg,7,256,128,32,0.0001,0.5,2,2,263,98933.9313659668,1229.4548645019531
CollegeMsg,7,256,128,32,0.001,0.5,2,2,155,29156.257720947266,3151.4532470703125
CollegeMsg,7,256,128,64,0.0001,0.5,2,2,194,98376.8328704834,1357.0150756835938
CollegeMsg,7,256,128,64,0.001,0.5,2,2,236,13021.764450073242,1160.4441986083984
CollegeMsg,7,256,256,32,0.0001,0.5,2,2,205,98123.85781860352,1299.3705444335938
CollegeMsg,7,256,256,32,0.001,0.5,2,2,226,16690.017639160156,3020.523193359375
CollegeMsg,7,256,256,64,0.0001,0.5,2,2,149,98863.09144592285,1661.7999267578125
CollegeMsg,7,256,256,64,0.001,0.5,2,2,200,9286.197738647461,1264.575439453125
CollegeMsg,7,512,32,32,0.0001,0.5,2,2,519,102312.74520874023,1011.9571533203125
CollegeMsg,7,512,32,32,0.001,0.5,2,2,126,70707.41333007812,16798.7509765625
CollegeMsg,7,512,32,64,0.0001,0.5,2,2,343,101255.72875976562,1081.3666076660156
CollegeMsg,7,512,32,64,0.001,0.5,2,2,148,95789.7487487793,3717.20361328125
CollegeMsg,7,512,64,32,0.0001,0.5,2,2,349,100381.8032836914,1124.1823120117188
CollegeMsg,7,512,64,32,0.001,0.5,2,2,126,66780.92358398438,20890.4150390625
CollegeMsg,7,512,64,64,0.0001,0.5,2,2,270,100258.56378173828,1145.77978515625
CollegeMsg,7,512,64,64,0.001,0.5,2,2,149,31409.842041015625,6525.277587890625
