dataset,seed,hidden_dim_1,hidden_dim_2,mlp_dim,dropout,learning_rate,num_layers_LSTM,num_layers_GRU,trained_epochs,valid_loss,train_loss
networkaion,42,64,32,64,0.0001,0,3,3,1000,777827.4761284722,1709091.6015625
networkaion,42,64,32,64,0.001,0,3,3,689,484337.20562065975,825407.7529296875
networkaion,42,64,64,32,0.0001,0,3,3,1000,687540.1371527778,1517879.9921875
networkaion,42,64,64,32,0.001,0,3,3,837,484276.9661458333,825453.5322265625
networkaion,42,64,64,64,0.0001,0,3,3,1000,535743.3116319445,1119362.029296875
networkaion,42,64,64,64,0.001,0,3,3,622,484484.66167534725,825293.0009765625
networkaion,42,64,128,32,0.0001,0,3,3,1000,515084.20855034725,1040998.771484375
networkaion,42,64,128,32,0.001,0,3,3,626,484420.87977430556,825343.3017578125
networkaion,42,64,128,64,0.0001,0,3,3,1000,497343.05908203125,956864.90234375
networkaion,42,64,128,64,0.001,0,3,3,428,484797.3893229167,825052.236328125
networkaion,42,64,256,32,0.0001,0,3,3,1000,493618.5838487413,935568.4672851562
networkaion,42,64,256,32,0.001,0,3,3,579,484514.7751193576,825269.890625
networkaion,42,64,256,64,0.0001,0,3,3,1000,484675.12489149306,850339.40625
networkaion,42,64,256,64,0.001,0,3,3,299,485070.1324869792,824844.8251953125
networkaion,42,128,32,32,0.0001,0,3,3,1000,963628.83203125,2062457.125
networkaion,42,128,32,32,0.001,0,3,3,1000,484153.3283962674,825552.4482421875
networkaion,42,128,32,64,0.0001,0,3,3,1000,778899.2126736111,1711493.9609375
networkaion,42,128,32,64,0.001,0,3,3,679,484344.7919921875,825401.32421875
networkaion,42,128,64,32,0.0001,0,3,3,1000,731792.4340277778,1614363.6171875
networkaion,42,128,64,32,0.001,0,3,3,843,484293.4356011285,825439.3603515625
networkaion,42,128,64,64,0.0001,0,3,3,1000,541711.2836371528,1139835.87890625
networkaion,42,128,64,64,0.001,0,3,3,618,484518.934516059,825267.263671875
networkaion,42,128,128,32,0.0001,0,3,3,1000,548346.1076388889,1160960.0859375
networkaion,42,128,128,32,0.001,0,3,3,623,484420.9303385417,825343.353515625
networkaion,42,128,128,64,0.0001,0,3,3,1000,500183.44775390625,971705.3896484375
networkaion,42,128,128,64,0.001,0,3,3,435,484764.8412000868,825077.509765625
networkaion,42,128,256,32,0.0001,0,3,3,1000,489065.15096028644,900791.890625
networkaion,42,128,256,32,0.001,0,3,3,530,484674.5935329861,825145.6611328125
networkaion,42,128,256,64,0.0001,0,3,3,1000,484288.87163628475,837030.677734375
networkaion,42,128,256,64,0.001,0,3,3,260,485195.0241427951,824749.4091796875
networkaion,42,256,32,32,0.0001,0,3,3,1000,1151956.681423611,2388031.3125
networkaion,42,256,32,32,0.001,0,3,3,795,484217.1246202257,825505.6669921875
networkaion,42,256,32,64,0.0001,0,3,3,1000,692148.1666666666,1528873.6328125
networkaion,42,256,32,64,0.001,0,3,3,797,484289.31890190975,825442.09765625
networkaion,42,256,64,32,0.0001,0,3,3,1000,886925.9505208334,1921151.46875
networkaion,42,256,64,32,0.001,0,3,3,883,484242.0387912326,825483.8564453125
networkaion,42,256,64,64,0.0001,0,3,3,1000,553748.8125,1178848.3359375
networkaion,42,256,64,64,0.001,0,3,3,581,484562.5041775174,825232.765625
networkaion,42,256,128,32,0.0001,0,3,3,1000,562088.9166666666,1202483.48828125
networkaion,42,256,128,32,0.001,0,3,3,620,484493.4169921875,825286.3662109375
networkaion,42,256,128,64,0.0001,0,3,3,1000,492291.1382921007,925216.4389648438
networkaion,42,256,128,64,0.001,0,3,3,447,484764.3421223958,825076.9638671875
networkaion,42,256,256,32,0.0001,0,3,3,1000,487581.321343316,881913.8076171875
networkaion,42,256,256,32,0.001,0,3,3,474,484675.7106119792,825145.9697265625
networkaion,42,256,256,64,0.0001,0,3,3,1000,484227.48621961806,834689.2275390625
networkaion,42,256,256,64,0.001,0,3,3,277,485169.24207899306,824768.31640625
networkaion,42,512,32,32,0.0001,0,3,3,1000,1065896.3226996528,2242187.90625
networkaion,42,512,32,32,0.001,0,3,3,1000,484186.56553819444,825521.8759765625
networkaion,42,512,32,64,0.0001,0,3,3,1000,737999.7413194445,1627322.015625
networkaion,42,512,32,64,0.001,0,3,3,657,484306.0881618924,825435.595703125
networkaion,42,512,64,32,0.0001,0,3,3,1000,687751.0251736111,1519391.1796875
networkaion,42,512,64,32,0.001,0,3,3,873,484242.06005859375,825484.4912109375
networkaion,42,512,64,64,0.0001,0,3,3,1000,568599.3376736111,1222426.60546875
networkaion,42,512,64,64,0.001,0,3,3,541,484562.9554578993,825233.357421875
networkaion,42,512,128,32,0.0001,0,3,3,1000,625644.7287326389,1374669.2109375
networkaion,42,512,128,32,0.001,0,3,3,617,484516.0237087674,825269.1708984375
networkaion,42,512,128,64,0.0001,0,3,3,1000,490595.37934027775,909873.8579101562
networkaion,42,512,128,64,0.001,0,3,3,440,484731.11539713544,825103.4931640625
networkaion,42,512,256,32,0.0001,0,3,3,1000,510416.0490451389,1023100.439453125
networkaion,42,512,256,32,0.001,0,3,3,408,484747.1218532986,825090.5263671875
networkaion,42,512,256,64,0.0001,0,3,3,1000,484633.9093967014,842390.19921875
networkaion,42,512,256,64,0.001,0,3,3,279,485121.9058702257,824805.240234375
networkaion,42,64,32,32,0.0001,0.2,3,3,1000,846423.6901041666,1833767.25
networkaion,42,64,32,32,0.001,0.2,3,3,392,523171.7799479167,845791.5322265625
networkaion,42,64,32,64,0.0001,0.2,3,3,1000,576708.3897569445,1207456.564453125
networkaion,42,64,32,64,0.001,0.2,3,3,230,485675.7626953125,843118.451171875
networkaion,42,64,64,32,0.0001,0.2,3,3,1000,618213.0659722222,1364286.8671875
networkaion,42,64,64,32,0.001,0.2,3,3,313,508308.79644097225,846425.9716796875
networkaion,42,64,64,64,0.0001,0.2,3,3,1000,522120.4660373264,966080.5068359375
networkaion,42,64,64,64,0.001,0.2,3,3,224,497363.22894965275,837118.3681640625
networkaion,42,64,128,32,0.0001,0.2,3,3,1000,506785.6017795139,1005751.3779296875
networkaion,42,64,128,32,0.001,0.2,3,3,286,498374.32313368056,841949.6005859375
networkaion,42,64,128,64,0.0001,0.2,3,3,1000,503524.6962890625,852638.2392578125
networkaion,42,64,128,64,0.001,0.2,3,3,218,482998.6720920139,832542.302734375
networkaion,42,64,256,32,0.0001,0.2,3,3,1000,524171.01909722225,902242.52734375
networkaion,42,64,256,32,0.001,0.2,3,3,169,501558.7853732639,849404.4111328125
networkaion,42,64,256,64,0.0001,0.2,3,3,937,478467.80653211806,856028.2392578125
networkaion,42,64,256,64,0.001,0.2,3,3,193,491967.46961805556,833653.2138671875
networkaion,42,128,32,32,0.0001,0.2,3,3,1000,836811.76171875,1832842.71875
networkaion,42,128,32,32,0.001,0.2,3,3,387,465266.69097222225,846717.2001953125
networkaion,42,128,32,64,0.0001,0.2,3,3,1000,617493.8181423611,1266522.400390625
networkaion,42,128,32,64,0.001,0.2,3,3,279,530167.7339409722,836803.484375
networkaion,42,128,64,32,0.0001,0.2,3,3,1000,638503.7786458334,1419974.375
networkaion,42,128,64,32,0.001,0.2,3,3,306,489598.54774305556,841987.060546875
networkaion,42,128,64,64,0.0001,0.2,3,3,1000,526992.5436197916,959282.4428710938
networkaion,42,128,64,64,0.001,0.2,3,3,172,479496.94867621525,838275.81640625
networkaion,42,128,128,32,0.0001,0.2,3,3,1000,525341.1994357639,1086130.0966796875
networkaion,42,128,128,32,0.001,0.2,3,3,223,504496.89507378475,841982.9736328125
networkaion,42,128,128,64,0.0001,0.2,3,3,1000,500181.9700520833,886214.4765625
networkaion,42,128,128,64,0.001,0.2,3,3,164,492708.31488715275,840896.111328125
networkaion,42,128,256,32,0.0001,0.2,3,3,1000,530598.5233832465,902646.7568359375
networkaion,42,128,256,32,0.001,0.2,3,3,239,495170.67534722225,850143.0810546875
networkaion,42,128,256,64,0.0001,0.2,3,3,1000,495717.80067274306,842969.9541015625
networkaion,42,128,256,64,0.001,0.2,3,3,174,491388.0908203125,832039.8916015625
networkaion,42,256,32,32,0.0001,0.2,3,3,1000,846228.1744791666,1852492.453125
networkaion,42,256,32,32,0.001,0.2,3,3,385,509608.1139322917,847594.158203125
networkaion,42,256,32,64,0.0001,0.2,3,3,1000,594403.8263888889,1232095.41796875
networkaion,42,256,32,64,0.001,0.2,3,3,263,498180.6243489583,840082.84765625
networkaion,42,256,64,32,0.0001,0.2,3,3,1000,642350.5616319445,1358222.5625
networkaion,42,256,64,32,0.001,0.2,3,3,303,486945.13096788194,845881.0703125
networkaion,42,256,64,64,0.0001,0.2,3,3,1000,511863.82562934025,947891.36328125
networkaion,42,256,64,64,0.001,0.2,3,3,177,493394.02886284725,837751.544921875
networkaion,42,256,128,32,0.0001,0.2,3,3,1000,556325.953125,1208546.1796875
networkaion,42,256,128,32,0.001,0.2,3,3,277,503638.23871527775,840839.0283203125
networkaion,42,256,128,64,0.0001,0.2,3,3,1000,488535.92176649306,882289.5454101562
networkaion,42,256,128,64,0.001,0.2,3,3,164,494340.10980902775,835785.427734375
networkaion,42,256,256,32,0.0001,0.2,3,3,1000,509163.11604817706,884901.3359375
networkaion,42,256,256,32,0.001,0.2,3,3,185,497188.9921875,847154.884765625
networkaion,42,256,256,64,0.0001,0.2,3,3,1000,494699.83550347225,836282.9052734375
networkaion,42,256,256,64,0.001,0.2,3,3,141,488546.73198784725,836855.36328125
networkaion,42,512,32,32,0.0001,0.2,3,3,1000,797022.9618055555,1753046.3515625
networkaion,42,512,32,32,0.001,0.2,3,3,437,538259.000108507,842633.150390625
networkaion,42,512,32,64,0.0001,0.2,3,3,1000,572468.1831597222,1199244.419921875
networkaion,42,512,32,64,0.001,0.2,3,3,263,503156.7154947917,842165.685546875
networkaion,42,512,64,32,0.0001,0.2,3,3,1000,613452.2508680555,1360595.87109375
networkaion,42,512,64,32,0.001,0.2,3,3,309,502475.0162760417,846832.513671875
networkaion,42,512,64,64,0.0001,0.2,3,3,1000,522736.9841579861,965548.3334960938
networkaion,42,512,64,64,0.001,0.2,3,3,247,472884.26421440975,835875.525390625
networkaion,42,512,128,32,0.0001,0.2,3,3,1000,520366.9607204861,1028631.255859375
networkaion,42,512,128,32,0.001,0.2,3,3,282,501922.5247395833,844551.8193359375
networkaion,42,512,128,64,0.0001,0.2,3,3,1000,505836.4607204861,875999.2060546875
networkaion,42,512,128,64,0.001,0.2,3,3,209,507391.12890625,833188.61328125
networkaion,42,512,256,32,0.0001,0.2,3,3,1000,483343.998046875,894593.828125
networkaion,42,512,256,32,0.001,0.2,3,3,155,516729.59288194444,845667.8408203125
networkaion,42,512,256,64,0.0001,0.2,3,3,1000,477165.0681423611,837174.287109375
networkaion,42,512,256,64,0.001,0.2,3,3,126,478514.27945963544,834532.962890625
networkaion,42,64,32,32,0.0001,0.35,3,3,1000,845900.5277777778,1772778.8984375
networkaion,42,64,32,32,0.001,0.35,3,3,305,546996.5045572916,866890.8774414062
networkaion,42,64,32,64,0.0001,0.35,3,3,1000,583130.3385416666,1224346.03515625
networkaion,42,64,32,64,0.001,0.35,3,3,240,532250.1588541666,854656.806640625
networkaion,42,64,64,32,0.0001,0.35,3,3,1000,623415.1458333334,1292038.46484375
networkaion,42,64,64,32,0.001,0.35,3,3,285,539331.4184027778,865995.84375
networkaion,42,64,64,64,0.0001,0.35,3,3,1000,507976.66883680556,973591.7358398438
networkaion,42,64,64,64,0.001,0.35,3,3,193,499692.0915798611,845961.7138671875
networkaion,42,64,128,32,0.0001,0.35,3,3,1000,548429.7823350695,1019522.353515625
networkaion,42,64,128,32,0.001,0.35,3,3,228,548428.4529079861,862324.15625
networkaion,42,64,128,64,0.0001,0.35,3,3,1000,477412.2317708333,889731.9814453125
networkaion,42,64,128,64,0.001,0.35,3,3,154,491349.05512152775,841135.736328125
networkaion,42,64,256,32,0.0001,0.35,3,3,1000,493153.79383680556,941776.7875976562
networkaion,42,64,256,32,0.001,0.35,3,3,187,528988.5234375,868650.59375
networkaion,42,64,256,64,0.0001,0.35,3,3,916,475558.19965277775,850746.7626953125
networkaion,42,64,256,64,0.001,0.35,3,3,216,506794.4192708333,841762.689453125
networkaion,42,128,32,32,0.0001,0.35,3,3,1000,859395.48046875,1885164.734375
networkaion,42,128,32,32,0.001,0.35,3,3,421,517276.2331814236,868671.8720703125
networkaion,42,128,32,64,0.0001,0.35,3,3,1000,600154.6011284722,1249696.08984375
networkaion,42,128,32,64,0.001,0.35,3,3,263,493547.8064236111,856538.482421875
networkaion,42,128,64,32,0.0001,0.35,3,3,1000,602181.2274305555,1241353.541015625
networkaion,42,128,64,32,0.001,0.35,3,3,289,529821.1421440972,860618.8037109375
networkaion,42,128,64,64,0.0001,0.35,3,3,1000,516553.12999131944,979547.2685546875
networkaion,42,128,64,64,0.001,0.35,3,3,220,499595.3763020833,846979.41015625
networkaion,42,128,128,32,0.0001,0.35,3,3,1000,552244.2642144097,1054778.9375
networkaion,42,128,128,32,0.001,0.35,3,3,226,527567.6779513889,860341.55078125
networkaion,42,128,128,64,0.0001,0.35,3,3,1000,510709.82378472225,873872.36328125
networkaion,42,128,128,64,0.001,0.35,3,3,185,531036.9225260416,846784.025390625
networkaion,42,128,256,32,0.0001,0.35,3,3,1000,503750.64930555556,943189.0795898438
networkaion,42,128,256,32,0.001,0.35,3,3,167,511098.6712239583,861031.470703125
networkaion,42,128,256,32,0.0001,0.35,3,3,1000,499747.06640625,902974.8818359375
networkaion,42,128,256,32,0.001,0.35,3,3,168,492825.7048611111,879381.7275390625
networkaion,42,128,256,64,0.0001,0.35,3,3,1000,499329.66265190975,849088.0302734375
networkaion,42,128,256,64,0.001,0.35,3,3,153,495369.04600694444,846011.6591796875
networkaion,42,256,32,32,0.0001,0.35,3,3,1000,820238.8567708334,1774230.0234375
networkaion,42,256,32,32,0.001,0.35,3,3,341,535243.2986111111,866226.2993164062
networkaion,42,256,32,64,0.0001,0.35,3,3,1000,577393.9236111111,1196300.677734375
networkaion,42,256,32,64,0.001,0.35,3,3,275,561336.4408501519,857119.529296875
networkaion,42,256,64,32,0.0001,0.35,3,3,1000,621671.9986979166,1312152.27734375
networkaion,42,256,64,32,0.001,0.35,3,3,312,532303.8055555555,868473.6767578125
networkaion,42,256,64,64,0.0001,0.35,3,3,1000,508085.69053819444,961881.8530273438
networkaion,42,256,64,64,0.001,0.35,3,3,216,494660.1310763889,851855.033203125
networkaion,42,256,128,32,0.0001,0.35,3,3,1000,540856.4611545139,1095785.650390625
networkaion,42,256,128,32,0.001,0.35,3,3,198,565576.5143229166,860393.630859375
networkaion,42,256,128,64,0.0001,0.35,3,3,1000,498138.54014756944,867718.8930664062
networkaion,42,256,128,64,0.001,0.35,3,3,154,505827.7919921875,845062.197265625
networkaion,42,256,256,32,0.0001,0.35,3,3,1000,537854.7287326389,913910.1665039062
networkaion,42,256,256,32,0.001,0.35,3,3,177,522390.7771267361,859213.6513671875
networkaion,42,256,256,64,0.0001,0.35,3,3,1000,508734.5080295139,846350.0419921875
networkaion,42,256,256,64,0.001,0.35,3,3,127,521355.82183159725,840561.8798828125
networkaion,42,512,32,32,0.0001,0.35,3,3,1000,802675.1128472222,1780804.296875
networkaion,42,512,32,32,0.001,0.35,3,3,306,505374.6276041667,864942.982421875
networkaion,42,512,32,64,0.0001,0.35,3,3,1000,606382.7608506945,1234669.66015625
networkaion,42,512,32,64,0.001,0.35,3,3,252,513886.31206597225,851526.908203125
networkaion,42,512,64,32,0.0001,0.35,3,3,1000,597134.921875,1305112.234375
networkaion,42,512,64,32,0.001,0.35,3,3,259,533989.58984375,862361.337890625
networkaion,42,512,64,64,0.0001,0.35,3,3,1000,495922.39561631944,968153.6704101562
networkaion,42,512,64,64,0.001,0.35,3,3,193,530021.9344618055,851335.9423828125
networkaion,42,512,128,32,0.0001,0.35,3,3,1000,506548.46137152775,1019449.5205078125
networkaion,42,512,128,32,0.001,0.35,3,3,237,523057.83702256944,875535.1806640625
networkaion,42,512,128,64,0.0001,0.35,3,3,1000,519586.9021267361,881518.2734375
networkaion,42,512,128,64,0.001,0.35,3,3,171,515689.7877604167,847190.0380859375
networkaion,42,512,256,32,0.0001,0.35,3,3,1000,522939.72699652775,892721.6708984375
networkaion,42,512,256,32,0.001,0.35,3,3,177,503022.69618055556,860916.421875
networkaion,42,512,256,64,0.0001,0.35,3,3,1000,497311.7677951389,848304.37890625
networkaion,42,512,256,64,0.001,0.35,3,3,238,514130.85438368056,844698.7998046875
networkaion,42,64,32,32,0.0001,0.5,3,3,1000,863933.72265625,1782357.125
networkaion,42,64,32,32,0.001,0.5,3,3,298,580934.1942274305,905088.7485351562
networkaion,42,64,32,64,0.0001,0.5,3,3,1000,589941.4869791666,1257976.134765625
networkaion,42,64,32,64,0.001,0.5,3,3,265,561874.0540364584,880346.0556640625
networkaion,42,64,64,32,0.0001,0.5,3,3,1000,656998.3151041666,1376480.08984375
networkaion,42,64,64,32,0.001,0.5,3,3,311,566744.8333333334,888528.8579101562
networkaion,42,64,64,64,0.0001,0.5,3,3,1000,508595.4822048611,974064.0102539062
networkaion,42,64,64,64,0.001,0.5,3,3,182,558864.9554307726,866162.919921875
networkaion,42,64,128,32,0.0001,0.5,3,3,1000,563295.0768229166,1020826.236328125
networkaion,42,64,128,32,0.001,0.5,3,3,219,518545.9427083333,884468.5170898438
networkaion,42,64,128,64,0.0001,0.5,3,3,1000,526003.5078125,879914.8022460938
networkaion,42,64,128,64,0.001,0.5,3,3,169,498105.11241319444,860993.978515625
networkaion,42,64,256,32,0.0001,0.5,3,3,1000,600199.6575520834,984550.0302734375
networkaion,42,64,256,32,0.001,0.5,3,3,157,549345.375,885184.8647460938
networkaion,42,64,256,64,0.0001,0.5,3,3,962,483299.12391493056,861149.78125
networkaion,42,64,256,64,0.001,0.5,3,3,160,518866.6794704861,856784.98046875
networkaion,42,128,32,32,0.0001,0.5,3,3,1000,805230.1037326389,1763295.265625
networkaion,42,128,32,32,0.001,0.5,3,3,368,561841.9592013889,897129.5063476562
networkaion,42,128,32,64,0.0001,0.5,3,3,1000,605574.3381076389,1228634.40625
networkaion,42,128,32,64,0.001,0.5,3,3,226,538458.4611545139,883836.3046875
networkaion,42,128,64,32,0.0001,0.5,3,3,1000,613341.7725694445,1296630.29296875
networkaion,42,128,64,32,0.001,0.5,3,3,221,518453.82899305556,893958.9765625
networkaion,42,128,64,64,0.0001,0.5,3,3,1000,530317.3020833334,972966.4716796875
networkaion,42,128,64,64,0.001,0.5,3,3,163,527305.1336805555,864313.232421875
networkaion,42,128,128,32,0.0001,0.5,3,3,1000,584378.5266927084,1060302.83984375
networkaion,42,128,128,32,0.001,0.5,3,3,199,557807.9045138889,884613.2822265625
networkaion,42,128,128,64,0.0001,0.5,3,3,1000,496443.82855902775,889694.8295898438
networkaion,42,128,128,64,0.001,0.5,3,3,146,529448.4383680555,861698.900390625
networkaion,42,128,256,32,0.0001,0.5,3,3,1000,522913.28515625,903244.3154296875
networkaion,42,128,256,32,0.001,0.5,3,3,143,556182.8072916666,889575.8095703125
networkaion,42,128,256,64,0.0001,0.5,3,3,947,470532.9782986111,861676.158203125
networkaion,42,128,256,64,0.001,0.5,3,3,176,517476.6974826389,869784.8061523438
networkaion,42,256,32,32,0.0001,0.5,3,3,1000,817954.4874131945,1787905.3984375
networkaion,42,256,32,32,0.001,0.5,3,3,307,618379.9835069445,902019.2915039062
networkaion,42,256,32,64,0.0001,0.5,3,3,1000,605619.8628472222,1231159.5625
networkaion,42,256,32,64,0.001,0.5,3,3,246,530040.3012152778,878962.4321289062
networkaion,42,256,64,32,0.0001,0.5,3,3,1000,669215.0338541666,1367138.015625
networkaion,42,256,64,32,0.001,0.5,3,3,235,516657.3645833333,889694.6430664062
networkaion,42,256,64,64,0.0001,0.5,3,3,1000,524821.3185763889,980377.4873046875
networkaion,42,256,64,64,0.001,0.5,3,3,169,554838.119140625,860830.072265625
networkaion,42,256,128,32,0.0001,0.5,3,3,1000,572957.2554253472,1087648.9560546875
networkaion,42,256,128,32,0.001,0.5,3,3,220,525266.5173611111,889404.7099609375
networkaion,42,256,128,64,0.0001,0.5,3,3,1000,527053.0358072916,881752.48828125
networkaion,42,256,128,64,0.001,0.5,3,3,251,498646.0576171875,858646.0810546875
networkaion,42,256,256,32,0.0001,0.5,3,3,1000,559403.1957465278,942686.484375
networkaion,42,256,256,32,0.001,0.5,3,3,192,530873.34375,901010.3896484375
networkaion,42,256,256,64,0.0001,0.5,3,3,927,548480.0594618055,870038.2939453125
networkaion,42,256,256,64,0.001,0.5,3,3,135,518100.4723307292,861352.6416015625
networkaion,42,512,32,32,0.0001,0.5,3,3,1000,860463.2196180555,1816741.234375
networkaion,42,512,32,32,0.001,0.5,3,3,312,543849.3107638889,909118.94140625
networkaion,42,512,32,64,0.0001,0.5,3,3,1000,619122.6328125,1243235.984375
networkaion,42,512,32,64,0.001,0.5,3,3,254,506183.16292317706,880058.9946289062
networkaion,42,512,64,32,0.0001,0.5,3,3,1000,665249.4522569445,1411579.83203125
networkaion,42,512,64,32,0.001,0.5,3,3,242,535307.3417426215,890989.9086914062
networkaion,42,512,64,64,0.0001,0.5,3,3,1000,577394.4357638889,966737.3413085938
networkaion,42,512,64,64,0.001,0.5,3,3,187,539159.4166666666,872087.3271484375
networkaion,42,512,128,32,0.0001,0.5,3,3,1000,660271.125,1139585.74609375
networkaion,42,512,128,32,0.001,0.5,3,3,206,526633.43359375,886141.8022460938
networkaion,42,512,128,64,0.0001,0.5,3,3,1000,529326.9186197916,875161.7875976562
networkaion,42,512,128,64,0.001,0.5,3,3,207,537988.1039496528,859312.7822265625
networkaion,42,512,256,32,0.0001,0.5,3,3,1000,535231.2200520834,903484.3930664062
networkaion,42,512,256,32,0.001,0.5,3,3,134,538068.4748263889,886267.7060546875
networkaion,42,512,256,64,0.0001,0.5,3,3,1000,509229.75889756944,863227.935546875
networkaion,42,512,256,64,0.001,0.5,3,3,163,524962.923828125,854232.9189453125
networkaion,42,64,32,32,0.0001,0,2,2,1000,1063237.3997395833,2237262.75
networkaion,42,64,32,32,0.001,0,2,2,1000,484103.51508246525,825601.1875
networkaion,42,64,32,64,0.0001,0,2,2,1000,671259.1640625,1482040.296875
networkaion,42,64,32,64,0.001,0,2,2,685,484352.14756944444,825395.0
networkaion,42,64,64,32,0.0001,0,2,2,1000,756644.3967013889,1665637.0859375
networkaion,42,64,64,32,0.001,0,2,2,681,484369.2300889757,825382.525390625
networkaion,42,64,64,64,0.0001,0,2,2,1000,546732.9670138889,1156245.591796875
networkaion,42,64,64,64,0.001,0,2,2,626,484448.5722113715,825321.380859375
networkaion,42,64,128,32,0.0001,0,2,2,1000,600444.6046006945,1309830.96484375
networkaion,42,64,128,32,0.001,0,2,2,582,484559.3679470486,825235.4296875
networkaion,42,64,128,64,0.0001,0,2,2,1000,488966.5371636285,905135.02734375
networkaion,42,64,128,64,0.001,0,2,2,429,484764.86344401044,825077.419921875
networkaion,42,64,256,32,0.0001,0,2,2,1000,493565.8406304254,933513.65234375
networkaion,42,64,256,32,0.001,0,2,2,474,484675.6990017361,825146.1982421875
networkaion,42,64,256,64,0.0001,0,2,2,1000,484695.0358615451,849951.1884765625
networkaion,42,64,256,64,0.001,0,2,2,268,485170.65901692706,824768.0966796875
networkaion,42,128,32,32,0.0001,0,2,2,1000,842860.2096354166,1837095.96875
networkaion,42,128,32,32,0.001,0,2,2,1000,484153.2945421007,825552.677734375
networkaion,42,128,32,64,0.0001,0,2,2,1000,713113.3993055555,1574235.9609375
networkaion,42,128,32,64,0.001,0,2,2,762,484254.7689344618,825473.837890625
networkaion,42,128,64,32,0.0001,0,2,2,1000,886488.7000868055,1920184.203125
networkaion,42,128,64,32,0.001,0,2,2,855,484259.8861219618,825468.1298828125
networkaion,42,128,64,64,0.0001,0,2,2,1000,554516.8307291666,1179884.73046875
networkaion,42,128,64,64,0.001,0,2,2,620,484519.0026584201,825267.3828125
networkaion,42,128,128,32,0.0001,0,2,2,1000,548213.3307291666,1159914.1328125
networkaion,42,128,128,32,0.001,0,2,2,588,484493.7819010417,825286.5263671875
networkaion,42,128,128,64,0.0001,0,2,2,1000,491898.723578559,924263.7216796875
networkaion,42,128,128,64,0.001,0,2,2,432,484764.7607421875,825077.33203125
networkaion,42,128,256,32,0.0001,0,2,2,1000,488050.95524088544,891260.25
networkaion,42,128,256,32,0.001,0,2,2,506,484674.9148220486,825145.7314453125
networkaion,42,128,256,64,0.0001,0,2,2,878,441748.530327691,925713.9599609375
networkaion,42,128,256,64,0.001,0,2,2,280,485145.47151692706,824786.837890625
networkaion,42,256,32,32,0.0001,0,2,2,1000,1038036.9281684028,2193792.71875
networkaion,42,256,32,32,0.001,0,2,2,1000,484164.7470703125,825541.228515625
networkaion,42,256,32,64,0.0001,0,2,2,1000,738535.9856770834,1628682.5625
networkaion,42,256,32,64,0.001,0,2,2,711,484313.8772786458,825427.6240234375
networkaion,42,256,64,32,0.0001,0,2,2,1000,687256.0442708334,1517318.796875
networkaion,42,256,64,32,0.001,0,2,2,687,484355.01513671875,825394.021484375
networkaion,42,256,64,64,0.0001,0,2,2,1000,622198.5620659722,1365022.47265625
networkaion,42,256,64,64,0.001,0,2,2,620,484507.69476996525,825275.68359375
networkaion,42,256,128,32,0.0001,0,2,2,1000,601801.03515625,1312317.32421875
networkaion,42,256,128,32,0.001,0,2,2,582,484493.9167751736,825286.7373046875
networkaion,42,256,128,64,0.0001,0,2,2,1000,491119.116156684,916799.1181640625
networkaion,42,256,128,64,0.001,0,2,2,421,484748.6687282986,825090.29296875
networkaion,42,256,256,32,0.0001,0,2,2,1000,485819.29833984375,866160.3842773438
networkaion,42,256,256,32,0.001,0,2,2,516,484599.2917751736,825205.4111328125
networkaion,42,256,256,64,0.0001,0,2,2,1000,483978.85308159725,831067.173828125
networkaion,42,256,256,64,0.001,0,2,2,265,485171.30550130206,824768.095703125
networkaion,42,512,32,32,0.0001,0,2,2,1000,919836.0121527778,1981934.65625
networkaion,42,512,32,32,0.001,0,2,2,1000,484141.6382921007,825562.6904296875
networkaion,42,512,32,64,0.0001,0,2,2,1000,826767.4435763889,1806513.3125
networkaion,42,512,32,64,0.001,0,2,2,836,484245.578125,825479.4892578125
networkaion,42,512,64,32,0.0001,0,2,2,1000,758527.9192708334,1669304.3125
networkaion,42,512,64,32,0.001,0,2,2,760,484260.11805555556,825470.0546875
networkaion,42,512,64,64,0.0001,0,2,2,1000,548139.1362847222,1159366.9453125
networkaion,42,512,64,64,0.001,0,2,2,619,484496.26768663194,825284.240234375
networkaion,42,512,128,32,0.0001,0,2,2,1000,579997.3680555555,1254212.84375
networkaion,42,512,128,32,0.001,0,2,2,624,484446.0745442708,825324.0234375
networkaion,42,512,128,64,0.0001,0,2,2,1000,489746.96137152775,907627.48046875
networkaion,42,512,128,64,0.001,0,2,2,443,484696.1589626736,825130.50390625
networkaion,42,512,256,32,0.0001,0,2,2,1000,488839.8479275174,901220.2080078125
networkaion,42,512,256,32,0.001,0,2,2,485,484675.49690755206,825145.71875
networkaion,42,512,256,64,0.0001,0,2,2,1000,484301.4626736111,839613.81640625
networkaion,42,512,256,64,0.001,0,2,2,301,485094.6662326389,824824.9951171875
networkaion,42,64,32,32,0.0001,0.2,2,2,1000,888785.7951388889,1897352.78125
networkaion,42,64,32,32,0.001,0.2,2,2,385,484681.0201822917,848335.1025390625
networkaion,42,64,32,64,0.0001,0.2,2,2,1000,588223.8381076389,1265838.162109375
networkaion,42,64,32,64,0.001,0.2,2,2,330,526729.3374565972,839421.162109375
networkaion,42,64,64,32,0.0001,0.2,2,2,1000,654530.8723958334,1396287.75
networkaion,42,64,64,32,0.001,0.2,2,2,351,487592.1965060764,841461.2236328125
