1, 0.000000
2, 0.000000
3, 0.000000
4, 0.998529
5, 0.297800
6, 10.865657
7, 1.299293
8, 2.133029
9, 0.888744
10, 1.426410
11, 0.443112
12, 0.440007
13, 0.989344
14, 0.708871
15, 0.417065
16, 1.292867
17, 0.556590
18, 0.254991
19, 0.434754
20, 0.761727
21, 1.070304
22, 0.456054
23, 0.201919
24, 0.327162
25, 0.200703
26, 0.400479
27, 0.360379
28, 0.506896
29, 0.441390
30, 0.797607
31, 0.710721
32, 0.262628
33, 0.309259
34, 0.344285
35, 0.577108
36, 0.214208
37, 0.880289
38, 0.639954
39, 0.332620
40, 0.762732
41, 1.317321
42, 0.138068
43, 1.058751
44, 0.105268
45, 1.011355
46, 0.727141
47, 1.684110
48, 0.455706
49, 0.681778
50, 0.537589
51, 0.864131
52, 0.440455
53, 0.583012
54, 0.647563
55, 1.260164
56, 1.185715
57, 0.486339
58, 1.127999
59, 0.152527
60, 0.010310
61, 0.058892
62, 0.020411
63, 0.000000
64, 0.000000
65, 0.000000
66, 0.000000
67, 0.000000
68, 0.000000
69, 0.000000
70, 0.297394
71, 15.461096
72, 0.788811
73, 1.002152
74, 1.629735
75, 1.129072
76, 0.662177
77, 1.518558
78, 1.385972
79, 0.552774
80, 1.436223
81, 2.699291
82, 0.856457
83, 0.821469
84, 0.977045
85, 9.734414
86, 1.343055
87, 0.465164
88, 1.513375
89, 0.280670
90, 1.774498
91, 0.265218
92, 1.398877
93, 0.267098
94, 5.925446
95, 1.252200
96, 0.903866
97, 3.911930
98, 1.151084
99, 0.909063
100, 1.010014
101, 2.143330
102, 0.917240
103, 0.302006
104, 0.236730
105, 0.159659
106, 0.773788
107, 3.069337
108, 0.452713
109, 1.455691
110, 2.528591
111, 0.201384
112, 15.608514
113, 0.370509
114, 2.051553
115, 0.735504
116, 6.426414
117, 1.544443
118, 2.372942
119, 0.428457
120, 2.421632
121, 1.058044
122, 1.139455
123, 2.679974
124, 0.187562
125, 1.404847
126, 0.521049
127, 0.424042
128, 5.376985
129, 2.825978
130, 1.325156
131, 0.887459
132, 1.435444
133, 2.543834
134, 1.278984
135, 0.855628
136, 4.298961
137, 3.129245
138, 1.454102
139, 0.277341
140, 1.713853
141, 0.325878
142, 1.324666
143, 0.376383
144, 0.290531
145, 0.288943
146, 4.032184
147, 3.085372
148, 1.235633
149, 0.606440
150, 0.256806
151, 2.083741
152, 1.041058
153, 3.079515
154, 3.127186
155, 0.130631
156, 1.046756
157, 1.352621
158, 2.458312
159, 0.208898
160, 3.690756
161, 0.416321
162, 2.621689
163, 1.356867
164, 1.332656
165, 1.536189
166, 3.041674
167, 0.075191
168, 8.754747
169, 4.923960
170, 1.572173
171, 4.125978
172, 3.368535
173, 10.424025
174, 0.693147
175, 8.225370
176, 19.954332
177, 8.461759
178, 11.415635
179, 1.466270
