Graph Number,precision overall,recall overall,tp_overall,fp_overall,tn_overall,fn_overall,precision oo,recall oo,tp_oo,fp_oo,tn_oo,fn_oo,precision oon,recall oon,tp_oon,fp_oon,tn_oon,fn_oon,precision on,recall on,tp_on,fp_on,tn_on,fn_on,precision nn,recall nn,tp_nn,fp_nn,tn_nn,fn_nn,Correct Node IDs,Correct Old Node IDs,Precision Old IDs,Recall Old IDs,Correct New Node IDs,Precision New IDs,Recall New IDs,Correct Overall IDs,Precision Overall IDs,Recall Overall IDs
2,0.0,0.0,0,0,162343,628,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,162782,30,0.0,0.0,0,0,153617,596,0.7481481481481481,0,0.0,0.0,393,0.7304832713754646,0.74573055028463,404,0.7481481481481481,0.7481481481481481
3,0.0,0.0,0,32,125242,542,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,32,125613,25,0.0,0.0,0,0,116937,510,0.6672932330827067,0,0.0,0.0,343,0.6496212121212122,0.6608863198458574,355,0.6672932330827067,0.6672932330827067
4,0.0,0.0,0,88,110767,500,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,68,111126,28,0.0,0.0,0,0,97969,437,0.5953654188948306,0,0.0,0.0,314,0.572992700729927,0.5740402193784278,334,0.5953654188948306,0.5953654188948306
5,0.0,0.0,0,108,92314,420,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,60,92640,20,0.0,0.0,0,0,77870,361,0.5417406749555951,1,0.041666666666666664,0.0625,280,0.5194805194805194,0.5118829981718465,305,0.5417406749555951,0.5417406749555951
6,0.0,0.0,0,125,66470,324,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,84,66723,15,0.0,0.0,0,0,55740,282,0.46835443037974683,1,0.038461538461538464,0.05555555555555555,237,0.4497153700189753,0.44299065420560746,259,0.46835443037974683,0.46835443037974683
7,0.01694915254237288,0.008547008547008548,2,116,36781,232,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,87,36959,10,0.0,0.0,0,0,29284,198,0.3574074074074074,1,0.037037037037037035,0.047619047619047616,172,0.33528265107212474,0.33140655105973027,193,0.3574074074074074,0.3574074074074074
8,0.013888888888888888,0.009523809523809525,2,142,33023,208,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,104,33193,9,0.0,0.0,0,0,25331,172,0.34014869888475835,0,0.0,0.0,160,0.3143418467583497,0.30947775628626695,183,0.34014869888475835,0.34014869888475835
9,0.00847457627118644,0.0044444444444444444,1,117,27114,224,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,93,27284,13,0.0,0.0,0,0,21049,180,0.31086142322097376,1,0.03333333333333333,0.047619047619047616,146,0.2896825396825397,0.28460038986354774,166,0.31086142322097376,0.31086142322097376
10,0.0,0.0,0,79,28831,226,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,57,28995,18,0.0,0.0,0,0,21931,180,0.30590339892665475,1,0.03333333333333333,0.04,149,0.28166351606805295,0.27902621722846443,171,0.30590339892665475,0.30590339892665475
11,0.0,0.0,0,107,23948,190,0.0,0.0,0,2,4,1,0.0,0.0,0,0,6,1,0.0,0.0,0,80,24086,14,0.0,0.0,0,0,17197,149,0.2878228782287823,3,0.08108108108108109,0.12,132,0.2613861386138614,0.2553191489361702,156,0.2878228782287823,0.2878228782287823
