Graph Number,precision overall,recall overall,tp_overall,fp_overall,tn_overall,fn_overall,precision oo,recall oo,tp_oo,fp_oo,tn_oo,fn_oo,precision oon,recall oon,tp_oon,fp_oon,tn_oon,fn_oon,precision on,recall on,tp_on,fp_on,tn_on,fn_on,precision nn,recall nn,tp_nn,fp_nn,tn_nn,fn_nn,Correct Node IDs,Correct Old Node IDs,Precision Old IDs,Recall Old IDs,Correct New Node IDs,Precision New IDs,Recall New IDs,Correct Overall IDs,Precision Overall IDs,Recall Overall IDs
0,0.0,0.0,0,35,2178,43,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,2256,0,0.0,0.0,0,35,2178,43,1.0,0,0.0,0.0,48,1.0,1.0,48,1.0,1.0
1,0.0,0.0,0,153,15409,188,0.0,0.0,0,2,130,0,0.0,0.0,0,0,131,1,0.0,0.0,0,46,15640,64,0.0,0.0,0,72,7313,97,1.0,12,0.41379310344827586,0.5454545454545454,87,0.8969072164948454,0.8365384615384616,126,1.0,1.0
2,0.013574660633484163,0.01060070671378092,3,218,23679,280,0.0,0.0,0,21,1619,0,0.0,0.0,0,0,1613,27,0.0,0.0,0,112,23907,161,0.0,0.0,0,3,2334,15,0.9936305732484076,41,0.4606741573033708,0.6721311475409836,49,0.7205882352941176,0.5104166666666666,156,0.9936305732484076,0.9936305732484076
3,0.01643835616438356,0.01282051282051282,6,359,46045,462,0.0,0.0,0,33,3389,0,0.0,0.0,0,0,3358,64,0.015748031496062992,0.008438818565400843,2,125,46510,235,0.015151515151515152,0.018867924528301886,1,65,5284,52,0.9954128440366973,59,0.4609375,0.7866666666666666,74,0.8222222222222222,0.5174825174825175,217,0.9954128440366973,0.9954128440366973
4,0.00998003992015968,0.008503401360544218,5,496,58208,583,0.0,0.0,0,101,7729,2,0.0,0.0,0,0,7726,106,0.0,0.0,0,117,58852,323,0.0,0.0,0,3,1115,4,0.9959183673469387,89,0.46113989637305697,0.8317757009345794,34,0.6538461538461539,0.2463768115942029,244,0.9959183673469387,0.9959183673469387
5,0.0051635111876075735,0.00411522633744856,3,578,83665,726,0.0,0.0,0,109,11660,3,0.0,0.0,0,0,11624,148,0.0,0.0,0,123,84462,387,0.0,0.0,0,15,3275,16,0.9898305084745763,109,0.48444444444444446,0.8934426229508197,58,0.8285714285714286,0.3352601156069364,292,0.9898305084745763,0.9898305084745763
6,0.012547051442910916,0.010638297872340425,10,787,103573,930,0.0,0.0,0,132,15615,3,0.0,0.0,0,0,15577,173,0.0,0.0,0,231,104618,451,0.0,0.0,0,32,3470,38,0.9643916913946587,126,0.4790874524714829,0.8513513513513513,60,0.8108108108108109,0.31746031746031744,325,0.9643916913946587,0.9643916913946587
7,0.007106598984771574,0.006357856494096276,7,978,123591,1094,0.0,0.0,0,194,26863,3,0.0,0.0,0,0,26803,257,0.0,0.0,0,162,124950,558,0.0,0.0,0,13,2321,18,0.9466666666666667,165,0.5254777070063694,0.8918918918918919,49,0.8032786885245902,0.2578947368421053,355,0.9466666666666667,0.9466666666666667
8,0.013658536585365854,0.012477718360071301,14,1011,120017,1108,0.0036363636363636364,0.2,1,274,29823,4,0.0,0.0,0,0,29838,264,0.011976047904191617,0.0033783783783783786,2,165,121393,590,0.0,0.0,0,13,1868,11,0.8928571428571429,174,0.514792899408284,0.8207547169811321,44,0.8148148148148148,0.24444444444444444,350,0.8928571428571429,0.8928571428571429
9,0.007930214115781126,0.007541478129713424,10,1251,164295,1316,0.006230529595015576,0.25,2,319,35205,6,0.0,0.0,0,0,35179,353,0.0,0.0,0,265,165937,670,0.0,0.0,0,23,7962,25,0.8814655172413793,189,0.5264623955431755,0.8042553191489362,90,0.8571428571428571,0.3930131004366812,409,0.8814655172413793,0.8814655172413793
10,0.008814102564102564,0.009474590869939707,11,1237,156404,1150,0.0,0.0,0,364,42267,11,0.0,0.0,0,0,42310,332,0.006211180124223602,0.001763668430335097,1,160,158075,566,0.0,0.0,0,11,1537,12,0.8453389830508474,207,0.5012106537530266,0.7870722433460076,40,0.6779661016949152,0.19138755980861244,399,0.8453389830508474,0.8453389830508474
11,0.006939090208172706,0.0071315372424722665,9,1288,143756,1253,0.002688172043010753,0.09090909090909091,1,371,43928,10,0.0,0.0,0,0,43969,341,0.0,0.0,0,158,145513,635,0.0,0.0,0,1,378,1,0.8114406779661016,211,0.48842592592592593,0.7562724014336918,20,0.5,0.10362694300518134,383,0.8114406779661016,0.8114406779661016
