Graph_Num,Precision_New,Recall_New,F1_New,Accuracy_New,Precision_Old,Recall_Old,F1_Old,Accuracy_Old,Precision_All,Recall_All,F1_All
0,1.0,1.0,1.0,1.0,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.8341013824884793,0.8341013824884793,0.8341013824884793
1,1.0,1.0,1.0,1.0,0.2,0.2,0.20000000000000004,0.2,0.875968992248062,0.875968992248062,0.875968992248062
2,1.0,1.0,1.0,1.0,0.18333333333333332,0.18333333333333332,0.18333333333333332,0.18333333333333332,0.7896995708154506,0.7896995708154506,0.7896995708154506
3,1.0,1.0,1.0,1.0,0.10752688172043011,0.10752688172043011,0.10752688172043011,0.10752688172043011,0.8065268065268065,0.8065268065268065,0.8065268065268065
4,0.9784172661870504,1.0,0.989090909090909,1.0,0.09876543209876543,0.09195402298850575,0.09523809523809525,0.09195402298850575,0.7799442896935933,0.7799442896935933,0.7799442896935933
5,0.9656862745098039,1.0,0.9825436408977556,1.0,0.1566265060240964,0.14444444444444443,0.15028901734104044,0.14444444444444443,0.7317073170731707,0.7317073170731707,0.7317073170731707
6,0.9743589743589743,1.0,0.9870129870129869,1.0,0.0967741935483871,0.09090909090909091,0.09375000000000001,0.09090909090909091,0.7247706422018348,0.7247706422018348,0.7247706422018348
7,0.9117647058823529,1.0,0.9538461538461539,1.0,0.1956521739130435,0.15517241379310345,0.17307692307692307,0.15517241379310345,0.7307692307692307,0.7307692307692307,0.7307692307692306
8,0.9818417639429312,1.0,0.9908376963350785,1.0,0.12643678160919541,0.09565217391304348,0.10891089108910892,0.09565217391304348,0.9361571516267649,0.9361571516267649,0.9361571516267649
9,0.8679245283018868,1.0,0.9292929292929293,1.0,0.10810810810810811,0.0784313725490196,0.09090909090909091,0.0784313725490196,0.6713286713286714,0.6713286713286714,0.6713286713286714
10,0.9215909090909091,1.0,0.9591957421643997,1.0,0.1791907514450867,0.1493975903614458,0.16294349540078842,0.1493975903614458,0.7120717781402937,0.7120717781402937,0.7120717781402935
11,0.8928571428571429,1.0,0.9433962264150945,1.0,0.10052910052910052,0.08444444444444445,0.09178743961352656,0.08444444444444445,0.6076190476190476,0.6076190476190476,0.6076190476190476
12,0.8895348837209303,1.0,0.9415384615384615,1.0,0.13157894736842105,0.10526315789473684,0.11695906432748537,0.10526315789473684,0.657258064516129,0.657258064516129,0.657258064516129
13,0.8157894736842105,1.0,0.898550724637681,1.0,0.125,0.09,0.10465116279069767,0.09,0.59375,0.59375,0.59375
14,0.7651006711409396,1.0,0.8669201520912547,1.0,0.14545454545454545,0.08888888888888889,0.1103448275862069,0.08888888888888889,0.5980392156862745,0.5980392156862745,0.5980392156862745
15,0.7714285714285715,1.0,0.870967741935484,1.0,0.12698412698412698,0.09195402298850575,0.10666666666666666,0.09195402298850575,0.5297619047619048,0.5297619047619048,0.5297619047619048
16,0.7372262773722628,1.0,0.8487394957983194,1.0,0.13432835820895522,0.08737864077669903,0.10588235294117647,0.08737864077669903,0.5392156862745098,0.5392156862745098,0.5392156862745098
17,0.7058823529411765,1.0,0.8275862068965517,1.0,0.13636363636363635,0.07142857142857142,0.09374999999999999,0.07142857142857142,0.5666666666666667,0.5666666666666667,0.5666666666666667
18,0.5891472868217055,1.0,0.7414634146341463,1.0,0.24324324324324326,0.1,0.14173228346456693,0.1,0.5120481927710844,0.5120481927710844,0.5120481927710844
19,0.696,1.0,0.820754716981132,1.0,0.14285714285714285,0.06060606060606061,0.0851063829787234,0.06060606060606061,0.5947712418300654,0.5947712418300654,0.5947712418300654
20,0.6050420168067226,1.0,0.7539267015706805,1.0,0.1111111111111111,0.04054054054054054,0.05940594059405941,0.04054054054054054,0.5136986301369864,0.5136986301369864,0.5136986301369864
21,0.5985401459854015,1.0,0.7488584474885845,1.0,0.15151515151515152,0.056818181818181816,0.08264462809917356,0.056818181818181816,0.5117647058823529,0.5117647058823529,0.5117647058823529
22,0.6580645161290323,1.0,0.7937743190661478,1.0,0.1111111111111111,0.05102040816326531,0.06993006993006994,0.05102040816326531,0.535,0.535,0.535
23,0.719626168224299,1.0,0.8369565217391304,1.0,0.11538461538461539,0.05357142857142857,0.07317073170731707,0.05357142857142857,0.6015037593984962,0.6015037593984962,0.6015037593984962
24,0.7171717171717171,1.0,0.8352941176470587,1.0,0.07692307692307693,0.037037037037037035,0.05,0.037037037037037035,0.584,0.584,0.584
25,0.8253968253968254,1.0,0.9043478260869565,1.0,0.14285714285714285,0.07352941176470588,0.09708737864077668,0.07352941176470588,0.71875,0.71875,0.71875
26,0.7348484848484849,1.0,0.8471615720524017,1.0,0.1111111111111111,0.04838709677419355,0.06741573033707865,0.04838709677419355,0.6289308176100629,0.6289308176100629,0.6289308176100629
27,0.7311827956989247,1.0,0.84472049689441,1.0,0.32432432432432434,0.1935483870967742,0.24242424242424238,0.1935483870967742,0.6153846153846154,0.6153846153846154,0.6153846153846154
28,0.6931818181818182,1.0,0.8187919463087248,1.0,0.09523809523809523,0.041666666666666664,0.057971014492753624,0.041666666666666664,0.5779816513761468,0.5779816513761468,0.5779816513761468
29,0.7672413793103449,1.0,0.8682926829268294,1.0,0.12,0.057692307692307696,0.07792207792207792,0.057692307692307696,0.6524822695035462,0.6524822695035462,0.6524822695035462
30,0.6666666666666666,1.0,0.8,1.0,0.12,0.057692307692307696,0.07792207792207792,0.057692307692307696,0.5377358490566038,0.5377358490566038,0.5377358490566038
31,0.5813953488372093,1.0,0.7352941176470588,1.0,0.21052631578947367,0.07272727272727272,0.1081081081081081,0.07272727272727272,0.5142857142857142,0.5142857142857142,0.5142857142857142
32,0.27371956339210746,1.0,0.4297956493078444,1.0,0.14285714285714285,0.004479283314669653,0.008686210640608035,0.004479283314669653,0.27071369975389664,0.27071369975389664,0.27071369975389664
33,0.6637168141592921,1.0,0.797872340425532,1.0,0.08064516129032258,0.05,0.06172839506172839,0.05,0.45714285714285713,0.45714285714285713,0.45714285714285713
34,0.5892857142857143,1.0,0.7415730337078651,1.0,0.10416666666666667,0.042735042735042736,0.06060606060606061,0.042735042735042736,0.48148148148148145,0.48148148148148145,0.48148148148148145
35,0.5486725663716814,1.0,0.7085714285714285,1.0,0.061224489795918366,0.03,0.040268456375838924,0.03,0.4012345679012346,0.4012345679012346,0.4012345679012346
36,0.6190476190476191,1.0,0.7647058823529412,1.0,0.15384615384615385,0.06315789473684211,0.08955223880597014,0.06315789473684211,0.521505376344086,0.521505376344086,0.521505376344086
37,0.5299145299145299,1.0,0.6927374301675978,1.0,0.06451612903225806,0.03418803418803419,0.0446927374301676,0.03418803418803419,0.3687150837988827,0.3687150837988827,0.3687150837988827
38,0.6526315789473685,1.0,0.7898089171974523,1.0,0.14814814814814814,0.06666666666666667,0.09195402298850576,0.06666666666666667,0.5409836065573771,0.5409836065573771,0.5409836065573771
39,0.6821705426356589,1.0,0.8110599078341014,1.0,0.21052631578947367,0.10126582278481013,0.13675213675213674,0.10126582278481013,0.5748502994011976,0.5748502994011976,0.5748502994011976
