Epoch: 01 | Edge Type: o-o-bank | Train Loss: 0.5646 | Train AUCROC: 0.4920 | GPU: 0.0MiB
Epoch: 01 | Edge Type: o-o-nobank | Train Loss: 0.6609 | Train AUCROC: 0.4966 | GPU: 0.0MiB
Epoch: 01 | Edge Type: o-n | Train Loss: 0.6767 | Train AUCROC: 0.5051 | GPU: 0.0MiB
Epoch: 01 | Edge Type: n-n | Train Loss: 0.6932 | Train AUCROC: 0.5000 | GPU: 0.0MiB
Epoch: 02 | Edge Type: o-o-bank | Train Loss: 0.5279 | Train AUCROC: 0.4947 | GPU: 0.0MiB
Epoch: 02 | Edge Type: o-o-nobank | Train Loss: 0.6503 | Train AUCROC: 0.5221 | GPU: 0.0MiB
Epoch: 02 | Edge Type: o-n | Train Loss: 0.6727 | Train AUCROC: 0.5048 | GPU: 0.0MiB
Epoch: 02 | Edge Type: n-n | Train Loss: 0.6931 | Train AUCROC: 0.4999 | GPU: 0.0MiB
Epoch: 01 | Edge Type: o-o-nobank | Train Loss: 0.6624 | Train AUCROC: 0.5026 | GPU: 0.0MiB
Epoch: 01 | Edge Type: o-n | Train Loss: 0.6795 | Train AUCROC: 0.4912 | GPU: 0.0MiB
Epoch: 01 | Edge Type: n-n | Train Loss: 0.6932 | Train AUCROC: 0.5000 | GPU: 0.0MiB
Epoch: 03 | Edge Type: o-o-bank | Train Loss: 0.5224 | Train AUCROC: 0.4779 | GPU: 0.0MiB
Epoch: 03 | Edge Type: o-o-nobank | Train Loss: 0.6464 | Train AUCROC: 0.4916 | GPU: 0.0MiB
Epoch: 03 | Edge Type: o-n | Train Loss: 0.6685 | Train AUCROC: 0.4981 | GPU: 0.0MiB
Epoch: 03 | Edge Type: n-n | Train Loss: 0.6931 | Train AUCROC: 0.5001 | GPU: 0.0MiB
Epoch: 02 | Edge Type: o-o-nobank | Train Loss: 0.6525 | Train AUCROC: 0.5058 | GPU: 0.0MiB
Epoch: 02 | Edge Type: o-n | Train Loss: 0.6729 | Train AUCROC: 0.4998 | GPU: 0.0MiB
Epoch: 02 | Edge Type: n-n | Train Loss: 0.6931 | Train AUCROC: 0.5000 | GPU: 0.0MiB
Epoch: 04 | Edge Type: o-o-bank | Train Loss: 0.5198 | Train AUCROC: 0.5007 | GPU: 0.0MiB
Epoch: 04 | Edge Type: o-o-nobank | Train Loss: 0.6396 | Train AUCROC: 0.4902 | GPU: 0.0MiB
Epoch: 04 | Edge Type: o-n | Train Loss: 0.6662 | Train AUCROC: 0.4946 | GPU: 0.0MiB
Epoch: 04 | Edge Type: n-n | Train Loss: 0.6931 | Train AUCROC: 0.5000 | GPU: 0.0MiB
Epoch: 03 | Edge Type: o-o-nobank | Train Loss: 0.6464 | Train AUCROC: 0.5060 | GPU: 0.0MiB
Epoch: 03 | Edge Type: o-n | Train Loss: 0.6686 | Train AUCROC: 0.4985 | GPU: 0.0MiB
Epoch: 03 | Edge Type: n-n | Train Loss: 0.6931 | Train AUCROC: 0.5000 | GPU: 0.0MiB
Epoch: 05 | Edge Type: o-o-bank | Train Loss: 0.5184 | Train AUCROC: 0.4806 | GPU: 0.0MiB
Epoch: 05 | Edge Type: o-o-nobank | Train Loss: 0.6326 | Train AUCROC: 0.4914 | GPU: 0.0MiB
Epoch: 05 | Edge Type: o-n | Train Loss: 0.6635 | Train AUCROC: 0.4963 | GPU: 0.0MiB
Epoch: 05 | Edge Type: n-n | Train Loss: 0.6931 | Train AUCROC: 0.5000 | GPU: 0.0MiB
Epoch: 04 | Edge Type: o-o-nobank | Train Loss: 0.6442 | Train AUCROC: 0.4968 | GPU: 0.0MiB
Epoch: 04 | Edge Type: o-n | Train Loss: 0.6678 | Train AUCROC: 0.5004 | GPU: 0.0MiB
Epoch: 04 | Edge Type: n-n | Train Loss: 0.6931 | Train AUCROC: 0.5000 | GPU: 0.0MiB
Epoch: 05 | Edge Type: o-o-nobank | Train Loss: 0.6404 | Train AUCROC: 0.4904 | GPU: 0.0MiB
Epoch: 05 | Edge Type: o-n | Train Loss: 0.6663 | Train AUCROC: 0.5073 | GPU: 0.0MiB
Epoch: 05 | Edge Type: n-n | Train Loss: 0.6931 | Train AUCROC: 0.5000 | GPU: 0.0MiB
Epoch: 06 | Edge Type: o-o-bank | Train Loss: 0.5170 | Train AUCROC: 0.4863 | GPU: 0.0MiB
Epoch: 06 | Edge Type: o-o-nobank | Train Loss: 0.6395 | Train AUCROC: 0.4973 | GPU: 0.0MiB
Epoch: 06 | Edge Type: o-n | Train Loss: 0.6605 | Train AUCROC: 0.5003 | GPU: 0.0MiB
Epoch: 06 | Edge Type: n-n | Train Loss: 0.6931 | Train AUCROC: 0.5000 | GPU: 0.0MiB
Epoch: 06 | Edge Type: o-o-nobank | Train Loss: 0.6340 | Train AUCROC: 0.5059 | GPU: 0.0MiB
Epoch: 06 | Edge Type: o-n | Train Loss: 0.6637 | Train AUCROC: 0.5046 | GPU: 0.0MiB
Epoch: 06 | Edge Type: n-n | Train Loss: 0.6931 | Train AUCROC: 0.5001 | GPU: 0.0MiB
Epoch: 07 | Edge Type: o-o-bank | Train Loss: 0.5152 | Train AUCROC: 0.5086 | GPU: 0.0MiB
Epoch: 07 | Edge Type: o-o-nobank | Train Loss: 0.6301 | Train AUCROC: 0.4934 | GPU: 0.0MiB
Epoch: 07 | Edge Type: o-n | Train Loss: 0.6582 | Train AUCROC: 0.4994 | GPU: 0.0MiB
Epoch: 07 | Edge Type: n-n | Train Loss: 0.6931 | Train AUCROC: 0.5000 | GPU: 0.0MiB
Epoch: 07 | Edge Type: o-o-nobank | Train Loss: 0.6273 | Train AUCROC: 0.5204 | GPU: 0.0MiB
Epoch: 07 | Edge Type: o-n | Train Loss: 0.6626 | Train AUCROC: 0.4942 | GPU: 0.0MiB
Epoch: 07 | Edge Type: n-n | Train Loss: 0.6931 | Train AUCROC: 0.5000 | GPU: 0.0MiB
Epoch: 08 | Edge Type: o-o-bank | Train Loss: 0.5144 | Train AUCROC: 0.4868 | GPU: 0.0MiB
Epoch: 08 | Edge Type: o-o-nobank | Train Loss: 0.6271 | Train AUCROC: 0.4984 | GPU: 0.0MiB
Epoch: 08 | Edge Type: o-n | Train Loss: 0.6604 | Train AUCROC: 0.5015 | GPU: 0.0MiB
Epoch: 08 | Edge Type: n-n | Train Loss: 0.6931 | Train AUCROC: 0.4999 | GPU: 0.0MiB
Epoch: 08 | Edge Type: o-o-nobank | Train Loss: 0.6228 | Train AUCROC: 0.4972 | GPU: 0.0MiB
Epoch: 08 | Edge Type: o-n | Train Loss: 0.6599 | Train AUCROC: 0.5016 | GPU: 0.0MiB
Epoch: 08 | Edge Type: n-n | Train Loss: 0.6931 | Train AUCROC: 0.5000 | GPU: 0.0MiB
Epoch: 09 | Edge Type: o-o-bank | Train Loss: 0.5134 | Train AUCROC: 0.4908 | GPU: 0.0MiB
Epoch: 09 | Edge Type: o-o-nobank | Train Loss: 0.6207 | Train AUCROC: 0.5044 | GPU: 0.0MiB
Epoch: 09 | Edge Type: o-n | Train Loss: 0.6562 | Train AUCROC: 0.4933 | GPU: 0.0MiB
Epoch: 09 | Edge Type: n-n | Train Loss: 0.6931 | Train AUCROC: 0.5000 | GPU: 0.0MiB
Epoch: 09 | Edge Type: o-o-nobank | Train Loss: 0.6180 | Train AUCROC: 0.5041 | GPU: 0.0MiB
Epoch: 09 | Edge Type: o-n | Train Loss: 0.6566 | Train AUCROC: 0.4961 | GPU: 0.0MiB
Epoch: 09 | Edge Type: n-n | Train Loss: 0.6931 | Train AUCROC: 0.5000 | GPU: 0.0MiB
Epoch: 10 | Edge Type: o-o-bank | Train Loss: 0.5109 | Train AUCROC: 0.5081 | GPU: 0.0MiB
Epoch: 10 | Edge Type: o-o-nobank | Train Loss: 0.6201 | Train AUCROC: 0.5130 | GPU: 0.0MiB
Epoch: 10 | Edge Type: o-n | Train Loss: 0.6528 | Train AUCROC: 0.5018 | GPU: 0.0MiB
Epoch: 10 | Edge Type: n-n | Train Loss: 0.6931 | Train AUCROC: 0.5000 | GPU: 0.0MiB
Epoch: 10 | Edge Type: o-o-nobank | Train Loss: 0.6127 | Train AUCROC: 0.5015 | GPU: 0.0MiB
Epoch: 10 | Edge Type: o-n | Train Loss: 0.6536 | Train AUCROC: 0.4950 | GPU: 0.0MiB
Epoch: 10 | Edge Type: n-n | Train Loss: 0.6931 | Train AUCROC: 0.5000 | GPU: 0.0MiB
Epoch: 11 | Edge Type: o-o-nobank | Train Loss: 0.6083 | Train AUCROC: 0.5017 | GPU: 0.0MiB
Epoch: 11 | Edge Type: o-n | Train Loss: 0.6601 | Train AUCROC: 0.5015 | GPU: 0.0MiB
Epoch: 11 | Edge Type: n-n | Train Loss: 0.6931 | Train AUCROC: 0.5001 | GPU: 0.0MiB
Epoch: 11 | Edge Type: o-o-bank | Train Loss: 0.5117 | Train AUCROC: 0.4946 | GPU: 0.0MiB
Epoch: 11 | Edge Type: o-o-nobank | Train Loss: 0.6104 | Train AUCROC: 0.5014 | GPU: 0.0MiB
Epoch: 11 | Edge Type: o-n | Train Loss: 0.6519 | Train AUCROC: 0.4980 | GPU: 0.0MiB
Epoch: 11 | Edge Type: n-n | Train Loss: 0.6931 | Train AUCROC: 0.4997 | GPU: 0.0MiB
Epoch: 12 | Edge Type: o-o-nobank | Train Loss: 0.6100 | Train AUCROC: 0.5028 | GPU: 0.0MiB
Epoch: 12 | Edge Type: o-n | Train Loss: 0.6605 | Train AUCROC: 0.4970 | GPU: 0.0MiB
Epoch: 12 | Edge Type: n-n | Train Loss: 0.6931 | Train AUCROC: 0.5001 | GPU: 0.0MiB
Epoch: 12 | Edge Type: o-o-bank | Train Loss: 0.5101 | Train AUCROC: 0.5028 | GPU: 0.0MiB
Epoch: 12 | Edge Type: o-o-nobank | Train Loss: 0.6052 | Train AUCROC: 0.4944 | GPU: 0.0MiB
Epoch: 12 | Edge Type: o-n | Train Loss: 0.6492 | Train AUCROC: 0.4981 | GPU: 0.0MiB
Epoch: 12 | Edge Type: n-n | Train Loss: 0.6931 | Train AUCROC: 0.5000 | GPU: 0.0MiB
Epoch: 13 | Edge Type: o-o-nobank | Train Loss: 0.6045 | Train AUCROC: 0.4811 | GPU: 0.0MiB
Epoch: 13 | Edge Type: o-n | Train Loss: 0.6542 | Train AUCROC: 0.4970 | GPU: 0.0MiB
Epoch: 13 | Edge Type: n-n | Train Loss: 0.6931 | Train AUCROC: 0.5001 | GPU: 0.0MiB
Epoch: 13 | Edge Type: o-o-bank | Train Loss: 0.5081 | Train AUCROC: 0.4918 | GPU: 0.0MiB
Epoch: 13 | Edge Type: o-o-nobank | Train Loss: 0.6047 | Train AUCROC: 0.4938 | GPU: 0.0MiB
Epoch: 13 | Edge Type: o-n | Train Loss: 0.6461 | Train AUCROC: 0.5000 | GPU: 0.0MiB
Epoch: 13 | Edge Type: n-n | Train Loss: 0.6931 | Train AUCROC: 0.5001 | GPU: 0.0MiB
Epoch: 14 | Edge Type: o-o-nobank | Train Loss: 0.5973 | Train AUCROC: 0.5039 | GPU: 0.0MiB
Epoch: 14 | Edge Type: o-n | Train Loss: 0.6479 | Train AUCROC: 0.5000 | GPU: 0.0MiB
Epoch: 14 | Edge Type: n-n | Train Loss: 0.6931 | Train AUCROC: 0.5000 | GPU: 0.0MiB
Epoch: 15 | Edge Type: o-o-nobank | Train Loss: 0.5947 | Train AUCROC: 0.5111 | GPU: 0.0MiB
Epoch: 15 | Edge Type: o-n | Train Loss: 0.6487 | Train AUCROC: 0.4897 | GPU: 0.0MiB
Epoch: 15 | Edge Type: n-n | Train Loss: 0.6931 | Train AUCROC: 0.5000 | GPU: 0.0MiB
Epoch: 14 | Edge Type: o-o-bank | Train Loss: 0.5066 | Train AUCROC: 0.4940 | GPU: 0.0MiB
Epoch: 14 | Edge Type: o-o-nobank | Train Loss: 0.5992 | Train AUCROC: 0.4843 | GPU: 0.0MiB
Epoch: 14 | Edge Type: o-n | Train Loss: 0.6466 | Train AUCROC: 0.5060 | GPU: 0.0MiB
Epoch: 14 | Edge Type: n-n | Train Loss: 0.6931 | Train AUCROC: 0.5000 | GPU: 0.0MiB
Epoch: 16 | Edge Type: o-o-nobank | Train Loss: 0.5888 | Train AUCROC: 0.5130 | GPU: 0.0MiB
Epoch: 16 | Edge Type: o-n | Train Loss: 0.6451 | Train AUCROC: 0.5011 | GPU: 0.0MiB
Epoch: 16 | Edge Type: n-n | Train Loss: 0.6931 | Train AUCROC: 0.5000 | GPU: 0.0MiB
Epoch: 15 | Edge Type: o-o-bank | Train Loss: 0.5080 | Train AUCROC: 0.4869 | GPU: 0.0MiB
Epoch: 15 | Edge Type: o-o-nobank | Train Loss: 0.5942 | Train AUCROC: 0.4911 | GPU: 0.0MiB
Epoch: 15 | Edge Type: o-n | Train Loss: 0.6390 | Train AUCROC: 0.4986 | GPU: 0.0MiB
Epoch: 15 | Edge Type: n-n | Train Loss: 0.6931 | Train AUCROC: 0.5000 | GPU: 0.0MiB
Epoch: 17 | Edge Type: o-o-nobank | Train Loss: 0.5860 | Train AUCROC: 0.4995 | GPU: 0.0MiB
Epoch: 17 | Edge Type: o-n | Train Loss: 0.6414 | Train AUCROC: 0.5002 | GPU: 0.0MiB
Epoch: 17 | Edge Type: n-n | Train Loss: 0.6931 | Train AUCROC: 0.5000 | GPU: 0.0MiB
Epoch: 16 | Edge Type: o-o-bank | Train Loss: 0.5055 | Train AUCROC: 0.4917 | GPU: 0.0MiB
Epoch: 16 | Edge Type: o-o-nobank | Train Loss: 0.5945 | Train AUCROC: 0.5144 | GPU: 0.0MiB
Epoch: 16 | Edge Type: o-n | Train Loss: 0.6373 | Train AUCROC: 0.5039 | GPU: 0.0MiB
Epoch: 16 | Edge Type: n-n | Train Loss: 0.6931 | Train AUCROC: 0.4999 | GPU: 0.0MiB
Epoch: 18 | Edge Type: o-o-nobank | Train Loss: 0.5834 | Train AUCROC: 0.4989 | GPU: 0.0MiB
Epoch: 18 | Edge Type: o-n | Train Loss: 0.6370 | Train AUCROC: 0.5048 | GPU: 0.0MiB
Epoch: 18 | Edge Type: n-n | Train Loss: 0.6931 | Train AUCROC: 0.5001 | GPU: 0.0MiB
Epoch: 17 | Edge Type: o-o-bank | Train Loss: 0.5049 | Train AUCROC: 0.4950 | GPU: 0.0MiB
Epoch: 17 | Edge Type: o-o-nobank | Train Loss: 0.5888 | Train AUCROC: 0.4967 | GPU: 0.0MiB
Epoch: 17 | Edge Type: o-n | Train Loss: 0.6311 | Train AUCROC: 0.4949 | GPU: 0.0MiB
Epoch: 17 | Edge Type: n-n | Train Loss: 0.6931 | Train AUCROC: 0.5000 | GPU: 0.0MiB
Epoch: 19 | Edge Type: o-o-nobank | Train Loss: 0.5808 | Train AUCROC: 0.4886 | GPU: 0.0MiB
Epoch: 19 | Edge Type: o-n | Train Loss: 0.6370 | Train AUCROC: 0.5047 | GPU: 0.0MiB
Epoch: 19 | Edge Type: n-n | Train Loss: 0.6931 | Train AUCROC: 0.5000 | GPU: 0.0MiB
Epoch: 20 | Edge Type: o-o-nobank | Train Loss: 0.5752 | Train AUCROC: 0.5012 | GPU: 0.0MiB
Epoch: 20 | Edge Type: o-n | Train Loss: 0.6370 | Train AUCROC: 0.4954 | GPU: 0.0MiB
Epoch: 20 | Edge Type: n-n | Train Loss: 0.6931 | Train AUCROC: 0.5000 | GPU: 0.0MiB
Epoch: 18 | Edge Type: o-o-bank | Train Loss: 0.5024 | Train AUCROC: 0.4879 | GPU: 0.0MiB
Epoch: 18 | Edge Type: o-o-nobank | Train Loss: 0.5904 | Train AUCROC: 0.5073 | GPU: 0.0MiB
Epoch: 18 | Edge Type: o-n | Train Loss: 0.6285 | Train AUCROC: 0.5019 | GPU: 0.0MiB
Epoch: 18 | Edge Type: n-n | Train Loss: 0.6931 | Train AUCROC: 0.5000 | GPU: 0.0MiB
Epoch: 21 | Edge Type: o-o-nobank | Train Loss: 0.5707 | Train AUCROC: 0.5149 | GPU: 0.0MiB
Epoch: 21 | Edge Type: o-n | Train Loss: 0.6303 | Train AUCROC: 0.4986 | GPU: 0.0MiB
Epoch: 21 | Edge Type: n-n | Train Loss: 0.6931 | Train AUCROC: 0.5000 | GPU: 0.0MiB
Epoch: 19 | Edge Type: o-o-bank | Train Loss: 0.5018 | Train AUCROC: 0.4906 | GPU: 0.0MiB
Epoch: 19 | Edge Type: o-o-nobank | Train Loss: 0.5883 | Train AUCROC: 0.5080 | GPU: 0.0MiB
Epoch: 19 | Edge Type: o-n | Train Loss: 0.6288 | Train AUCROC: 0.5032 | GPU: 0.0MiB
Epoch: 19 | Edge Type: n-n | Train Loss: 0.6931 | Train AUCROC: 0.5000 | GPU: 0.0MiB
Epoch: 22 | Edge Type: o-o-nobank | Train Loss: 0.5692 | Train AUCROC: 0.4855 | GPU: 0.0MiB
Epoch: 22 | Edge Type: o-n | Train Loss: 0.6269 | Train AUCROC: 0.5004 | GPU: 0.0MiB
Epoch: 22 | Edge Type: n-n | Train Loss: 0.6931 | Train AUCROC: 0.5001 | GPU: 0.0MiB
Epoch: 20 | Edge Type: o-o-bank | Train Loss: 0.5027 | Train AUCROC: 0.4932 | GPU: 0.0MiB
Epoch: 20 | Edge Type: o-o-nobank | Train Loss: 0.5861 | Train AUCROC: 0.4995 | GPU: 0.0MiB
Epoch: 20 | Edge Type: o-n | Train Loss: 0.6247 | Train AUCROC: 0.5011 | GPU: 0.0MiB
