Graph Number,Average Node Degree,Unique Degree Count,Degree Centrality,Assortivity Coefficient,Clustering Coefficient,Density,Number of Weakly Connected Components,Number of Strongly Connected Components,Number of Nodes,Number of Edges,Eigenvalue_1,Eigenvalue_2,Eigenvalue_3,Eigenvalue_4,Eigenvalue_5,Kernel Distance
0,-1.4230769230769231,-5,-0.005494505494505495,-inf,0.0,-0.002747252747252747,179,4,0,-185,1.0000000089878023,-1.0000000082047036,-1.0,1.0,-1.0,63241.095238095295
0,-1.2274678111587982,-3,-0.0052908095308568884,-inf,0.0,-0.0026454047654284447,141,2,0,-143,-1.0,1.0,-1.0,1.0,0.0,30687.809523809552
0,-1.2151898734177216,-3,-0.005149109633125939,inf,0.0,-0.0025745548165629693,142,2,0,-144,-1.0,1.0,-1.0,1.0,0.0,41164.00000000004
0,-1.0839160839160837,0,-0.0038032143295301194,-0.11475742466283084,-0.00815850815850816,-0.0019016071647650597,169,3,0,-155,-1.0,1.0,-1.0,1.0,-1.0,162607.9047619049
0,-0.9692307692307692,-2,-0.002491595807791182,,-0.005982905982905983,-0.0012457979038955902,184,4,0,-189,-1.0,1.0,-1.0,1.0,-1.0,860446.5238095247
0,-0.86328125,-1,-0.001689395792563601,-0.17671243430068612,-0.0063048466832646526,-0.0008446978962818005,216,8,0,-221,-1.0,1.0,-1.0,1.0,-1.0,2048141.8571428594
0,-0.719626168224299,2,-0.001122661728899063,-0.06877935841399682,-0.005183953306596363,-0.0005613308644495312,225,8,0,-231,-1.0,1.0,-1.0,1.0,-1.0,11592768.42857144
0,-0.4383116883116882,1,-0.00035606148522476723,0.14243218470182128,-0.023173367973756465,-0.0001780307426123835,17,11,0,-270,-1.0000000242629414,-1.0,1.0,-1.0,1.0,732707092.0000007
0,-0.48034515819750734,0,-0.00023038137083813287,0.10646437180670903,0.08712124490456638,-0.00011519068541906649,161,23,0,-501,-1.9271419915062473,1.0000000000000013,1.0000000000000009,1.0000000000000004,1.0000000000000004,33464336380.523846
0,-0.48951048951048937,4,-0.00019024892713194312,0.10927133629514629,0.08541532802045573,-9.51244635659715e-05,500,38,0,-630,1.138798891707311e+23,-1.1387988917073109e+23,1.4142135623730934,-1.3247179572447458,1.0000000000000018,9710075355.52382
0,-0.451749734888653,4,-0.00015974177329867523,0.15685580384159675,0.06473525776090891,-7.987088664933751e-05,306,50,0,-639,-3.595986206141153e+22,3.595986206141152e+22,1.4142135623730943,-1.4142135623730943,1.4142135623730916,28077272280.23813
0,-0.3637606837606837,6,-0.00012440515860488526,0.20754135744047494,0.06791341147170683,-6.220257930244252e-05,241,50,0,-532,-5.862998711789962e+22,5.862998711789961e+22,1.4142135623730965,-1.414213562373096,1.414213562373095,21185946966.476215
0,-0.3495989304812832,2,-0.00011688362771022508,0.24453671368380475,0.06620945553182941,-5.8441813855112594e-05,180,51,0,-523,7.091509350728595e+21,-7.091509350728593e+21,-1.7320508075688772,1.4142135623730978,-1.4142135623730976,19653447125.666687
0,-0.17233727810650912,2,-3.187299391649881e-05,0.1123418137976801,0.07692646718689372,-1.5936496958249405e-05,185,87,0,-466,6.328272931550763e+21,-6.328272931550762e+21,1.73205080756888,-1.732050807568879,-1.4422495703074036,2012879407495.9548
