Graph Number,Average Node Degree,Unique Degree Count,Degree Centrality,Assortivity Coefficient,Clustering Coefficient,Density,Number of Weakly Connected Components,Number of Strongly Connected Components,Number of Nodes,Number of Edges,Eigenvalue_1,Eigenvalue_2,Eigenvalue_3,Eigenvalue_4,Eigenvalue_5,Kernel Distance
0,-0.2703703703703706,4,-0.0005016147873290735,-0.13653182957210022,0.021178526946909332,-0.0002508073936645363,-5,-35,0,-73,-5.790974374659574,-0.03540821683427575,-0.09615695689544745,-5.340593750236243,-0.1787709064963101,350357.66666666686
0,-0.03007518796992459,2,-5.663877207142277e-05,-0.1922187048980653,0.021695948758247346,-2.8319386035710516e-05,-25,-32,0,-8,-0.23146132792708274,-5.790279281249489,0.29030214005785204,-5.504314842264977,0.224926882304056,294282.9523809525
0,0.0,5,0.0,-0.18861211854986154,0.030265546386238427,0.0,19,-41,0,0,0.5004890738132541,-6.826026885314974,1.2092201496140427,0.9474637287145677,0.26724959493365175,294137.8095238096
0,0.0,6,-8.673617379884035e-19,-0.24618123429261346,0.03296047536990487,0.0,-7,-51,0,0,-0.5476662923105255,-5.6712837239913085,-0.3686328740106326,-0.280556347858389,-0.35883615974993566,319924.61904761917
0,0.0,6,0.0,-0.22030779605112472,0.03539617775467393,0.0,43,-35,0,0,0.13991910131335672,-7.030061600997003,0.4851605986838661,-5.899073611789218,0.6580349409059569,247533.38095238103
0,0.0,8,0.0,-0.2557104454525102,0.0781636978456427,0.0,61,-25,0,0,0.03332476221756675,-6.067997376791675,-5.829576174093733,-0.14960026436785823,-5.349232008890494,245804.85714285722
0,0.0,9,-1.734723475976807e-18,-0.1368358827692543,0.05198365750729562,0.0,155,-8,0,0,0.1396675401085905,0.534443418224821,0.08453152804066688,-0.5509766238927134,-5.014812260466622,561187.8571428573
0,0.0,9,8.673617379884035e-19,-0.1637533895099305,0.07839216299444021,0.0,101,15,0,0,0.7822798981307395,0.15429283020106555,0.2546631214008843,0.4962394336086482,0.2543683167290851,493127.19047619076
0,0.0,7,0.0,-0.2417970314443212,0.0802482044156812,0.0,73,44,0,0,2.3779806048458285,0.3126575688110549,-0.1302542577442165,-5.727539428239792,-5.727539428239792,303790.61904761917
0,0.0,8,8.673617379884035e-19,-0.22615825107738322,0.08487531076308209,0.0,85,49,0,0,1.3578917957131909,-7.350902531005152,0.22884891160251053,0.5586902755626615,0.7143846012468615,446756.8571428574
0,0.0,12,0.0,-0.17637610528632391,0.03415277706221582,0.0,125,26,0,0,-0.058593508821988216,0.3163395920699825,-5.875260733094418,0.5259290015515998,0.4889737662954312,361235.57142857154
0,0.0,5,-8.673617379884035e-19,-0.30807617932886877,0.05649744924609312,0.0,94,50,0,0,-2.000637758603602,-0.26651916727201685,-0.43985295338312014,-5.382751253687608,-0.5099683526320429,470841.95238095266
0,0.0,7,-8.673617379884035e-19,-0.3876021911865246,0.08335360187227275,0.0,94,38,0,0,-1.4093395631932109,-0.28793728378349126,-5.745769685499232,-0.33070010585790666,-0.13333040546067831,262824.8095238097
0,0.0,9,0.0,-0.45393830309738803,0.04304275061037339,0.0,107,54,0,0,-0.34871659482766937,0.8306977097021435,-6.3277325152192425,0.04647475297175285,0.13391731401865004,554929.8095238098
0,0.0,7,0.0,-0.49927924554444625,0.0787631670346732,0.0,94,31,0,0,-0.6827497375104175,0.5683000655089869,-6.621686219275248,0.5219832178060555,0.2391309416116134,523914.7619047621
0,0.0,2,0.0,-0.4148496424843564,0.07704202716838533,0.0,48,41,0,0,0.08012255313738503,-6.119815458298262,-5.520529149660137,-0.8124505896061001,-4.61805170083492,555512.3333333337
0,0.0,9,-8.673617379884035e-19,-0.38659378061460936,0.07357152587607696,0.0,169,20,0,0,0.7043430587784592,0.8212890154893566,-6.331080087767429,-6.168664650425415,-4.8540722246617705,1163399.0000000005
0,0.0,10,-8.673617379884035e-19,-0.5762554231938368,0.054601091626505976,0.0,100,32,0,0,-0.37140917059829626,-8.89017611386021,1.0772715547217322,1.0873067093433786,0.7972753320920103,555819.8571428574
0,0.0,8,0.0,-0.4339289505289715,0.08423441115700558,0.0,200,45,0,0,0.2365416420322104,0.32129715081392973,0.10296256004230209,1.0064226197011532,0.6759495451657145,293299.66666666674
0,0.0,10,0.0,-0.5116590510198465,0.07877741198860183,0.0,117,62,0,0,0.15089154237478297,0.10001798852879107,0.3315061518385405,-6.498855256723186,-5.680923796896398,386264.5714285716
0,0.0,7,0.0,-0.39606738304371436,0.06531887425431786,0.0,77,81,0,0,-0.32664741440361356,0.1798756689291494,-0.04871544534025363,0.17978951852545144,0.20230747909227764,1904050.6190476208
0,0.0,9,-8.673617379884035e-19,-0.38950931426708724,0.08110926169706496,0.0,180,32,0,0,0.10054278795604787,-6.5116749321429435,0.322805038346186,-0.022169552564330175,-0.01883928751875441,467914.3333333336
0,0.0,8,0.0,-0.39917045728683814,0.07881404799040226,0.0,128,38,0,0,1.1207098412813083,-6.523668533450161,-5.969903280215502,0.6496015633671561,0.6592364107029791,985407.8095238102
0,0.0,11,-8.673617379884035e-19,-0.3469264226785278,0.11335622717452792,0.0,156,38,0,0,2.0767928455025495,-0.0959127434437832,0.2479067637487411,0.25292281213363443,0.07701752309183973,916968.1428571434
0,0.0,16,0.0,-0.443467121324431,0.07140759275080884,0.0,185,22,0,0,1.5745368963490827,-7.8686360357704555,1.6580743892968162,0.9861598622652359,0.8856933016412936,744289.0000000005
0,0.0,12,0.0,-0.45152550674650044,0.1689703742558637,0.0,134,34,0,0,-0.2513499228366727,0.2195210986517857,0.21322744371167124,0.20621192338904715,0.033074839467022166,696056.190476191
0,0.0,12,0.0,-0.42618004620856353,0.07704134222721642,0.0,168,50,0,0,-0.16581063573070054,-0.5521160367651072,-0.27961800571800177,-4.8136224534587715,-0.48737661464639404,744409.9523809527
0,0.0,10,-8.673617379884035e-19,-0.5110253589371297,0.0583885931004679,0.0,147,53,0,0,0.4484028232343693,-6.5213523042497,0.3779072365421947,-0.21054468766716816,-0.4738290595447543,1886344.0952380965
0,0.0,11,0.0,-0.5476951879327181,-0.019811722453836507,0.0,180,80,0,0,-0.7361887123912676,-4.970662526053001,-1.7444018875053309,-3.8700341296480154,-1.5269842055338836,2434756.9047619062
0,0.0,16,8.673617379884035e-19,-0.42755849805472734,0.04884235844490224,0.0,257,36,0,0,0.41440223072840165,-0.09251478310556838,0.04642341389331728,-5.620749322760977,0.12761031909472287,740312.4761904764
0,0.0,12,1.734723475976807e-18,-0.41846500419367816,0.07513647878150947,0.0,197,18,0,0,2.3052657657845272,1.3476644000970524,1.1326068015419533,1.5158193252534704,0.9554366402736898,1014196.4285714289
0,0.0,10,0.0,-0.3673682277658882,0.0475148642863822,0.0,82,78,0,0,-0.3416771976458506,-1.2856968868844652,-0.8548927843616316,-4.569545210937983,-1.1023676841207477,1000616.7619047624
0,0.0,13,0.0,-0.4005881888006575,0.10459270993712466,0.0,177,12,0,0,2.436946313180262,1.0341748392762602,-7.495369883921209,1.531254414864827,1.1942012690609394,483562.666666667
0,0.0,12,0.0,-0.363117175013516,0.11529865829805062,0.0,168,42,0,0,1.494252385452068,1.0825010583446533,-0.023469842424295173,-5.207065582387701,-4.961036147370829,2002065.1428571441
