Graph Number,precision overall,recall overall,tp_overall,fp_overall,tn_overall,fn_overall,precision oo,recall oo,tp_oo,fp_oo,tn_oo,fn_oo,precision oon,recall oon,tp_oon,fp_oon,tn_oon,fn_oon,precision on,recall on,tp_on,fp_on,tn_on,fn_on,precision nn,recall nn,tp_nn,fp_nn,tn_nn,fn_nn,Correct Node IDs,Correct Old Node IDs,Precision Old IDs,Recall Old IDs,Correct New Node IDs,Precision New IDs,Recall New IDs,Correct Overall IDs,Precision Overall IDs,Recall Overall IDs
2,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0004314063848144953,1,0.0011098779134295228,0.5,0,0.0,0.0,1,0.0004314063848144953,0.0004314063848144953
3,0.0,0.0,0,0,2,0,0.0,0.0,0,0,2,0,0.0,0.0,0,0,2,0,0.0,0.0,0,0,2,0,0.0,0.0,0,0,0,0,0.0009057971014492754,2,0.002290950744558992,0.6666666666666666,0,0.0,0.0,2,0.0009057971014492754,0.0009057971014492754
4,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0005040322580645161,1,0.0012953367875647669,0.3333333333333333,0,0.0,0.0,1,0.0005040322580645161,0.0005040322580645161
5,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
6,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0005330490405117271,1,0.0014749262536873156,0.3333333333333333,0,0.0,0.0,1,0.0005330490405117271,0.0005330490405117271
7,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0005455537370430987,1,0.0014577259475218659,0.25,0,0.0,0.0,1,0.0005455537370430987,0.0005455537370430987
8,0.0,0.0,0,0,6,0,0.0,0.0,0,0,2,0,0.0,0.0,0,0,2,0,0.0,0.0,0,0,6,0,0.0,0.0,0,0,0,0,0.001841620626151013,2,0.0035211267605633804,0.5,1,0.000942507068803016,0.0006153846153846154,3,0.001841620626151013,0.001841620626151013
9,0.0,0.0,0,0,2,0,0.0,0.0,0,0,2,0,0.0,0.0,0,0,2,0,0.0,0.0,0,0,2,0,0.0,0.0,0,0,0,0,0.0013131976362442547,2,0.0038240917782026767,0.3333333333333333,0,0.0,0.0,2,0.0013131976362442547,0.0013131976362442547
10,0.0,0.0,0,0,2,0,0.0,0.0,0,0,2,0,0.0,0.0,0,0,2,0,0.0,0.0,0,0,2,0,0.0,0.0,0,0,0,0,0.0013850415512465374,2,0.004291845493562232,0.4,0,0.0,0.0,2,0.0013850415512465374,0.0013850415512465374
11,0.0,0.0,0,0,1,1,0.0,0.0,0,0,2,0,0.0,0.0,0,0,1,1,0.0,0.0,0,0,2,0,0.0,0.0,0,0,0,0,0.0013395847287340924,2,0.004273504273504274,0.4,0,0.0,0.0,2,0.0013395847287340924,0.0013395847287340924
