,Prob 1,Prob 2,Prob 3,Prob 4
105,0.8723404255319149,0.0364741641337386,0.0911854103343465,0.0
106,0.9344262295081968,0.01639344262295082,0.03934426229508197,0.009836065573770493
107,0.95578231292517,0.017006802721088437,0.027210884353741496,0.0
108,0.9328621908127208,0.014134275618374558,0.0353356890459364,0.0176678445229682
109,0.9132075471698113,0.03018867924528302,0.052830188679245285,0.0037735849056603774
110,0.8821138211382114,0.028455284552845527,0.04878048780487805,0.04065040650406504
111,0.8547717842323651,0.05394190871369295,0.0912863070539419,0.0
112,0.823045267489712,0.07407407407407407,0.04938271604938271,0.053497942386831275
113,0.7971014492753623,0.10144927536231885,0.09420289855072464,0.007246376811594203
114,0.9372693726937269,0.01845018450184502,0.04059040590405904,0.0036900369003690036
115,0.9309090909090909,0.025454545454545455,0.03272727272727273,0.01090909090909091
116,0.7909967845659164,0.09646302250803858,0.08038585209003216,0.03215434083601286
117,0.875,0.028846153846153848,0.09615384615384616,0.0
118,0.8571428571428571,0.0425531914893617,0.10030395136778116,0.0
119,0.8731117824773413,0.04833836858006042,0.06042296072507553,0.01812688821752266
120,0.884375,0.040625,0.0625,0.0125
121,0.953125,0.009375,0.028125,0.009375
122,0.9194029850746268,0.011940298507462687,0.06865671641791045,0.0
123,0.8190184049079755,0.05828220858895705,0.10122699386503067,0.02147239263803681
124,0.875,0.07051282051282051,0.04807692307692308,0.00641025641025641
125,0.875,0.041666666666666664,0.060897435897435896,0.022435897435897436
126,0.9055374592833876,0.016286644951140065,0.06514657980456026,0.013029315960912053
127,0.8969072164948454,0.041237113402061855,0.044673539518900345,0.01718213058419244
128,0.7784090909090909,0.1590909090909091,0.056818181818181816,0.005681818181818182
129,0.907563025210084,0.028011204481792718,0.06162464985994398,0.0028011204481792717
130,0.9191616766467066,0.02694610778443114,0.04491017964071856,0.008982035928143712
131,0.8957055214723927,0.03374233128834356,0.06441717791411043,0.006134969325153374
132,0.9278688524590164,0.036065573770491806,0.029508196721311476,0.006557377049180328
133,0.8808777429467085,0.07210031347962383,0.03761755485893417,0.009404388714733543
134,0.9067524115755627,0.012861736334405145,0.07395498392282958,0.006430868167202572
135,0.9166666666666666,0.027777777777777776,0.051587301587301584,0.003968253968253968
136,0.9690265486725663,0.01327433628318584,0.01327433628318584,0.004424778761061947
137,0.8722466960352423,0.048458149779735685,0.06607929515418502,0.013215859030837005
138,0.8779342723004695,0.023474178403755867,0.07042253521126761,0.028169014084507043
139,0.8622222222222222,0.06666666666666667,0.06222222222222222,0.008888888888888889
140,0.8985507246376812,0.01932367149758454,0.06763285024154589,0.014492753623188406
141,0.9214659685863874,0.03664921465968586,0.041884816753926704,0.0
142,0.8292682926829268,0.06829268292682927,0.04878048780487805,0.05365853658536585
143,0.8935185185185185,0.06018518518518518,0.032407407407407406,0.013888888888888888
144,0.7450199203187251,0.15139442231075698,0.08366533864541832,0.0199203187250996
145,0.8458646616541353,0.045112781954887216,0.10150375939849623,0.007518796992481203
146,0.8856088560885609,0.055350553505535055,0.04428044280442804,0.014760147601476014
147,0.835016835016835,0.06734006734006734,0.06060606060606061,0.037037037037037035
148,0.9171974522292994,0.025477707006369428,0.044585987261146494,0.012738853503184714
149,0.9193548387096774,0.02903225806451613,0.04516129032258064,0.0064516129032258064
150,0.9508196721311475,0.01639344262295082,0.019672131147540985,0.013114754098360656
151,0.9301470588235294,0.04411764705882353,0.022058823529411766,0.003676470588235294
152,0.8560606060606061,0.08333333333333333,0.03787878787878788,0.022727272727272728
153,0.9011857707509882,0.039525691699604744,0.04743083003952569,0.011857707509881422
154,0.8589743589743589,0.0811965811965812,0.04700854700854701,0.01282051282051282
155,0.8616071428571429,0.049107142857142856,0.08035714285714286,0.008928571428571428
156,0.9144144144144144,0.04954954954954955,0.02252252252252252,0.013513513513513514
157,0.9276018099547512,0.02262443438914027,0.04524886877828054,0.004524886877828055
158,0.8484848484848485,0.06926406926406926,0.06493506493506493,0.017316017316017316
159,0.9066666666666666,0.044444444444444446,0.04888888888888889,0.0
160,0.9074074074074074,0.041666666666666664,0.023148148148148147,0.027777777777777776
161,0.8767772511848341,0.05687203791469194,0.05687203791469194,0.009478672985781991
162,0.8883248730964467,0.04568527918781726,0.05583756345177665,0.01015228426395939
163,0.946524064171123,0.016042780748663103,0.03208556149732621,0.0053475935828877
164,0.9234972677595629,0.03278688524590164,0.04371584699453552,0.0
165,0.8837209302325582,0.05813953488372093,0.040697674418604654,0.01744186046511628
166,0.8947368421052632,0.023391812865497075,0.07017543859649122,0.011695906432748537
167,0.9085365853658537,0.06097560975609756,0.03048780487804878,0.0
168,0.8242424242424242,0.06666666666666667,0.04242424242424243,0.06666666666666667
169,0.9857142857142858,0.0,0.0,0.014285714285714285
170,0.9027777777777778,0.041666666666666664,0.034722222222222224,0.020833333333333332
171,0.8671328671328671,0.06293706293706294,0.04895104895104895,0.02097902097902098
172,0.8601398601398601,0.06293706293706294,0.04895104895104895,0.027972027972027972
173,0.8601398601398601,0.027972027972027972,0.06993006993006994,0.04195804195804196
174,0.8732394366197183,0.04225352112676056,0.028169014084507043,0.056338028169014086
175,0.8582677165354331,0.07086614173228346,0.03937007874015748,0.031496062992125984
