Epoch: 01 | Edge Type: o-o-bank | Train Loss: 0.4877 | Train AUCROC: 0.1079 | GPU: 77.1MiB
Epoch: 01 | Edge Type: o-o-nobank | Train Loss: 0.6123 | Train AUCROC: 0.0224 | GPU: 77.1MiB
Epoch: 01 | Edge Type: o-n | Train Loss: 0.6203 | Train AUCROC: 0.4266 | GPU: 77.1MiB
Epoch: 01 | Edge Type: n-n | Train Loss: 0.6375 | Train AUCROC: 0.1944 | GPU: 77.1MiB
Epoch: 02 | Edge Type: o-o-bank | Train Loss: 0.4259 | Train AUCROC: 0.1044 | GPU: 120.9MiB
Epoch: 02 | Edge Type: o-o-nobank | Train Loss: 0.6042 | Train AUCROC: 0.0216 | GPU: 120.9MiB
Epoch: 02 | Edge Type: o-n | Train Loss: 0.6162 | Train AUCROC: 0.4260 | GPU: 120.9MiB
Epoch: 02 | Edge Type: n-n | Train Loss: 0.6356 | Train AUCROC: 0.1938 | GPU: 120.9MiB
Epoch: 03 | Edge Type: o-o-bank | Train Loss: 0.4142 | Train AUCROC: 0.1037 | GPU: 120.9MiB
Epoch: 03 | Edge Type: o-o-nobank | Train Loss: 0.6067 | Train AUCROC: 0.0206 | GPU: 120.9MiB
Epoch: 03 | Edge Type: o-n | Train Loss: 0.6170 | Train AUCROC: 0.4255 | GPU: 120.9MiB
Epoch: 03 | Edge Type: n-n | Train Loss: 0.6341 | Train AUCROC: 0.1937 | GPU: 120.9MiB
Epoch: 04 | Edge Type: o-o-bank | Train Loss: 0.4165 | Train AUCROC: 0.1050 | GPU: 120.9MiB
Epoch: 04 | Edge Type: o-o-nobank | Train Loss: 0.6025 | Train AUCROC: 0.0212 | GPU: 120.9MiB
Epoch: 04 | Edge Type: o-n | Train Loss: 0.6160 | Train AUCROC: 0.4276 | GPU: 120.9MiB
Epoch: 04 | Edge Type: n-n | Train Loss: 0.6363 | Train AUCROC: 0.1938 | GPU: 120.9MiB
