Graph Number,precision overall,recall overall,tp_overall,fp_overall,tn_overall,fn_overall,precision oo,recall oo,tp_oo,fp_oo,tn_oo,fn_oo,precision oon,recall oon,tp_oon,fp_oon,tn_oon,fn_oon,precision on,recall on,tp_on,fp_on,tn_on,fn_on,precision nn,recall nn,tp_nn,fp_nn,tn_nn,fn_nn,Correct Node IDs,Correct Old Node IDs,Precision Old IDs,Recall Old IDs,Correct New Node IDs,Precision New IDs,Recall New IDs,Correct Overall IDs,Precision Overall IDs,Recall Overall IDs
2,0.0,0.0,0,0,18,2,0.0,0.0,0,0,2,0,0.0,0.0,0,0,2,0,0.0,0.0,0,0,19,1,0.0,0.0,0,0,5,1,0.001379310344827586,2,0.0009033423667570009,1.0,3,0.002126151665485471,0.0008280430582390284,5,0.001379310344827586,0.001379310344827586
3,0.0,0.0,0,0,18,2,0.0,0.0,0,0,2,0,0.0,0.0,0,0,2,0,0.0,0.0,0,0,19,1,0.0,0.0,0,0,5,1,0.0013178703215603585,2,0.0008932559178204555,1.0,3,0.0019292604501607716,0.0007911392405063291,5,0.0013178703215603585,0.0013178703215603585
4,0.0,0.0,0,0,19,1,0.0,0.0,0,0,2,0,0.0,0.0,0,0,2,0,0.0,0.0,0,0,19,1,0.0,0.0,0,0,6,0,0.0016061676839061998,2,0.0011013215859030838,1.0,3,0.002313030069390902,0.0009643201542912247,5,0.0016061676839061998,0.0016061676839061998
5,0.0,0.0,0,0,6,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,6,0,0.0,0.0,0,0,2,0,0.001266891891891892,1,0.000744047619047619,0.5,2,0.001953125,0.0008453085376162299,3,0.001266891891891892,0.001266891891891892
6,0.0,0.0,0,0,29,1,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,30,0,0.0,0.0,0,0,19,1,0.002952755905511811,1,0.0008833922261484099,0.5,5,0.005555555555555556,0.0024630541871921183,6,0.002952755905511811,0.002952755905511811
7,0.0,0.0,0,0,5,1,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,5,1,0.0,0.0,0,0,2,0,0.001651073197578426,1,0.001026694045174538,0.3333333333333333,2,0.002372479240806643,0.0011025358324145535,3,0.001651073197578426,0.001651073197578426
8,0.0,0.0,0,0,2,0,0.0,0.0,0,0,2,0,0.0,0.0,0,0,2,0,0.0,0.0,0,0,2,0,0.0,0.0,0,0,0,0,0.0011997600479904018,2,0.0022222222222222222,0.6666666666666666,0,0.0,0.0,2,0.0011997600479904018,0.0011997600479904018
9,0.0,0.0,0,0,2,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,2,0,0.0,0.0,0,0,2,0,0.001266624445851805,0,0.0,0.0,2,0.002531645569620253,0.0012682308180088776,2,0.001266624445851805,0.001266624445851805
10,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0006720430107526882,0,0.0,0.0,1,0.0013736263736263737,0.0006734006734006734,1,0.0006720430107526882,0.0006720430107526882
11,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.000724112961622013,1,0.001564945226917058,0.3333333333333333,0,0.0,0.0,1,0.000724112961622013,0.000724112961622013
12,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
13,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0008605851979345956,1,0.0022123893805309734,0.25,0,0.0,0.0,1,0.0008605851979345956,0.0008605851979345956
14,0.0,0.0,0,0,2,0,0.0,0.0,0,0,2,0,0.0,0.0,0,0,2,0,0.0,0.0,0,0,2,0,0.0,0.0,0,0,0,0,0.001869158878504673,2,0.004842615012106538,0.5,0,0.0,0.0,2,0.001869158878504673,0.001869158878504673
15,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.001001001001001001,1,0.0028089887640449437,0.25,0,0.0,0.0,1,0.001001001001001001,0.001001001001001001
16,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
17,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
18,0.0,0.0,0,0,2,0,0.0,0.0,0,0,2,0,0.0,0.0,0,0,2,0,0.0,0.0,0,0,2,0,0.0,0.0,0,0,0,0,0.002285714285714286,2,0.008928571428571428,0.5,0,0.0,0.0,2,0.002285714285714286,0.002285714285714286
19,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0011918951132300357,1,0.004739336492890996,0.3333333333333333,0,0.0,0.0,1,0.0011918951132300357,0.0011918951132300357
