1, 9.486651
2, 0.573468
3, 1.393375
4, 3.635040
5, 1.470945
6, 2.192966
7, 2.876278
8, 0.575506
9, 0.849511
10, 0.751481
11, 1.677097
12, 2.648124
13, 0.608065
14, 1.225673
15, 2.104993
16, 1.403814
17, 0.793378
18, 1.803067
19, 2.493704
20, 0.095565
21, 1.242396
22, 2.839832
23, 2.723860
24, 2.140719
25, 2.845512
26, 3.151781
27, 2.090395
28, 1.624506
29, 2.596525
30, 1.987874
31, 2.451095
32, 1.374606
33, 3.143921
34, 1.293429
35, 2.551589
36, 1.004474
37, 2.766456
38, 2.193868
39, 1.658865
40, 3.647157
41, 2.766395
42, 2.649911
43, 1.346108
44, 1.253075
45, 2.738697
46, 0.461993
47, 1.433964
48, 2.149414
49, 0.780840
50, 2.684619
51, 0.859890
52, 4.334266
53, 2.094910
54, 0.766957
55, 2.838260
56, 0.811179
57, 2.735829
58, 1.856565
59, 0.761343
60, 4.556999
61, 3.211743
62, 2.888393
63, 0.982948
64, 2.004235
65, 0.569133
66, 0.777937
67, 1.474129
68, 1.467955
69, 4.676861
70, 2.191571
71, 0.663679
72, 0.657159
73, 1.764706
74, 1.004203
75, 1.950901
76, 0.572000
77, 3.031313
78, 0.766360
79, 1.070484
80, 1.787527
81, 1.650614
82, 1.426581
83, 1.932467
84, 2.608372
85, 0.626610
86, 0.979465
87, 1.368820
88, 0.862560
89, 1.955339
90, 1.108586
91, 1.807885
92, 0.670920
93, 0.470371
94, 1.019475
95, 3.317485
96, 0.813235
97, 3.049837
98, 1.349191
99, 2.868292
100, 1.311265
101, 3.608136
102, 1.204689
103, 1.472447
104, 2.495897
105, 1.647192
106, 0.981846
107, 1.296417
108, 0.746304
109, 2.122944
110, 1.281944
111, 1.236297
112, 0.616066
113, 0.531407
114, 0.780754
115, 1.563655
116, 3.372739
117, 0.698842
118, 1.187498
119, 0.407017
120, 0.636072
121, 0.442095
122, 0.249360
123, 1.446060
124, 0.841721
125, 0.412938
126, 1.969010
127, 0.748864
128, 1.190972
129, 0.847026
130, 0.229274
131, 0.285640
132, 2.146929
133, 0.719211
134, 1.975128
135, 1.953330
136, 0.870507
137, 0.841079
138, 1.582877
139, 1.175924
140, 0.727766
141, 0.825389
142, 0.368844
143, 0.780112
144, 0.591709
145, 0.472017
146, 0.694858
147, 0.478538
148, 1.010115
149, 1.277398
150, 0.148158
151, 0.199463
152, 0.200037
153, 0.560894
154, 0.167163
155, 1.086250
156, 0.336638
157, 0.644310
158, 2.527302
159, 2.211251
160, 1.894955
161, 0.273189
162, 3.830312
163, 1.585538
164, 0.429617
165, 0.489694
166, 1.113281
167, 2.171703
168, 1.161261
169, 0.474437
170, 2.860066
171, 0.786068
172, 0.381237
173, 0.825689
174, 0.809578
175, 0.133704
176, 0.895364
177, 1.181958
178, 1.557746
179, 2.025609
180, 1.116225
181, 0.249938
182, 0.061867
183, 0.147490
184, 0.904568
185, 0.348968
186, 2.754184
187, 0.195629
188, 0.411253
189, 1.326142
190, 2.683219
191, 0.425217
192, 0.150575
193, 0.412363
194, 1.213740
195, 1.968520
196, 0.184738
197, 0.377188
198, 2.189052
199, 0.040858
200, 3.192574
201, 4.396761
202, 0.960671
203, 0.076799
204, 0.117549
205, 1.417304
206, 0.279586
207, 1.311395
208, 0.118348
209, 1.584579
210, 0.080680
211, 0.695966
212, 0.151867
213, 0.113567
214, 0.468046
215, 0.922498
216, 0.097772
217, 1.139582
218, 0.449780
219, 0.206469
220, 0.158587
221, 0.302907
222, 0.321843
223, 0.190565
224, 1.468721
225, 1.653953
226, 0.071046
227, 0.683860
228, 0.296329
229, 0.119685
230, 0.275666
231, 0.085043
232, 0.219967
233, 0.365130
