Epoch: 01 | Edge Type: o-o-bank | Train Loss: 0.8105 | Train AUCROC: 0.4976 | GPU: 0.0MiB
Epoch: 01 | Edge Type: o-o-nobank | Train Loss: 0.7110 | Train AUCROC: 0.4848 | GPU: 0.0MiB
Epoch: 01 | Edge Type: o-n | Train Loss: 0.7094 | Train AUCROC: 0.4971 | GPU: 0.0MiB
Epoch: 01 | Edge Type: n-n | Train Loss: 0.6032 | Train AUCROC: 0.4801 | GPU: 0.0MiB
Epoch: 02 | Edge Type: o-o-bank | Train Loss: 0.7994 | Train AUCROC: 0.5015 | GPU: 0.0MiB
Epoch: 02 | Edge Type: o-o-nobank | Train Loss: 0.7031 | Train AUCROC: 0.5087 | GPU: 0.0MiB
Epoch: 02 | Edge Type: o-n | Train Loss: 0.7030 | Train AUCROC: 0.4882 | GPU: 0.0MiB
Epoch: 02 | Edge Type: n-n | Train Loss: 0.5452 | Train AUCROC: 0.5094 | GPU: 0.0MiB
Epoch: 03 | Edge Type: o-o-bank | Train Loss: 0.7948 | Train AUCROC: 0.5048 | GPU: 0.0MiB
Epoch: 03 | Edge Type: o-o-nobank | Train Loss: 0.7056 | Train AUCROC: 0.5007 | GPU: 0.0MiB
Epoch: 03 | Edge Type: o-n | Train Loss: 0.6991 | Train AUCROC: 0.4864 | GPU: 0.0MiB
Epoch: 03 | Edge Type: n-n | Train Loss: 0.5325 | Train AUCROC: 0.5052 | GPU: 0.0MiB
Epoch: 04 | Edge Type: o-o-bank | Train Loss: 0.7888 | Train AUCROC: 0.5085 | GPU: 0.0MiB
Epoch: 04 | Edge Type: o-o-nobank | Train Loss: 0.6964 | Train AUCROC: 0.4959 | GPU: 0.0MiB
Epoch: 04 | Edge Type: o-n | Train Loss: 0.6936 | Train AUCROC: 0.5102 | GPU: 0.0MiB
Epoch: 04 | Edge Type: n-n | Train Loss: 0.5238 | Train AUCROC: 0.5184 | GPU: 0.0MiB
Epoch: 05 | Edge Type: o-o-bank | Train Loss: 0.7858 | Train AUCROC: 0.4959 | GPU: 0.0MiB
Epoch: 05 | Edge Type: o-o-nobank | Train Loss: 0.6922 | Train AUCROC: 0.5004 | GPU: 0.0MiB
Epoch: 05 | Edge Type: o-n | Train Loss: 0.6854 | Train AUCROC: 0.4968 | GPU: 0.0MiB
Epoch: 05 | Edge Type: n-n | Train Loss: 0.5185 | Train AUCROC: 0.5215 | GPU: 0.0MiB
Epoch: 06 | Edge Type: o-o-bank | Train Loss: 0.7803 | Train AUCROC: 0.4895 | GPU: 0.0MiB
Epoch: 06 | Edge Type: o-o-nobank | Train Loss: 0.6827 | Train AUCROC: 0.5001 | GPU: 0.0MiB
Epoch: 06 | Edge Type: o-n | Train Loss: 0.6817 | Train AUCROC: 0.5039 | GPU: 0.0MiB
Epoch: 06 | Edge Type: n-n | Train Loss: 0.5143 | Train AUCROC: 0.5175 | GPU: 0.0MiB
Epoch: 07 | Edge Type: o-o-bank | Train Loss: 0.7820 | Train AUCROC: 0.4985 | GPU: 0.0MiB
Epoch: 07 | Edge Type: o-o-nobank | Train Loss: 0.6832 | Train AUCROC: 0.4859 | GPU: 0.0MiB
Epoch: 07 | Edge Type: o-n | Train Loss: 0.6755 | Train AUCROC: 0.5049 | GPU: 0.0MiB
Epoch: 07 | Edge Type: n-n | Train Loss: 0.5119 | Train AUCROC: 0.5050 | GPU: 0.0MiB
Epoch: 08 | Edge Type: o-o-bank | Train Loss: 0.7774 | Train AUCROC: 0.4966 | GPU: 0.0MiB
Epoch: 08 | Edge Type: o-o-nobank | Train Loss: 0.6748 | Train AUCROC: 0.5018 | GPU: 0.0MiB
Epoch: 08 | Edge Type: o-n | Train Loss: 0.6678 | Train AUCROC: 0.4957 | GPU: 0.0MiB
Epoch: 08 | Edge Type: n-n | Train Loss: 0.5096 | Train AUCROC: 0.5306 | GPU: 0.0MiB
Epoch: 09 | Edge Type: o-o-bank | Train Loss: 0.7757 | Train AUCROC: 0.5027 | GPU: 0.0MiB
Epoch: 09 | Edge Type: o-o-nobank | Train Loss: 0.6729 | Train AUCROC: 0.4888 | GPU: 0.0MiB
Epoch: 09 | Edge Type: o-n | Train Loss: 0.6710 | Train AUCROC: 0.4898 | GPU: 0.0MiB
Epoch: 09 | Edge Type: n-n | Train Loss: 0.5091 | Train AUCROC: 0.4843 | GPU: 0.0MiB
Epoch: 10 | Edge Type: o-o-bank | Train Loss: 0.7752 | Train AUCROC: 0.5017 | GPU: 0.0MiB
Epoch: 10 | Edge Type: o-o-nobank | Train Loss: 0.6682 | Train AUCROC: 0.4982 | GPU: 0.0MiB
Epoch: 10 | Edge Type: o-n | Train Loss: 0.6621 | Train AUCROC: 0.4914 | GPU: 0.0MiB
Epoch: 10 | Edge Type: n-n | Train Loss: 0.5071 | Train AUCROC: 0.4579 | GPU: 0.0MiB
Epoch: 11 | Edge Type: o-o-bank | Train Loss: 0.7776 | Train AUCROC: 0.5017 | GPU: 0.0MiB
Epoch: 11 | Edge Type: o-o-nobank | Train Loss: 0.6690 | Train AUCROC: 0.5065 | GPU: 0.0MiB
Epoch: 11 | Edge Type: o-n | Train Loss: 0.6412 | Train AUCROC: 0.5020 | GPU: 0.0MiB
Epoch: 11 | Edge Type: n-n | Train Loss: 0.5073 | Train AUCROC: 0.4806 | GPU: 0.0MiB
Epoch: 12 | Edge Type: o-o-bank | Train Loss: 0.7744 | Train AUCROC: 0.4934 | GPU: 0.0MiB
Epoch: 12 | Edge Type: o-o-nobank | Train Loss: 0.6662 | Train AUCROC: 0.5113 | GPU: 0.0MiB
Epoch: 12 | Edge Type: o-n | Train Loss: 0.6391 | Train AUCROC: 0.4967 | GPU: 0.0MiB
Epoch: 12 | Edge Type: n-n | Train Loss: 0.5071 | Train AUCROC: 0.5075 | GPU: 0.0MiB
Epoch: 13 | Edge Type: o-o-bank | Train Loss: 0.7740 | Train AUCROC: 0.5035 | GPU: 0.0MiB
Epoch: 13 | Edge Type: o-o-nobank | Train Loss: 0.6633 | Train AUCROC: 0.4958 | GPU: 0.0MiB
Epoch: 13 | Edge Type: o-n | Train Loss: 0.6299 | Train AUCROC: 0.5031 | GPU: 0.0MiB
Epoch: 13 | Edge Type: n-n | Train Loss: 0.5076 | Train AUCROC: 0.4903 | GPU: 0.0MiB
Epoch: 14 | Edge Type: o-o-bank | Train Loss: 0.7693 | Train AUCROC: 0.5142 | GPU: 0.0MiB
Epoch: 14 | Edge Type: o-o-nobank | Train Loss: 0.6479 | Train AUCROC: 0.4940 | GPU: 0.0MiB
Epoch: 14 | Edge Type: o-n | Train Loss: 0.6200 | Train AUCROC: 0.5003 | GPU: 0.0MiB
Epoch: 14 | Edge Type: n-n | Train Loss: 0.5067 | Train AUCROC: 0.4866 | GPU: 0.0MiB
Epoch: 15 | Edge Type: o-o-bank | Train Loss: 0.7680 | Train AUCROC: 0.5183 | GPU: 0.0MiB
Epoch: 15 | Edge Type: o-o-nobank | Train Loss: 0.6434 | Train AUCROC: 0.4987 | GPU: 0.0MiB
Epoch: 15 | Edge Type: o-n | Train Loss: 0.6179 | Train AUCROC: 0.4979 | GPU: 0.0MiB
Epoch: 15 | Edge Type: n-n | Train Loss: 0.5054 | Train AUCROC: 0.4705 | GPU: 0.0MiB
Epoch: 16 | Edge Type: o-o-bank | Train Loss: 0.7658 | Train AUCROC: 0.5166 | GPU: 0.0MiB
Epoch: 16 | Edge Type: o-o-nobank | Train Loss: 0.6340 | Train AUCROC: 0.5024 | GPU: 0.0MiB
Epoch: 16 | Edge Type: o-n | Train Loss: 0.6166 | Train AUCROC: 0.5061 | GPU: 0.0MiB
Epoch: 16 | Edge Type: n-n | Train Loss: 0.5060 | Train AUCROC: 0.5197 | GPU: 0.0MiB
Epoch: 17 | Edge Type: o-o-bank | Train Loss: 0.7679 | Train AUCROC: 0.4917 | GPU: 0.0MiB
Epoch: 17 | Edge Type: o-o-nobank | Train Loss: 0.6334 | Train AUCROC: 0.5031 | GPU: 0.0MiB
Epoch: 17 | Edge Type: o-n | Train Loss: 0.6028 | Train AUCROC: 0.5026 | GPU: 0.0MiB
Epoch: 17 | Edge Type: n-n | Train Loss: 0.5054 | Train AUCROC: 0.5065 | GPU: 0.0MiB
Epoch: 18 | Edge Type: o-o-bank | Train Loss: 0.7675 | Train AUCROC: 0.5003 | GPU: 0.0MiB
Epoch: 18 | Edge Type: o-o-nobank | Train Loss: 0.6195 | Train AUCROC: 0.4894 | GPU: 0.0MiB
Epoch: 18 | Edge Type: o-n | Train Loss: 0.5959 | Train AUCROC: 0.5149 | GPU: 0.0MiB
Epoch: 18 | Edge Type: n-n | Train Loss: 0.5041 | Train AUCROC: 0.5149 | GPU: 0.0MiB
Epoch: 19 | Edge Type: o-o-bank | Train Loss: 0.7635 | Train AUCROC: 0.4979 | GPU: 0.0MiB
Epoch: 19 | Edge Type: o-o-nobank | Train Loss: 0.6088 | Train AUCROC: 0.5015 | GPU: 0.0MiB
Epoch: 19 | Edge Type: o-n | Train Loss: 0.5899 | Train AUCROC: 0.5055 | GPU: 0.0MiB
Epoch: 19 | Edge Type: n-n | Train Loss: 0.5028 | Train AUCROC: 0.5093 | GPU: 0.0MiB
Epoch: 20 | Edge Type: o-o-bank | Train Loss: 0.7675 | Train AUCROC: 0.4933 | GPU: 0.0MiB
Epoch: 20 | Edge Type: o-o-nobank | Train Loss: 0.6252 | Train AUCROC: 0.4891 | GPU: 0.0MiB
Epoch: 20 | Edge Type: o-n | Train Loss: 0.5871 | Train AUCROC: 0.4980 | GPU: 0.0MiB
Epoch: 20 | Edge Type: n-n | Train Loss: 0.5026 | Train AUCROC: 0.5019 | GPU: 0.0MiB
Epoch: 21 | Edge Type: o-o-bank | Train Loss: 0.7636 | Train AUCROC: 0.4968 | GPU: 0.0MiB
Epoch: 21 | Edge Type: o-o-nobank | Train Loss: 0.6088 | Train AUCROC: 0.4978 | GPU: 0.0MiB
Epoch: 21 | Edge Type: o-n | Train Loss: 0.5845 | Train AUCROC: 0.4920 | GPU: 0.0MiB
Epoch: 21 | Edge Type: n-n | Train Loss: 0.5036 | Train AUCROC: 0.5068 | GPU: 0.0MiB
Epoch: 22 | Edge Type: o-o-bank | Train Loss: 0.7631 | Train AUCROC: 0.4966 | GPU: 0.0MiB
Epoch: 22 | Edge Type: o-o-nobank | Train Loss: 0.6095 | Train AUCROC: 0.5103 | GPU: 0.0MiB
Epoch: 22 | Edge Type: o-n | Train Loss: 0.5988 | Train AUCROC: 0.4899 | GPU: 0.0MiB
Epoch: 22 | Edge Type: n-n | Train Loss: 0.5045 | Train AUCROC: 0.4954 | GPU: 0.0MiB
Epoch: 23 | Edge Type: o-o-bank | Train Loss: 0.7674 | Train AUCROC: 0.4885 | GPU: 0.0MiB
Epoch: 23 | Edge Type: o-o-nobank | Train Loss: 0.6064 | Train AUCROC: 0.5051 | GPU: 0.0MiB
Epoch: 23 | Edge Type: o-n | Train Loss: 0.5772 | Train AUCROC: 0.5024 | GPU: 0.0MiB
Epoch: 23 | Edge Type: n-n | Train Loss: 0.5031 | Train AUCROC: 0.5135 | GPU: 0.0MiB
Epoch: 24 | Edge Type: o-o-bank | Train Loss: 0.7620 | Train AUCROC: 0.5003 | GPU: 0.0MiB
Epoch: 24 | Edge Type: o-o-nobank | Train Loss: 0.5939 | Train AUCROC: 0.5190 | GPU: 0.0MiB
Epoch: 24 | Edge Type: o-n | Train Loss: 0.5687 | Train AUCROC: 0.4953 | GPU: 0.0MiB
Epoch: 24 | Edge Type: n-n | Train Loss: 0.5025 | Train AUCROC: 0.5138 | GPU: 0.0MiB
Epoch: 25 | Edge Type: o-o-bank | Train Loss: 0.7637 | Train AUCROC: 0.5062 | GPU: 0.0MiB
Epoch: 25 | Edge Type: o-o-nobank | Train Loss: 0.5959 | Train AUCROC: 0.4940 | GPU: 0.0MiB
Epoch: 25 | Edge Type: o-n | Train Loss: 0.5690 | Train AUCROC: 0.4830 | GPU: 0.0MiB
Epoch: 25 | Edge Type: n-n | Train Loss: 0.5045 | Train AUCROC: 0.5085 | GPU: 0.0MiB
Epoch: 26 | Edge Type: o-o-bank | Train Loss: 0.7603 | Train AUCROC: 0.5042 | GPU: 0.0MiB
Epoch: 26 | Edge Type: o-o-nobank | Train Loss: 0.5952 | Train AUCROC: 0.5119 | GPU: 0.0MiB
Epoch: 26 | Edge Type: o-n | Train Loss: 0.5634 | Train AUCROC: 0.5000 | GPU: 0.0MiB
Epoch: 26 | Edge Type: n-n | Train Loss: 0.5026 | Train AUCROC: 0.5213 | GPU: 0.0MiB
Epoch: 27 | Edge Type: o-o-bank | Train Loss: 0.7590 | Train AUCROC: 0.5084 | GPU: 0.0MiB
Epoch: 27 | Edge Type: o-o-nobank | Train Loss: 0.5959 | Train AUCROC: 0.5078 | GPU: 0.0MiB
Epoch: 27 | Edge Type: o-n | Train Loss: 0.5661 | Train AUCROC: 0.4950 | GPU: 0.0MiB
Epoch: 27 | Edge Type: n-n | Train Loss: 0.5030 | Train AUCROC: 0.5035 | GPU: 0.0MiB
Epoch: 28 | Edge Type: o-o-bank | Train Loss: 0.7536 | Train AUCROC: 0.4998 | GPU: 0.0MiB
Epoch: 28 | Edge Type: o-o-nobank | Train Loss: 0.5847 | Train AUCROC: 0.5127 | GPU: 0.0MiB
Epoch: 28 | Edge Type: o-n | Train Loss: 0.5474 | Train AUCROC: 0.5156 | GPU: 0.0MiB
Epoch: 28 | Edge Type: n-n | Train Loss: 0.5022 | Train AUCROC: 0.4782 | GPU: 0.0MiB
Epoch: 29 | Edge Type: o-o-bank | Train Loss: 0.7536 | Train AUCROC: 0.5134 | GPU: 0.0MiB
